Joueur,Adversaire,Nombre de rencontres,Nombre de victoires,% Victoire,Nombre de rencontres (hard),Nombre de victoires (hard),% Victoire (hard),Nombre de rencontres (clay),Nombre de victoires (clay),% Victoire (clay),Nombre de rencontres (grass),Nombre de victoires (grass),% Victoire (grass),Nombre de rencontres (various),Nombre de victoires (various),% Victoire (various),player_key,Rang,player_bday,Nombre titres total,Victoire totale,Victoire Hard,Victoire Clay,Victoire Grass,Age,% victoire général,% victoire hard,% victoire clay,% victoire grass,matches_won_top100,% victoire contre top 100
D. Lajovic,M. Cressy,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2675.0,26.0,30.06.1990,11.0,457.0,176.0,270.0,8.0,33.0,50.0,50.0,50.0,0.0,0.0,0.0
D. Schwartzman,N. Borges,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,9.0,16.08.1992,24.0,588.0,160.0,415.0,12.0,31.0,50.0,0.0,50.0,0.0,0.0,0.0
D. Schwartzman,J. Brooksby,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,9.0,16.08.1992,24.0,588.0,160.0,415.0,12.0,31.0,50.0,0.0,50.0,0.0,0.0,0.0
D. Schwartzman,J. M. Cerundolo,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,9.0,16.08.1992,24.0,588.0,160.0,415.0,12.0,31.0,50.0,0.0,50.0,0.0,0.0,0.0
D. Schwartzman,M. McDonald,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,9.0,16.08.1992,24.0,588.0,160.0,415.0,12.0,31.0,50.0,0.0,50.0,0.0,0.0,0.0
D. Schwartzman,M. Arnaldi,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,9.0,16.08.1992,24.0,588.0,160.0,415.0,12.0,31.0,50.0,0.0,50.0,0.0,0.0,0.0
F. Comesana,Y. Shimizu,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2084.0,120.0,06.10.2000,12.0,204.0,20.0,184.0,0.0,23.0,40.0,50.0,0.0,0.0,0.0,0.0
F. Comesana,F. Gaio,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2084.0,120.0,06.10.2000,12.0,204.0,20.0,184.0,0.0,23.0,40.0,50.0,0.0,0.0,0.0,0.0
F. Comesana,R. A. Burruchaga,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2084.0,120.0,06.10.2000,12.0,204.0,20.0,184.0,0.0,23.0,40.0,50.0,0.0,0.0,0.0,0.0
F. Comesana,F. Agamenone,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2084.0,120.0,06.10.2000,12.0,204.0,20.0,184.0,0.0,23.0,40.0,50.0,0.0,0.0,0.0,0.0
F. Comesana,T. Daniel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2084.0,120.0,06.10.2000,12.0,204.0,20.0,184.0,0.0,23.0,40.0,50.0,0.0,0.0,0.0,0.0
Ka. Pliskova,S. Stephens,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,2.0,21.03.1992,26.0,644.0,451.0,119.0,73.0,32.0,25.0,25.0,0.0,0.0,0.0,0.0
Ka. Pliskova,M. Linette,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,2.0,21.03.1992,26.0,644.0,451.0,119.0,73.0,32.0,25.0,25.0,0.0,0.0,0.0,0.0
M. Valkusz,H. Rocha,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.0,216.0,13.08.1998,7.0,131.0,24.0,101.0,3.0,25.0,37.5,37.5,0.0,0.0,0.0,0.0
P. Kvitova,E. Rybakina,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2693.0,2.0,08.03.1990,31.0,559.0,383.0,102.0,74.0,34.0,58.620689655172406,48.0,70.96774193548387,0.0,0.0,0.0
P. Kvitova,E. Alexandrova,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2693.0,2.0,08.03.1990,31.0,559.0,383.0,102.0,74.0,34.0,58.620689655172406,48.0,70.96774193548387,0.0,0.0,0.0
P. Kvitova,S. Zhang,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2693.0,2.0,08.03.1990,31.0,559.0,383.0,102.0,74.0,34.0,58.620689655172406,48.0,70.96774193548387,0.0,0.0,0.0
P. Kvitova,M. Sakkari,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2693.0,2.0,08.03.1990,31.0,559.0,383.0,102.0,74.0,34.0,58.620689655172406,48.0,70.96774193548387,0.0,0.0,0.0
A. Krueger,V. Kudermetova,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,07.05.2004,10.0,155.0,101.0,44.0,16.0,20.0,46.15384615384615,33.33333333333333,47.82608695652174,0.0,0.0,0.0
A. K. Toth,K. Baindl,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9242.0,276.0,10.02.2003,18.0,189.0,7.0,175.0,4.0,21.0,50.0,46.666666666666664,0.0,60.0,0.0,0.0
O. Virtanen,A. Popyrin,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,767.0,156.0,21.06.2001,10.0,199.0,134.0,39.0,18.0,23.0,79.01234567901234,79.01234567901234,0.0,0.0,0.0,0.0
O. Virtanen,F. Agamenone,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,767.0,156.0,21.06.2001,10.0,199.0,134.0,39.0,18.0,23.0,79.01234567901234,79.01234567901234,0.0,0.0,0.0,0.0
D. Shnaider,P. Badosa,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7403.0,48.0,02.04.2004,14.0,185.0,74.0,105.0,6.0,20.0,33.33333333333333,37.5,0.0,33.33333333333333,0.0,0.0
M. Cilic,L. Djere,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2167.0,0.0,28.09.1988,23.0,680.0,422.0,169.0,92.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
L. Hovde,J. Ponchet,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9522.0,248.0,25.10.2005,8.0,97.0,70.0,21.0,6.0,18.0,45.83333333333333,48.484848484848484,44.44444444444444,33.33333333333333,0.0,0.0
L. Hovde,D. Semenistaja,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9522.0,248.0,25.10.2005,8.0,97.0,70.0,21.0,6.0,18.0,45.83333333333333,48.484848484848484,44.44444444444444,33.33333333333333,0.0,0.0
L. Hovde,R. Masarova,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9522.0,248.0,25.10.2005,8.0,97.0,70.0,21.0,6.0,18.0,45.83333333333333,48.484848484848484,44.44444444444444,33.33333333333333,0.0,0.0
T. Townsend,S. Stephens,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3214.0,7.0,16.04.1996,18.0,345.0,216.0,105.0,8.0,28.0,60.0,60.0,0.0,0.0,0.0,0.0
T. Gibson,B. Fruhvirtova,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3326.0,172.0,18.06.2004,14.0,171.0,159.0,1.0,11.0,20.0,50.0,44.44444444444444,46.15384615384615,80.0,0.0,0.0
B. F. Maguina,M. P. Perez Garcia,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36863.0,0.0,01.01.1970,3.0,4.0,3.0,3.0,3.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0
B. Shelton,F. Cerundolo,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2973.0,0.0,09.10.2002,56.0,194.0,169.0,71.0,50.0,21.0,36.36363636363637,36.36363636363637,0.0,0.0,0.0,0.0
B. Shelton,J.J. Wolf,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2973.0,0.0,09.10.2002,56.0,194.0,169.0,71.0,50.0,21.0,36.36363636363637,36.36363636363637,0.0,0.0,0.0,0.0
B. Shelton,T. Paul,2.0,1.0,50.0,2.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2973.0,0.0,09.10.2002,56.0,194.0,169.0,71.0,50.0,21.0,36.36363636363637,36.36363636363637,0.0,0.0,0.0,0.0
B. Shelton,A. Bublik,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2973.0,0.0,09.10.2002,56.0,194.0,169.0,71.0,50.0,21.0,36.36363636363637,36.36363636363637,0.0,0.0,0.0,0.0
B. Shelton,J. Sinner,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2973.0,0.0,09.10.2002,56.0,194.0,169.0,71.0,50.0,21.0,36.36363636363637,36.36363636363637,0.0,0.0,0.0,0.0
B. Shelton,N. Djokovic,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2973.0,0.0,09.10.2002,56.0,194.0,169.0,71.0,50.0,21.0,36.36363636363637,36.36363636363637,0.0,0.0,0.0,0.0
B. Shelton,A. Davidovich Fokina,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2973.0,0.0,09.10.2002,56.0,194.0,169.0,71.0,50.0,21.0,36.36363636363637,36.36363636363637,0.0,0.0,0.0,0.0
B. Shelton,L. Musetti,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2973.0,0.0,09.10.2002,56.0,194.0,169.0,71.0,50.0,21.0,36.36363636363637,36.36363636363637,0.0,0.0,0.0,0.0
B. Shelton,M. Cecchinato,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2973.0,0.0,09.10.2002,56.0,194.0,169.0,71.0,50.0,21.0,36.36363636363637,36.36363636363637,0.0,0.0,0.0,0.0
N. Parrizas-Diaz,C. Giorgi,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,66.0,15.07.1991,9.0,191.0,137.0,48.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
N. Parrizas-Diaz,D. Vekic,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,66.0,15.07.1991,9.0,191.0,137.0,48.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
N. Parrizas-Diaz,T. Babos,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,66.0,15.07.1991,9.0,191.0,137.0,48.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
C. Paquet,Z. Bai,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,119.0,01.07.1994,5.0,213.0,88.0,122.0,3.0,29.0,50.0,50.0,50.0,50.0,17.0,7.981220657276995
C. Paquet,M. Andreeva,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1142.0,119.0,01.07.1994,5.0,213.0,88.0,122.0,3.0,29.0,50.0,50.0,50.0,50.0,17.0,7.981220657276995
F. Stollar,M. Stakusic,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2697.0,0.0,12.11.1998,17.0,257.0,145.0,104.0,15.0,25.0,69.1358024691358,0.0,71.7948717948718,0.0,0.0,0.0
S. Bandecchi,M. Hontama,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,484.0,169.0,01.07.1998,4.0,132.0,87.0,40.0,5.0,25.0,64.28571428571429,50.0,70.0,0.0,0.0,0.0
S. Bandecchi,E. Makarova,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,169.0,01.07.1998,4.0,132.0,87.0,40.0,5.0,25.0,64.28571428571429,50.0,70.0,0.0,0.0,0.0
C. Wozniacki,A. Kalinina,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3217.0,1.0,11.07.1990,32.0,654.0,480.0,113.0,61.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0
D. Thiem,M. Giron,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1769.0,0.0,03.09.1993,27.0,511.0,234.0,263.0,18.0,30.0,60.46511627906976,50.0,61.53846153846154,0.0,0.0,0.0
D. Thiem,L. Sonego,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1769.0,0.0,03.09.1993,27.0,511.0,234.0,263.0,18.0,30.0,60.46511627906976,50.0,61.53846153846154,0.0,0.0,0.0
E. Avanesyan,E. Andreeva,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1810.0,70.0,17.09.2002,11.0,206.0,44.0,157.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
E. Avanesyan,C. Tauson,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1810.0,70.0,17.09.2002,11.0,206.0,44.0,157.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
E. Avanesyan,S. Errani,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1810.0,70.0,17.09.2002,11.0,206.0,44.0,157.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
E. Avanesyan,A. Blinkova,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1810.0,70.0,17.09.2002,11.0,206.0,44.0,157.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
E. Avanesyan,O. Jabeur,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1810.0,70.0,17.09.2002,11.0,206.0,44.0,157.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
E. Avanesyan,A. Cornet,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1810.0,70.0,17.09.2002,11.0,206.0,44.0,157.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
E. Avanesyan,Y. Putintseva,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1810.0,70.0,17.09.2002,11.0,206.0,44.0,157.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
E. Avanesyan,M. Kostyuk,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1810.0,70.0,17.09.2002,11.0,206.0,44.0,157.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
E. Avanesyan,O. Dodin,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1810.0,70.0,17.09.2002,11.0,206.0,44.0,157.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
E. Avanesyan,P. Stearns,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1810.0,70.0,17.09.2002,11.0,206.0,44.0,157.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
D. Seguel,L. Fernandez,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,225.0,144.0,15.11.1992,10.0,231.0,25.0,190.0,2.0,31.0,53.57142857142857,60.0,0.0,0.0,0.0,0.0
C. Liu,J. Niemeier,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,0.0,25.05.2000,10.0,205.0,101.0,74.0,36.0,24.0,13.333333333333334,0.0,15.384615384615385,0.0,0.0,0.0
C. Liu,L. Noskova,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,0.0,25.05.2000,10.0,205.0,101.0,74.0,36.0,24.0,13.333333333333334,0.0,15.384615384615385,0.0,0.0,0.0
C. Liu,C. Gauff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,0.0,25.05.2000,10.0,205.0,101.0,74.0,36.0,24.0,13.333333333333334,0.0,15.384615384615385,0.0,0.0,0.0
A. Bolt,J. Isner,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3319.0,86.0,05.01.1993,19.0,417.0,315.0,40.0,61.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
S. Sorribes Tormo,S. Stephens,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2910.0,17.0,08.10.1996,14.0,391.0,159.0,197.0,29.0,27.0,23.52941176470588,30.76923076923077,0.0,0.0,0.0,0.0
S. Sorribes Tormo,N. Podoroska,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2910.0,17.0,08.10.1996,14.0,391.0,159.0,197.0,29.0,27.0,23.52941176470588,30.76923076923077,0.0,0.0,0.0,0.0
S. Sorribes Tormo,B. Andreescu,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2910.0,17.0,08.10.1996,14.0,391.0,159.0,197.0,29.0,27.0,23.52941176470588,30.76923076923077,0.0,0.0,0.0,0.0
K. Coppejans,T. Droguet,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205.0,130.0,07.02.1994,6.0,350.0,97.0,250.0,3.0,30.0,20.0,33.33333333333333,0.0,0.0,0.0,0.0
R. Gasquet,C. Norrie,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1094.0,8.0,18.06.1986,21.0,761.0,443.0,217.0,91.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
R. Gasquet,P. Carreno-Busta,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1094.0,8.0,18.06.1986,21.0,761.0,443.0,217.0,91.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
R. Gasquet,S. Napolitano,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1094.0,8.0,18.06.1986,21.0,761.0,443.0,217.0,91.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
R. Gasquet,L. Pouille,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1094.0,8.0,18.06.1986,21.0,761.0,443.0,217.0,91.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
R. Gasquet,D. Altmaier,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1094.0,8.0,18.06.1986,21.0,761.0,443.0,217.0,91.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
R. Carballes Baena,D. Altmaier,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0,63.0,23.03.1993,20.0,564.0,62.0,496.0,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
R. Carballes Baena,D. Medvedev,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0,63.0,23.03.1993,20.0,564.0,62.0,496.0,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
R. Carballes Baena,B. Zapata Miralles,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0,63.0,23.03.1993,20.0,564.0,62.0,496.0,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
R. Carballes Baena,T. M. Etcheverry,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0,63.0,23.03.1993,20.0,564.0,62.0,496.0,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
R. Carballes Baena,J.J. Wolf,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0,63.0,23.03.1993,20.0,564.0,62.0,496.0,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
R. Carballes Baena,M. Giron,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0,63.0,23.03.1993,20.0,564.0,62.0,496.0,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
D. Kasatkina,J. Burrage,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1990.0,8.0,07.05.1997,8.0,349.0,224.0,92.0,31.0,27.0,35.294117647058826,37.5,0.0,0.0,0.0,0.0
D. Kasatkina,E. Mertens,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990.0,8.0,07.05.1997,8.0,349.0,224.0,92.0,31.0,27.0,35.294117647058826,37.5,0.0,0.0,0.0,0.0
D. Kasatkina,M. Linette,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990.0,8.0,07.05.1997,8.0,349.0,224.0,92.0,31.0,27.0,35.294117647058826,37.5,0.0,0.0,0.0,0.0
D. Kasatkina,J. Cristian,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1990.0,8.0,07.05.1997,8.0,349.0,224.0,92.0,31.0,27.0,35.294117647058826,37.5,0.0,0.0,0.0,0.0
D. Kasatkina,T. Maria,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990.0,8.0,07.05.1997,8.0,349.0,224.0,92.0,31.0,27.0,35.294117647058826,37.5,0.0,0.0,0.0,0.0
D. Kasatkina,B. Haddad Maia,2.0,1.0,50.0,2.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990.0,8.0,07.05.1997,8.0,349.0,224.0,92.0,31.0,27.0,35.294117647058826,37.5,0.0,0.0,0.0,0.0
D. Kasatkina,B. Krejcikova,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990.0,8.0,07.05.1997,8.0,349.0,224.0,92.0,31.0,27.0,35.294117647058826,37.5,0.0,0.0,0.0,0.0
D. Kasatkina,P. Badosa,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990.0,8.0,07.05.1997,8.0,349.0,224.0,92.0,31.0,27.0,35.294117647058826,37.5,0.0,0.0,0.0,0.0
D. Kasatkina,E. Svitolina,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990.0,8.0,07.05.1997,8.0,349.0,224.0,92.0,31.0,27.0,35.294117647058826,37.5,0.0,0.0,0.0,0.0
D. Kasatkina,A. Sabalenka,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990.0,8.0,07.05.1997,8.0,349.0,224.0,92.0,31.0,27.0,35.294117647058826,37.5,0.0,0.0,0.0,0.0
D. Kasatkina,J. Ostapenko,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990.0,8.0,07.05.1997,8.0,349.0,224.0,92.0,31.0,27.0,35.294117647058826,37.5,0.0,0.0,0.0,0.0
D. Kasatkina,L. Noskova,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990.0,8.0,07.05.1997,8.0,349.0,224.0,92.0,31.0,27.0,35.294117647058826,37.5,0.0,0.0,0.0,0.0
D. Kasatkina,J. Paolini,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990.0,8.0,07.05.1997,8.0,349.0,224.0,92.0,31.0,27.0,35.294117647058826,37.5,0.0,0.0,0.0,0.0
D. Kasatkina,D. Collins,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990.0,8.0,07.05.1997,8.0,349.0,224.0,92.0,31.0,27.0,35.294117647058826,37.5,0.0,0.0,0.0,0.0
B. Zhukayev,D. Sweeny,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,579.0,171.0,12.10.2000,3.0,156.0,133.0,21.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
