Joueur,Adversaire,Nombre de rencontres,Nombre de victoires,% Victoire,Nombre de rencontres (hard),Nombre de victoires (hard),% Victoire (hard),Nombre de rencontres (clay),Nombre de victoires (clay),% Victoire (clay),Nombre de rencontres (grass),Nombre de victoires (grass),% Victoire (grass),Nombre de rencontres (various),Nombre de victoires (various),% Victoire (various),player_key,Rang,player_bday,Nombre titres total,Victoire totale,Victoire Hard,Victoire Clay,Victoire Grass,Age,% victoire général,% victoire hard,% victoire clay,% victoire grass,matches_won_top100,% victoire contre top 100
L. Fernandez,A. Muhammad,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1356.0,732.0,01.01.1970,1.0,36.0,36.0,0.0,0.0,54.0,23.52941176470588,40.0,0.0,0.0,0.0,0.0
L. Fernandez,D. Seguel,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1356.0,732.0,01.01.1970,1.0,36.0,36.0,0.0,0.0,54.0,23.52941176470588,40.0,0.0,0.0,0.0,0.0
L. Fernandez,K. Baindl,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1356.0,732.0,01.01.1970,1.0,36.0,36.0,0.0,0.0,54.0,23.52941176470588,40.0,0.0,0.0,0.0,0.0
L. Fernandez,Y. Wickmayer,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1356.0,732.0,01.01.1970,1.0,36.0,36.0,0.0,0.0,54.0,23.52941176470588,40.0,0.0,0.0,0.0,0.0
L. Fernandez,A. Blinkova,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1356.0,732.0,01.01.1970,1.0,36.0,36.0,0.0,0.0,54.0,23.52941176470588,40.0,0.0,0.0,0.0,0.0
L. Fernandez,A. Potapova,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1356.0,732.0,01.01.1970,1.0,36.0,36.0,0.0,0.0,54.0,23.52941176470588,40.0,0.0,0.0,0.0,0.0
L. Fernandez,S. Kenin,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1356.0,732.0,01.01.1970,1.0,36.0,36.0,0.0,0.0,54.0,23.52941176470588,40.0,0.0,0.0,0.0,0.0
L. Fernandez,A. Parks,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1356.0,732.0,01.01.1970,1.0,36.0,36.0,0.0,0.0,54.0,23.52941176470588,40.0,0.0,0.0,0.0,0.0
L. Fernandez,O. Jabeur,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1356.0,732.0,01.01.1970,1.0,36.0,36.0,0.0,0.0,54.0,23.52941176470588,40.0,0.0,0.0,0.0,0.0
L. Fernandez,C. Garcia,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1356.0,732.0,01.01.1970,1.0,36.0,36.0,0.0,0.0,54.0,23.52941176470588,40.0,0.0,0.0,0.0,0.0
N. Hibino,M. Frech,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,49.0,28.11.1994,17.0,428.0,319.0,75.0,31.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
N. Hibino,M. Kostyuk,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,49.0,28.11.1994,17.0,428.0,319.0,75.0,31.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
N. Hibino,E. Arango,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,49.0,28.11.1994,17.0,428.0,319.0,75.0,31.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
Z. Bai,C. Paquet,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9107.0,88.0,01.01.2002,15.0,142.0,127.0,11.0,4.0,22.0,50.0,50.0,0.0,0.0,0.0,0.0
G. Ruse,M. Kubka,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1151.0,37.0,06.11.1997,4.0,207.0,99.0,78.0,23.0,26.0,36.84210526315789,41.17647058823529,0.0,0.0,0.0,0.0
G. Ruse,E. Mertens,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1151.0,37.0,06.11.1997,4.0,207.0,99.0,78.0,23.0,26.0,36.84210526315789,41.17647058823529,0.0,0.0,0.0,0.0
F. Ferro,V. Azarenka,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.0,42.0,12.03.1997,6.0,182.0,82.0,94.0,6.0,27.0,52.94117647058824,52.94117647058824,0.0,0.0,0.0,0.0
C. Garcia,L. Fernandez,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1148.0,2.0,16.10.1993,21.0,574.0,354.0,149.0,66.0,30.0,66.27906976744185,67.46987951807229,33.33333333333333,0.0,0.0,0.0
C. Garcia,A. Kalinina,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1148.0,2.0,16.10.1993,21.0,574.0,354.0,149.0,66.0,30.0,66.27906976744185,67.46987951807229,33.33333333333333,0.0,0.0,0.0
C. Garcia,M. Keys,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1148.0,2.0,16.10.1993,21.0,574.0,354.0,149.0,66.0,30.0,66.27906976744185,67.46987951807229,33.33333333333333,0.0,0.0,0.0
C. Garcia,J. Fourlis,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1148.0,2.0,16.10.1993,21.0,574.0,354.0,149.0,66.0,30.0,66.27906976744185,67.46987951807229,33.33333333333333,0.0,0.0,0.0
C. Garcia,E. Cocciaretto,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1148.0,2.0,16.10.1993,21.0,574.0,354.0,149.0,66.0,30.0,66.27906976744185,67.46987951807229,33.33333333333333,0.0,0.0,0.0
C. Garcia,C. Gauff,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1148.0,2.0,16.10.1993,21.0,574.0,354.0,149.0,66.0,30.0,66.27906976744185,67.46987951807229,33.33333333333333,0.0,0.0,0.0
C. Garcia,S. Stephens,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1148.0,2.0,16.10.1993,21.0,574.0,354.0,149.0,66.0,30.0,66.27906976744185,67.46987951807229,33.33333333333333,0.0,0.0,0.0
C. Garcia,S. Kenin,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1148.0,2.0,16.10.1993,21.0,574.0,354.0,149.0,66.0,30.0,66.27906976744185,67.46987951807229,33.33333333333333,0.0,0.0,0.0
C. Garcia,B. Haddad Maia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1148.0,2.0,16.10.1993,21.0,574.0,354.0,149.0,66.0,30.0,66.27906976744185,67.46987951807229,33.33333333333333,0.0,0.0,0.0
C. Garcia,I. Swiatek,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1148.0,2.0,16.10.1993,21.0,574.0,354.0,149.0,66.0,30.0,66.27906976744185,67.46987951807229,33.33333333333333,0.0,0.0,0.0
C. Garcia,J. Paolini,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1148.0,2.0,16.10.1993,21.0,574.0,354.0,149.0,66.0,30.0,66.27906976744185,67.46987951807229,33.33333333333333,0.0,0.0,0.0
C. Garcia,M. Bouzkova,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1148.0,2.0,16.10.1993,21.0,574.0,354.0,149.0,66.0,30.0,66.27906976744185,67.46987951807229,33.33333333333333,0.0,0.0,0.0
C. Garcia,D. Collins,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1148.0,2.0,16.10.1993,21.0,574.0,354.0,149.0,66.0,30.0,66.27906976744185,67.46987951807229,33.33333333333333,0.0,0.0,0.0
M. Bellucci,A. Moro Canas,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2112.0,153.0,01.06.2001,14.0,201.0,148.0,47.0,6.0,23.0,34.78260869565217,25.0,40.0,0.0,0.0,0.0
M. Boosie,M. Barry,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66526.0,0.0,01.01.1970,4.0,4.0,4.0,4.0,4.0,54.0,56.09756097560976,54.285714285714285,66.66666666666666,0.0,0.0,0.0
T. Kokkinakis,D. E. Galan,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,15.0,10.04.1996,13.0,316.0,235.0,67.0,12.0,28.0,50.0,0.0,55.55555555555556,0.0,0.0,0.0
T. Kokkinakis,J. Sinner,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,15.0,10.04.1996,13.0,316.0,235.0,67.0,12.0,28.0,50.0,0.0,55.55555555555556,0.0,0.0,0.0
T. Kokkinakis,J. Draper,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,426.0,15.0,10.04.1996,13.0,316.0,235.0,67.0,12.0,28.0,50.0,0.0,55.55555555555556,0.0,0.0,0.0
D. Shapovalov,T. M. Etcheverry,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,12.0,15.04.1999,7.0,332.0,224.0,68.0,37.0,25.0,70.0,0.0,70.0,0.0,0.0,0.0
M. P. Perez Garcia,B. F. Maguina,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,136.0,118.0,10.01.1996,6.0,136.0,43.0,86.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
P. Kotov,P. Cachin,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,56.0,18.11.1998,4.0,197.0,108.0,86.0,3.0,25.0,50.0,0.0,50.0,0.0,0.0,0.0
P. Kotov,T. Griekspoor,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,56.0,18.11.1998,4.0,197.0,108.0,86.0,3.0,25.0,50.0,0.0,50.0,0.0,0.0,0.0
P. Kotov,F. Cobolli,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,56.0,18.11.1998,4.0,197.0,108.0,86.0,3.0,25.0,50.0,0.0,50.0,0.0,0.0,0.0
P. Kotov,L. Tu,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,415.0,56.0,18.11.1998,4.0,197.0,108.0,86.0,3.0,25.0,50.0,0.0,50.0,0.0,0.0,0.0
P. Kotov,U. Humbert,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,56.0,18.11.1998,4.0,197.0,108.0,86.0,3.0,25.0,50.0,0.0,50.0,0.0,0.0,0.0
P. Kotov,M. Krueger,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,56.0,18.11.1998,4.0,197.0,108.0,86.0,3.0,25.0,50.0,0.0,50.0,0.0,0.0,0.0
P. Kotov,E. Ruusuvuori,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,56.0,18.11.1998,4.0,197.0,108.0,86.0,3.0,25.0,50.0,0.0,50.0,0.0,0.0,0.0
F. Bagnis,J. M. Cerundolo,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1089.0,56.0,27.02.1990,30.0,682.0,38.0,644.0,0.0,34.0,46.666666666666664,50.0,0.0,0.0,46.0,6.744868035190615
F. Bagnis,G. Zeppieri,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1089.0,56.0,27.02.1990,30.0,682.0,38.0,644.0,0.0,34.0,46.666666666666664,50.0,0.0,0.0,46.0,6.744868035190615
F. Bagnis,J. Lehecka,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1089.0,56.0,27.02.1990,30.0,682.0,38.0,644.0,0.0,34.0,46.666666666666664,50.0,0.0,0.0,46.0,6.744868035190615
D. Medvedev,T. Paul,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.0,0.0,11.02.1996,23.0,462.0,353.0,59.0,49.0,28.0,20.0,0.0,33.33333333333333,0.0,61.0,13.203463203463203
D. Medvedev,G. Dimitrov,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.0,0.0,11.02.1996,23.0,462.0,353.0,59.0,49.0,28.0,20.0,0.0,33.33333333333333,0.0,61.0,13.203463203463203
D. Medvedev,C. Eubanks,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.0,0.0,11.02.1996,23.0,462.0,353.0,59.0,49.0,28.0,20.0,0.0,33.33333333333333,0.0,61.0,13.203463203463203
D. Medvedev,N. Jarry,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.0,0.0,11.02.1996,23.0,462.0,353.0,59.0,49.0,28.0,20.0,0.0,33.33333333333333,0.0,61.0,13.203463203463203
D. Medvedev,F. Auger-Aliassime,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.0,0.0,11.02.1996,23.0,462.0,353.0,59.0,49.0,28.0,20.0,0.0,33.33333333333333,0.0,61.0,13.203463203463203
D. Medvedev,R. Carballes Baena,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.0,0.0,11.02.1996,23.0,462.0,353.0,59.0,49.0,28.0,20.0,0.0,33.33333333333333,0.0,61.0,13.203463203463203
D. Medvedev,A. Shevchenko,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.0,0.0,11.02.1996,23.0,462.0,353.0,59.0,49.0,28.0,20.0,0.0,33.33333333333333,0.0,61.0,13.203463203463203
D. Medvedev,T. Atmane,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.0,0.0,11.02.1996,23.0,462.0,353.0,59.0,49.0,28.0,20.0,0.0,33.33333333333333,0.0,61.0,13.203463203463203
D. Medvedev,Y. Hanfmann,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.0,0.0,11.02.1996,23.0,462.0,353.0,59.0,49.0,28.0,20.0,0.0,33.33333333333333,0.0,61.0,13.203463203463203
D. Medvedev,A. Rublev,2.0,2.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.0,0.0,11.02.1996,23.0,462.0,353.0,59.0,49.0,28.0,20.0,0.0,33.33333333333333,0.0,61.0,13.203463203463203
D. Medvedev,F. Tiafoe,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.0,0.0,11.02.1996,23.0,462.0,353.0,59.0,49.0,28.0,20.0,0.0,33.33333333333333,0.0,61.0,13.203463203463203
D. Medvedev,A. Zverev,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.0,0.0,11.02.1996,23.0,462.0,353.0,59.0,49.0,28.0,20.0,0.0,33.33333333333333,0.0,61.0,13.203463203463203
D. Medvedev,N. Borges,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.0,0.0,11.02.1996,23.0,462.0,353.0,59.0,49.0,28.0,20.0,0.0,33.33333333333333,0.0,61.0,13.203463203463203
D. Medvedev,H. Rune,2.0,1.0,50.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.0,0.0,11.02.1996,23.0,462.0,353.0,59.0,49.0,28.0,20.0,0.0,33.33333333333333,0.0,61.0,13.203463203463203
D. Medvedev,J. Sinner,3.0,1.0,33.33333333333333,3.0,1.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.0,0.0,11.02.1996,23.0,462.0,353.0,59.0,49.0,28.0,20.0,0.0,33.33333333333333,0.0,61.0,13.203463203463203
D. Medvedev,C. Alcaraz,3.0,1.0,33.33333333333333,3.0,1.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.0,0.0,11.02.1996,23.0,462.0,353.0,59.0,49.0,28.0,20.0,0.0,33.33333333333333,0.0,61.0,13.203463203463203
D. Medvedev,N. Djokovic,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.0,0.0,11.02.1996,23.0,462.0,353.0,59.0,49.0,28.0,20.0,0.0,33.33333333333333,0.0,61.0,13.203463203463203
D. Medvedev,A. Karatsev,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.0,0.0,11.02.1996,23.0,462.0,353.0,59.0,49.0,28.0,20.0,0.0,33.33333333333333,0.0,61.0,13.203463203463203
I. Shymanovich,R. Vicens Mas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,71.0,30.06.1997,12.0,187.0,94.0,90.0,3.0,26.0,41.17647058823529,47.368421052631575,33.33333333333333,0.0,0.0,0.0
J. Fonseca,M. Navone,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40058.0,242.0,21.08.2006,2.0,74.0,17.0,49.0,8.0,17.0,47.82608695652174,47.82608695652174,0.0,0.0,0.0,0.0
J. Fonseca,A. Moro Canas,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40058.0,242.0,21.08.2006,2.0,74.0,17.0,49.0,8.0,17.0,47.82608695652174,47.82608695652174,0.0,0.0,0.0,0.0
Z. Bergs,D. Sweeny,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064.0,81.0,03.06.1999,10.0,205.0,123.0,63.0,16.0,25.0,30.76923076923077,30.76923076923077,0.0,0.0,0.0,0.0
Z. Bergs,A. Kovacevic,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064.0,81.0,03.06.1999,10.0,205.0,123.0,63.0,16.0,25.0,30.76923076923077,30.76923076923077,0.0,0.0,0.0,0.0
A. Vatutin,B. Bonzi,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1878.0,172.0,27.10.1992,7.0,330.0,187.0,142.0,1.0,31.0,77.77777777777779,85.71428571428571,0.0,0.0,0.0,0.0
A. Pavlyuchenkova,M. Vondrousova,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2694.0,11.0,03.07.1991,19.0,640.0,432.0,169.0,37.0,32.0,54.54545454545454,42.857142857142854,60.0,0.0,0.0,0.0
A. Pavlyuchenkova,E. Mertens,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2694.0,11.0,03.07.1991,19.0,640.0,432.0,169.0,37.0,32.0,54.54545454545454,42.857142857142854,60.0,0.0,0.0,0.0
A. Pavlyuchenkova,L. Noskova,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2694.0,11.0,03.07.1991,19.0,640.0,432.0,169.0,37.0,32.0,54.54545454545454,42.857142857142854,60.0,0.0,0.0,0.0
A. Pavlyuchenkova,Xin. Wang,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2694.0,11.0,03.07.1991,19.0,640.0,432.0,169.0,37.0,32.0,54.54545454545454,42.857142857142854,60.0,0.0,0.0,0.0
A. Pavlyuchenkova,K. Muchova,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2694.0,11.0,03.07.1991,19.0,640.0,432.0,169.0,37.0,32.0,54.54545454545454,42.857142857142854,60.0,0.0,0.0,0.0
A. Pavlyuchenkova,E. Svitolina,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2694.0,11.0,03.07.1991,19.0,640.0,432.0,169.0,37.0,32.0,54.54545454545454,42.857142857142854,60.0,0.0,0.0,0.0
A. Pavlyuchenkova,A. Anisimova,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2694.0,11.0,03.07.1991,19.0,640.0,432.0,169.0,37.0,32.0,54.54545454545454,42.857142857142854,60.0,0.0,0.0,0.0
G. Pella,T. Griekspoor,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2829.0,25.0,17.05.1990,21.0,456.0,97.0,339.0,16.0,34.0,40.0,0.0,33.33333333333333,50.0,0.0,0.0
M. Brengle,B. Pera,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2391.0,40.0,03.04.1990,20.0,440.0,302.0,92.0,41.0,34.0,41.17647058823529,28.57142857142857,62.5,0.0,45.0,10.227272727272728
L. Pouille,R. Gasquet,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1774.0,0.0,23.02.1994,15.0,376.0,223.0,130.0,33.0,30.0,36.84210526315789,0.0,50.0,0.0,109.0,28.98936170212766
R. Bautista-Agut,D. E. Galan,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2734.0,9.0,14.04.1988,14.0,565.0,355.0,156.0,51.0,36.0,60.0,50.0,61.19402985074627,0.0,0.0,0.0
L. Noskova,D. Kasatkina,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,29.0,17.11.2004,8.0,181.0,126.0,52.0,2.0,19.0,33.33333333333333,33.33333333333333,0.0,0.0,0.0,0.0
L. Noskova,A. Kalinskaya,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,29.0,17.11.2004,8.0,181.0,126.0,52.0,2.0,19.0,33.33333333333333,33.33333333333333,0.0,0.0,0.0,0.0
L. Noskova,C. Liu,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,29.0,17.11.2004,8.0,181.0,126.0,52.0,2.0,19.0,33.33333333333333,33.33333333333333,0.0,0.0,0.0,0.0
L. Noskova,I. Swiatek,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,29.0,17.11.2004,8.0,181.0,126.0,52.0,2.0,19.0,33.33333333333333,33.33333333333333,0.0,0.0,0.0,0.0
L. Noskova,A. Potapova,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,29.0,17.11.2004,8.0,181.0,126.0,52.0,2.0,19.0,33.33333333333333,33.33333333333333,0.0,0.0,0.0,0.0
L. Noskova,M. Andreeva,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,29.0,17.11.2004,8.0,181.0,126.0,52.0,2.0,19.0,33.33333333333333,33.33333333333333,0.0,0.0,0.0,0.0
L. Noskova,A. Pavlyuchenkova,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,29.0,17.11.2004,8.0,181.0,126.0,52.0,2.0,19.0,33.33333333333333,33.33333333333333,0.0,0.0,0.0,0.0
L. Noskova,A. Sabalenka,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,29.0,17.11.2004,8.0,181.0,126.0,52.0,2.0,19.0,33.33333333333333,33.33333333333333,0.0,0.0,0.0,0.0
B. Holt,J. Rodionov,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8158.0,217.0,06.04.1998,8.0,159.0,155.0,3.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
M. Landaluce,D. Altmaier,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39864.0,323.0,08.01.2006,2.0,55.0,30.0,18.0,7.0,18.0,48.837209302325576,48.837209302325576,0.0,0.0,0.0,0.0
Ar. Rodionova,G. Olmos,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,453.0,57.0,15.12.1989,16.0,521.0,398.0,51.0,69.0,34.0,41.66666666666667,42.857142857142854,40.0,0.0,0.0,0.0
