player_key,player_name,player_country,player_bday,player_logo,season,type,rank,titles,matches_won,matches_lost,hard_won,hard_lost,clay_won,clay_lost,grass_won,grass_lost
141,L. Romero Gormaz,Spain,06.04.2002,,2020,singles,923,0,10,7,,,10,7,,
141,L. Romero Gormaz,Spain,06.04.2002,,2023,singles,305,0,27,33,3,7,24,25,0,1
141,L. Romero Gormaz,Spain,06.04.2002,,2023,doubles,263,1,15,14,4,1,11,13,,
141,L. Romero Gormaz,Spain,06.04.2002,,2024,doubles,335,0,6,5,6,3,0,2,,
141,L. Romero Gormaz,Spain,06.04.2002,,2024,singles,185,1,32,14,13,7,19,7,,
142,G. Maristany,Spain,19.02.1999,,2022,doubles,301,3,15,3,4,0,11,3,,
142,G. Maristany,Spain,19.02.1999,,2021,doubles,501,0,3,3,,,3,3,,
142,G. Maristany,Spain,19.02.1999,,2020,doubles,394,0,3,1,,,3,1,,
142,G. Maristany,Spain,19.02.1999,,2022,singles,328,2,28,16,6,2,22,14,,
142,G. Maristany,Spain,19.02.1999,,2021,singles,402,0,7,13,3,4,4,9,,
142,G. Maristany,Spain,19.02.1999,,2020,singles,337,0,5,2,,,5,2,,
142,G. Maristany,Spain,19.02.1999,,2019,singles,355,0,1,4,0,1,1,3,,
142,G. Maristany,Spain,19.02.1999,,2018,singles,358,0,1,1,,,1,1,,
142,G. Maristany,Spain,19.02.1999,,2023,doubles,561,1,9,7,9,4,0,3,,
142,G. Maristany,Spain,19.02.1999,,2023,singles,299,1,28,23,17,13,11,10,,
142,G. Maristany,Spain,19.02.1999,,2024,doubles,502,0,4,4,2,2,2,2,,
142,G. Maristany,Spain,19.02.1999,,2024,singles,243,1,16,10,5,3,11,7,,
143,M. Bondarenko,World,09.04.2003,,2022,doubles,371,1,13,16,10,9,3,7,,
143,M. Bondarenko,World,09.04.2003,,2021,doubles,492,0,19,13,10,7,9,6,,
143,M. Bondarenko,World,09.04.2003,,2020,doubles,,0,7,7,1,4,6,3,,
143,M. Bondarenko,World,09.04.2003,,2022,singles,398,0,21,26,12,14,9,12,,
143,M. Bondarenko,World,09.04.2003,,2021,singles,496,0,18,16,9,10,9,6,,
143,M. Bondarenko,World,09.04.2003,,2020,singles,954,0,11,14,9,9,2,5,,
143,M. Bondarenko,World,09.04.2003,,2019,singles,,0,0,1,0,1,,,,
143,M. Bondarenko,World,09.04.2003,,2023,doubles,584,0,8,7,3,2,5,5,,
143,M. Bondarenko,World,09.04.2003,,2023,singles,310,1,28,26,26,18,2,8,,
143,M. Bondarenko,World,09.04.2003,,2024,singles,360,0,0,1,,,0,1,,
144,C. Martinez Cirez,Spain,13.02.2001,,2022,doubles,1151,0,3,4,,,3,4,,
144,C. Martinez Cirez,Spain,13.02.2001,,2021,doubles,899,0,7,6,,,7,6,,
144,C. Martinez Cirez,Spain,13.02.2001,,2020,doubles,,0,0,1,,,0,1,,
144,C. Martinez Cirez,Spain,13.02.2001,,2019,doubles,,0,2,4,0,2,1,1,1,1
144,C. Martinez Cirez,Spain,13.02.2001,,2022,singles,316,2,39,22,0,2,39,20,,
144,C. Martinez Cirez,Spain,13.02.2001,,2021,singles,493,0,24,20,,,24,20,,
144,C. Martinez Cirez,Spain,13.02.2001,,2020,singles,1024,0,4,4,,,4,4,,
144,C. Martinez Cirez,Spain,13.02.2001,,2019,singles,1093,0,1,5,1,2,0,2,0,1
144,C. Martinez Cirez,Spain,13.02.2001,,2018,singles,,0,0,1,,,0,1,,
144,C. Martinez Cirez,Spain,13.02.2001,,2023,doubles,981,0,4,3,,,4,3,,
144,C. Martinez Cirez,Spain,13.02.2001,,2023,singles,236,2,57,31,4,4,53,27,,
144,C. Martinez Cirez,Spain,13.02.2001,,2024,singles,257,0,12,14,5,4,7,10,,
144,C. Martinez Cirez,Spain,13.02.2001,,2024,doubles,1101,0,1,1,,,1,1,,
145,F. Curmi,Malta,07.07.2002,,2022,doubles,468,1,14,13,11,9,1,4,,
145,F. Curmi,Malta,07.07.2002,,2021,doubles,1270,0,8,6,5,6,,,,
145,F. Curmi,Malta,07.07.2002,,2020,doubles,1340,0,2,0,,,2,0,,
145,F. Curmi,Malta,07.07.2002,,2019,doubles,,0,3,1,3,1,,,,
145,F. Curmi,Malta,07.07.2002,,2018,doubles,,0,3,4,0,1,2,2,1,1
145,F. Curmi,Malta,07.07.2002,,2017,doubles,,0,1,0,,,1,0,,
145,F. Curmi,Malta,07.07.2002,,2022,singles,392,2,34,20,23,11,11,7,,
145,F. Curmi,Malta,07.07.2002,,2021,singles,1161,0,11,7,7,6,,,,
145,F. Curmi,Malta,07.07.2002,,2020,singles,,0,0,4,,,0,4,,
145,F. Curmi,Malta,07.07.2002,,2019,singles,,0,0,1,0,1,,,,
145,F. Curmi,Malta,07.07.2002,,2018,singles,,0,5,3,0,1,5,1,0,1
145,F. Curmi,Malta,07.07.2002,,2023,singles,315,1,27,25,16,12,7,12,,
145,F. Curmi,Malta,07.07.2002,,2023,doubles,715,0,5,15,2,5,3,7,,
145,F. Curmi,Malta,07.07.2002,,2024,doubles,550,1,7,4,1,2,6,2,,
145,F. Curmi,Malta,07.07.2002,,2024,singles,361,0,6,11,2,4,4,7,,
146,C. Hoste Ferrer,Spain,12.11.1998,,2022,doubles,633,0,8,9,2,2,6,7,,
146,C. Hoste Ferrer,Spain,12.11.1998,,2021,doubles,737,2,16,9,1,2,15,7,,
146,C. Hoste Ferrer,Spain,12.11.1998,,2020,doubles,1128,0,0,2,,,0,2,,
146,C. Hoste Ferrer,Spain,12.11.1998,,2022,singles,592,0,19,16,1,3,18,13,,
146,C. Hoste Ferrer,Spain,12.11.1998,,2021,singles,694,0,19,14,0,3,19,11,,
146,C. Hoste Ferrer,Spain,12.11.1998,,2020,singles,701,0,2,2,,,2,2,,
146,C. Hoste Ferrer,Spain,12.11.1998,,2019,singles,604,0,0,2,,,0,2,,
146,C. Hoste Ferrer,Spain,12.11.1998,,2023,doubles,890,0,7,6,2,0,5,6,,
146,C. Hoste Ferrer,Spain,12.11.1998,,2023,singles,636,0,13,17,2,3,11,14,,
146,C. Hoste Ferrer,Spain,12.11.1998,,2024,doubles,946,0,1,4,0,2,1,2,,
146,C. Hoste Ferrer,Spain,12.11.1998,,2024,singles,683,0,5,9,0,2,5,7,,
147,M. Hodzic,Germany,06.06.2002,,1,doubles,1,1,1,1,1,1,1,1,1,1
147,M. Hodzic,Germany,06.06.2002,,2,doubles,2,2,2,2,2,2,2,2,2,2
147,M. Hodzic,Germany,06.06.2002,,,doubles,,,,,,,,,,
147,M. Hodzic,Germany,06.06.2002,,0,doubles,0,0,0,0,0,0,0,0,0,0
147,M. Hodzic,Germany,06.06.2002,,2023,singles,1070,0,7,4,,,7,4,,
147,M. Hodzic,Germany,06.06.2002,,2022,singles,483,1,6,2,1,1,5,1,,
147,M. Hodzic,Germany,06.06.2002,,2021,singles,902,0,1,5,0,1,1,4,,
147,M. Hodzic,Germany,06.06.2002,,2020,singles,863,1,7,4,7,3,0,1,,
147,M. Hodzic,Germany,06.06.2002,,2019,singles,1043,0,0,1,,,0,1,,
147,M. Hodzic,Germany,06.06.2002,,2024,singles,745,0,6,7,,,6,7,,
148,V. Strakhova,Ukraine,09.06.1995,,2022,doubles,129,9,57,25,15,9,42,16,,
148,V. Strakhova,Ukraine,09.06.1995,,2021,doubles,149,7,52,27,13,9,39,18,,
148,V. Strakhova,Ukraine,09.06.1995,,2020,doubles,367,1,19,16,11,14,8,2,,
148,V. Strakhova,Ukraine,09.06.1995,,2019,doubles,347,0,0,1,,,0,1,,
148,V. Strakhova,Ukraine,09.06.1995,,2017,doubles,228,0,0,1,0,1,,,,
148,V. Strakhova,Ukraine,09.06.1995,,2015,doubles,277,0,0,1,,,0,1,,
148,V. Strakhova,Ukraine,09.06.1995,,2022,singles,372,0,27,30,1,9,26,21,,
148,V. Strakhova,Ukraine,09.06.1995,,2021,singles,426,0,17,31,7,10,10,21,,
148,V. Strakhova,Ukraine,09.06.1995,,2020,singles,387,0,11,15,6,12,5,3,,
148,V. Strakhova,Ukraine,09.06.1995,,2019,singles,372,0,1,4,0,2,1,2,,
148,V. Strakhova,Ukraine,09.06.1995,,2018,singles,287,0,1,1,1,1,,,,
148,V. Strakhova,Ukraine,09.06.1995,,2017,singles,346,0,1,6,0,5,1,1,,
148,V. Strakhova,Ukraine,09.06.1995,,2016,singles,302,0,6,10,4,6,2,4,,
148,V. Strakhova,Ukraine,09.06.1995,,2015,singles,245,0,0,1,,,0,1,,
148,V. Strakhova,Ukraine,09.06.1995,,2014,singles,423,0,0,1,,,0,1,,
148,V. Strakhova,Ukraine,09.06.1995,,2013,singles,617,1,5,0,,,5,0,,
148,V. Strakhova,Ukraine,09.06.1995,,2012,singles,900,0,0,2,0,2,,,,
148,V. Strakhova,Ukraine,09.06.1995,,2023,doubles,111,12,70,22,11,4,59,18,,
148,V. Strakhova,Ukraine,09.06.1995,,2023,singles,255,1,43,39,5,8,38,31,,
148,V. Strakhova,Ukraine,09.06.1995,,2024,doubles,105,2,19,10,1,2,18,8,,
148,V. Strakhova,Ukraine,09.06.1995,,2024,singles,268,0,9,13,1,2,8,11,,
149,M. Nuudi,Estonia,24.05.2000,,2022,doubles,888,0,3,9,0,2,3,3,,
149,M. Nuudi,Estonia,24.05.2000,,2021,doubles,922,0,2,3,1,1,1,2,,
149,M. Nuudi,Estonia,24.05.2000,,2020,doubles,1153,0,1,2,1,2,,,,
149,M. Nuudi,Estonia,24.05.2000,,2019,doubles,1122,0,0,1,0,1,,,,
149,M. Nuudi,Estonia,24.05.2000,,2017,doubles,1202,0,3,1,1,1,,,,
149,M. Nuudi,Estonia,24.05.2000,,2022,singles,566,2,24,20,5,8,15,11,,
149,M. Nuudi,Estonia,24.05.2000,,2021,singles,1000,0,2,5,0,2,2,3,,
149,M. Nuudi,Estonia,24.05.2000,,2020,singles,,0,1,1,1,1,,,,
149,M. Nuudi,Estonia,24.05.2000,,2017,singles,,0,0,1,,,,,,
149,M. Nuudi,Estonia,24.05.2000,,2023,doubles,622,1,9,4,3,3,4,1,,
149,M. Nuudi,Estonia,24.05.2000,,2023,singles,474,0,21,21,5,6,13,14,,
149,M. Nuudi,Estonia,24.05.2000,,2024,singles,552,0,0,8,0,4,0,4,,
149,M. Nuudi,Estonia,24.05.2000,,2024,doubles,799,0,2,4,0,1,2,2,,
150,Y. Lizarazo,Colombia,23.05.1993,,2022,doubles,269,1,15,14,4,5,11,8,,
150,Y. Lizarazo,Colombia,23.05.1993,,2021,doubles,416,1,18,9,0,1,18,8,,
150,Y. Lizarazo,Colombia,23.05.1993,,2020,doubles,389,2,13,5,1,0,12,5,,
150,Y. Lizarazo,Colombia,23.05.1993,,2019,doubles,407,0,1,1,,,1,1,,
150,Y. Lizarazo,Colombia,23.05.1993,,2018,doubles,,0,0,1,,,0,1,,
150,Y. Lizarazo,Colombia,23.05.1993,,2016,doubles,468,0,1,1,,,1,1,,
150,Y. Lizarazo,Colombia,23.05.1993,,2012,doubles,595,0,0,1,0,0,0,1,,
150,Y. Lizarazo,Colombia,23.05.1993,,2011,doubles,530,0,1,5,1,5,,,,
150,Y. Lizarazo,Colombia,23.05.1993,,2008,doubles,930,0,0,1,0,1,,,,
150,Y. Lizarazo,Colombia,23.05.1993,,2022,singles,395,0,18,14,6,4,10,8,,
150,Y. Lizarazo,Colombia,23.05.1993,,2021,singles,573,0,9,12,1,2,8,10,,
150,Y. Lizarazo,Colombia,23.05.1993,,2020,singles,584,0,2,5,,,2,5,,
150,Y. Lizarazo,Colombia,23.05.1993,,2016,singles,799,0,0,1,,,0,1,,
150,Y. Lizarazo,Colombia,23.05.1993,,2015,singles,1072,0,0,3,,,0,3,,
150,Y. Lizarazo,Colombia,23.05.1993,,2014,singles,337,0,1,3,,,1,3,,
150,Y. Lizarazo,Colombia,23.05.1993,,2013,singles,825,0,2,6,2,2,0,4,,
150,Y. Lizarazo,Colombia,23.05.1993,,2012,singles,504,1,18,10,0,2,18,7,,
150,Y. Lizarazo,Colombia,23.05.1993,,2011,singles,410,0,10,7,8,4,2,3,,
150,Y. Lizarazo,Colombia,23.05.1993,,2008,singles,906,0,0,1,0,1,,,,
150,Y. Lizarazo,Colombia,23.05.1993,,2023,doubles,106,1,29,25,9,5,16,18,,
150,Y. Lizarazo,Colombia,23.05.1993,,2023,singles,840,0,2,8,0,2,2,5,,
150,Y. Lizarazo,Colombia,23.05.1993,,2024,doubles,177,0,10,9,0,2,6,6,,
150,Y. Lizarazo,Colombia,23.05.1993,,2024,singles,726,1,11,2,,,7,2,,
151,A. Carreras,United Kingdom,16.05.1990,https://api.api-tennis.com/logo-tennis/151_a-carreras.jpg,2012,doubles,493,0,5,5,1,1,4,4,,
151,A. Carreras,United Kingdom,16.05.1990,https://api.api-tennis.com/logo-tennis/151_a-carreras.jpg,2011,doubles,623,0,2,1,,,2,1,,
151,A. Carreras,United Kingdom,16.05.1990,https://api.api-tennis.com/logo-tennis/151_a-carreras.jpg,2022,singles,510,0,13,12,4,4,9,8,,
151,A. Carreras,United Kingdom,16.05.1990,https://api.api-tennis.com/logo-tennis/151_a-carreras.jpg,2021,singles,467,0,6,9,2,1,4,7,,
151,A. Carreras,United Kingdom,16.05.1990,https://api.api-tennis.com/logo-tennis/151_a-carreras.jpg,2020,singles,339,0,12,10,1,1,11,9,,
151,A. Carreras,United Kingdom,16.05.1990,https://api.api-tennis.com/logo-tennis/151_a-carreras.jpg,2017,singles,441,0,1,1,,,1,1,,
151,A. Carreras,United Kingdom,16.05.1990,https://api.api-tennis.com/logo-tennis/151_a-carreras.jpg,2016,singles,286,0,4,4,,,4,4,,
151,A. Carreras,United Kingdom,16.05.1990,https://api.api-tennis.com/logo-tennis/151_a-carreras.jpg,2015,singles,319,0,2,2,,,,,2,2
151,A. Carreras,United Kingdom,16.05.1990,https://api.api-tennis.com/logo-tennis/151_a-carreras.jpg,2014,singles,405,0,0,1,,,0,1,,
151,A. Carreras,United Kingdom,16.05.1990,https://api.api-tennis.com/logo-tennis/151_a-carreras.jpg,2013,singles,386,0,7,9,3,3,4,4,0,2
151,A. Carreras,United Kingdom,16.05.1990,https://api.api-tennis.com/logo-tennis/151_a-carreras.jpg,2012,singles,335,1,23,13,4,3,16,9,,
151,A. Carreras,United Kingdom,16.05.1990,https://api.api-tennis.com/logo-tennis/151_a-carreras.jpg,2011,singles,584,0,6,8,2,2,4,6,,
151,A. Carreras,United Kingdom,16.05.1990,https://api.api-tennis.com/logo-tennis/151_a-carreras.jpg,2023,singles,513,0,0,1,0,1,,,,
152,A. Gamiz,Venezuela,31.10.1992,https://api.api-tennis.com/logo-tennis/152_a-gamiz.jpg,2022,doubles,87,8,50,18,8,1,42,17,,
152,A. Gamiz,Venezuela,31.10.1992,https://api.api-tennis.com/logo-tennis/152_a-gamiz.jpg,2021,doubles,191,3,22,17,1,6,21,11,,
152,A. Gamiz,Venezuela,31.10.1992,https://api.api-tennis.com/logo-tennis/152_a-gamiz.jpg,2020,doubles,211,2,12,3,7,1,5,1,,
152,A. Gamiz,Venezuela,31.10.1992,https://api.api-tennis.com/logo-tennis/152_a-gamiz.jpg,2019,doubles,192,0,2,2,2,0,0,2,,
152,A. Gamiz,Venezuela,31.10.1992,https://api.api-tennis.com/logo-tennis/152_a-gamiz.jpg,2018,doubles,270,0,0,1,,,0,1,,
152,A. Gamiz,Venezuela,31.10.1992,https://api.api-tennis.com/logo-tennis/152_a-gamiz.jpg,2017,doubles,181,0,0,2,0,1,0,1,,
152,A. Gamiz,Venezuela,31.10.1992,https://api.api-tennis.com/logo-tennis/152_a-gamiz.jpg,2016,doubles,188,0,3,3,0,1,3,2,,
152,A. Gamiz,Venezuela,31.10.1992,https://api.api-tennis.com/logo-tennis/152_a-gamiz.jpg,2015,doubles,251,0,1,3,0,1,1,2,,
152,A. Gamiz,Venezuela,31.10.1992,https://api.api-tennis.com/logo-tennis/152_a-gamiz.jpg,2014,doubles,190,0,0,1,,,0,1,,
152,A. Gamiz,Venezuela,31.10.1992,https://api.api-tennis.com/logo-tennis/152_a-gamiz.jpg,2012,doubles,334,0,3,5,2,2,1,3,,
152,A. Gamiz,Venezuela,31.10.1992,https://api.api-tennis.com/logo-tennis/152_a-gamiz.jpg,2011,doubles,308,0,5,4,,,5,4,,
152,A. Gamiz,Venezuela,31.10.1992,https://api.api-tennis.com/logo-tennis/152_a-gamiz.jpg,2022,singles,365,0,19,20,2,5,17,15,,
152,A. Gamiz,Venezuela,31.10.1992,https://api.api-tennis.com/logo-tennis/152_a-gamiz.jpg,2021,singles,362,0,17,19,4,4,13,15,,
152,A. Gamiz,Venezuela,31.10.1992,https://api.api-tennis.com/logo-tennis/152_a-gamiz.jpg,2020,singles,501,1,10,8,7,4,2,2,,
152,A. Gamiz,Venezuela,31.10.1992,https://api.api-tennis.com/logo-tennis/152_a-gamiz.jpg,2019,singles,507,0,5,8,5,2,0,6,,
152,A. Gamiz,Venezuela,31.10.1992,https://api.api-tennis.com/logo-tennis/152_a-gamiz.jpg,2018,singles,335,0,4,9,1,1,2,8,,
152,A. Gamiz,Venezuela,31.10.1992,https://api.api-tennis.com/logo-tennis/152_a-gamiz.jpg,2017,singles,250,0,8,6,1,3,6,3,,
152,A. Gamiz,Venezuela,31.10.1992,https://api.api-tennis.com/logo-tennis/152_a-gamiz.jpg,2016,singles,465,0,0,8,0,2,0,6,,
152,A. Gamiz,Venezuela,31.10.1992,https://api.api-tennis.com/logo-tennis/152_a-gamiz.jpg,2015,singles,259,0,5,4,0,1,5,3,,
152,A. Gamiz,Venezuela,31.10.1992,https://api.api-tennis.com/logo-tennis/152_a-gamiz.jpg,2014,singles,319,0,0,2,,,0,2,,
152,A. Gamiz,Venezuela,31.10.1992,https://api.api-tennis.com/logo-tennis/152_a-gamiz.jpg,2013,singles,315,0,14,11,1,2,13,9,,
152,A. Gamiz,Venezuela,31.10.1992,https://api.api-tennis.com/logo-tennis/152_a-gamiz.jpg,2012,singles,304,0,17,18,5,4,12,14,,
152,A. Gamiz,Venezuela,31.10.1992,https://api.api-tennis.com/logo-tennis/152_a-gamiz.jpg,2011,singles,374,0,8,7,1,1,7,6,,
152,A. Gamiz,Venezuela,31.10.1992,https://api.api-tennis.com/logo-tennis/152_a-gamiz.jpg,2023,doubles,112,4,27,28,8,10,18,17,1,1
152,A. Gamiz,Venezuela,31.10.1992,https://api.api-tennis.com/logo-tennis/152_a-gamiz.jpg,2023,singles,662,0,5,15,2,4,3,11,,
152,A. Gamiz,Venezuela,31.10.1992,https://api.api-tennis.com/logo-tennis/152_a-gamiz.jpg,2024,doubles,141,0,3,5,0,3,1,2,,
152,A. Gamiz,Venezuela,31.10.1992,https://api.api-tennis.com/logo-tennis/152_a-gamiz.jpg,2024,singles,916,0,1,2,0,1,,,,
153,C. M. Gutierrez,Spain,15.09.1997,,2021,doubles,645,0,5,7,2,4,3,3,,
153,C. M. Gutierrez,Spain,15.09.1997,,2020,doubles,788,0,9,9,5,5,4,4,,
153,C. M. Gutierrez,Spain,15.09.1997,,2022,singles,404,0,3,7,3,5,0,2,,
153,C. M. Gutierrez,Spain,15.09.1997,,2021,singles,315,1,25,22,14,14,11,8,,
153,C. M. Gutierrez,Spain,15.09.1997,,2020,singles,534,0,9,11,1,7,8,4,,
153,C. M. Gutierrez,Spain,15.09.1997,,2019,singles,565,0,1,2,1,2,,,,
153,C. M. Gutierrez,Spain,15.09.1997,,2013,singles,,0,0,3,0,1,0,2,,
154,J. Bouzas Maneiro,Spain,24.09.2002,https://api.api-tennis.com/logo-tennis/154_j-bouzas-maneiro.jpg,2022,doubles,207,4,26,16,3,7,23,9,,
154,J. Bouzas Maneiro,Spain,24.09.2002,https://api.api-tennis.com/logo-tennis/154_j-bouzas-maneiro.jpg,2021,doubles,791,0,9,8,1,1,8,7,,
154,J. Bouzas Maneiro,Spain,24.09.2002,https://api.api-tennis.com/logo-tennis/154_j-bouzas-maneiro.jpg,2020,doubles,1173,0,7,4,2,0,5,4,,
154,J. Bouzas Maneiro,Spain,24.09.2002,https://api.api-tennis.com/logo-tennis/154_j-bouzas-maneiro.jpg,2019,doubles,,0,0,1,0,1,,,,
154,J. Bouzas Maneiro,Spain,24.09.2002,https://api.api-tennis.com/logo-tennis/154_j-bouzas-maneiro.jpg,2022,singles,193,5,55,23,22,8,33,15,,
154,J. Bouzas Maneiro,Spain,24.09.2002,https://api.api-tennis.com/logo-tennis/154_j-bouzas-maneiro.jpg,2021,singles,355,3,35,14,7,5,28,9,,
154,J. Bouzas Maneiro,Spain,24.09.2002,https://api.api-tennis.com/logo-tennis/154_j-bouzas-maneiro.jpg,2020,singles,855,0,14,8,5,3,9,5,,
154,J. Bouzas Maneiro,Spain,24.09.2002,https://api.api-tennis.com/logo-tennis/154_j-bouzas-maneiro.jpg,2019,singles,1171,0,1,1,1,1,,,,
154,J. Bouzas Maneiro,Spain,24.09.2002,https://api.api-tennis.com/logo-tennis/154_j-bouzas-maneiro.jpg,2023,doubles,1123,0,1,7,1,5,0,2,,
154,J. Bouzas Maneiro,Spain,24.09.2002,https://api.api-tennis.com/logo-tennis/154_j-bouzas-maneiro.jpg,2023,singles,159,1,37,27,7,8,27,18,3,1
154,J. Bouzas Maneiro,Spain,24.09.2002,https://api.api-tennis.com/logo-tennis/154_j-bouzas-maneiro.jpg,2024,singles,87,3,32,11,17,5,15,6,,
154,J. Bouzas Maneiro,Spain,24.09.2002,https://api.api-tennis.com/logo-tennis/154_j-bouzas-maneiro.jpg,2024,doubles,1247,0,0,3,0,1,0,2,,
155,L. Karatancheva,Bulgaria,08.09.2003,,2021,doubles,1018,0,8,11,5,6,3,5,,
155,L. Karatancheva,Bulgaria,08.09.2003,,2020,doubles,1473,0,2,5,1,2,1,3,,
155,L. Karatancheva,Bulgaria,08.09.2003,,2022,singles,569,0,8,16,4,7,4,9,,
155,L. Karatancheva,Bulgaria,08.09.2003,,2021,singles,917,0,5,14,3,9,2,5,,
155,L. Karatancheva,Bulgaria,08.09.2003,,2020,singles,,0,0,2,0,1,0,1,,
155,L. Karatancheva,Bulgaria,08.09.2003,,2022,doubles,456,1,12,11,4,5,8,6,,
155,L. Karatancheva,Bulgaria,08.09.2003,,2023,doubles,329,0,20,23,4,8,14,13,,
155,L. Karatancheva,Bulgaria,08.09.2003,,2023,singles,491,0,15,15,4,5,7,10,,
155,L. Karatancheva,Bulgaria,08.09.2003,,2024,doubles,320,1,15,9,3,1,9,6,,
155,L. Karatancheva,Bulgaria,08.09.2003,,2024,singles,487,0,11,13,2,2,8,9,,
156,M. Mutavdzic,United Kingdom,17.06.2004,https://api.api-tennis.com/logo-tennis/156_m-mutavdzic.jpg,2021,doubles,1098,0,6,7,1,1,5,4,0,2
156,M. Mutavdzic,United Kingdom,17.06.2004,https://api.api-tennis.com/logo-tennis/156_m-mutavdzic.jpg,2020,doubles,,0,5,3,4,1,1,2,,
156,M. Mutavdzic,United Kingdom,17.06.2004,https://api.api-tennis.com/logo-tennis/156_m-mutavdzic.jpg,2019,doubles,,0,1,1,,,,,1,1
156,M. Mutavdzic,United Kingdom,17.06.2004,https://api.api-tennis.com/logo-tennis/156_m-mutavdzic.jpg,2022,singles,625,0,10,18,3,8,7,10,,
156,M. Mutavdzic,United Kingdom,17.06.2004,https://api.api-tennis.com/logo-tennis/156_m-mutavdzic.jpg,2021,singles,438,0,23,21,20,13,1,5,2,3
156,M. Mutavdzic,United Kingdom,17.06.2004,https://api.api-tennis.com/logo-tennis/156_m-mutavdzic.jpg,2020,singles,1037,1,8,4,0,1,8,3,,
156,M. Mutavdzic,United Kingdom,17.06.2004,https://api.api-tennis.com/logo-tennis/156_m-mutavdzic.jpg,2019,singles,,0,2,1,,,,,2,1
156,M. Mutavdzic,United Kingdom,17.06.2004,https://api.api-tennis.com/logo-tennis/156_m-mutavdzic.jpg,2022,doubles,1021,0,2,4,2,1,0,3,,
156,M. Mutavdzic,United Kingdom,17.06.2004,https://api.api-tennis.com/logo-tennis/156_m-mutavdzic.jpg,2023,doubles,696,0,11,9,9,6,2,3,,
156,M. Mutavdzic,United Kingdom,17.06.2004,https://api.api-tennis.com/logo-tennis/156_m-mutavdzic.jpg,2023,singles,838,0,10,13,6,9,4,4,,
157,D. Semenistaja,Latvia,16.09.2002,,2022,doubles,290,2,23,16,11,6,12,9,,
157,D. Semenistaja,Latvia,16.09.2002,,2021,doubles,759,1,11,9,4,3,7,6,,
157,D. Semenistaja,Latvia,16.09.2002,,2020,doubles,809,2,11,6,11,6,,,,
157,D. Semenistaja,Latvia,16.09.2002,,2019,doubles,1122,0,1,3,1,1,0,1,0,1
157,D. Semenistaja,Latvia,16.09.2002,,2022,singles,248,3,35,22,11,10,24,11,,
157,D. Semenistaja,Latvia,16.09.2002,,2021,singles,549,7,37,4,16,2,21,2,,
157,D. Semenistaja,Latvia,16.09.2002,,2020,singles,1117,0,8,8,8,8,,,,
157,D. Semenistaja,Latvia,16.09.2002,,2019,singles,1286,0,0,3,0,1,0,1,0,1
157,D. Semenistaja,Latvia,16.09.2002,,2023,doubles,196,2,26,18,12,8,14,10,,
157,D. Semenistaja,Latvia,16.09.2002,,2023,singles,140,4,41,25,14,11,25,13,2,1
157,D. Semenistaja,Latvia,16.09.2002,,2024,doubles,154,3,16,8,12,3,2,4,,
157,D. Semenistaja,Latvia,16.09.2002,,2024,singles,118,2,26,18,17,8,7,7,,
158,M. Partaud,France,09.11.1994,https://api.api-tennis.com/logo-tennis/158_m-partaud.jpg,2022,doubles,305,0,20,23,5,10,15,13,,
158,M. Partaud,France,09.11.1994,https://api.api-tennis.com/logo-tennis/158_m-partaud.jpg,2021,doubles,331,0,11,17,0,4,11,13,,
158,M. Partaud,France,09.11.1994,https://api.api-tennis.com/logo-tennis/158_m-partaud.jpg,2020,doubles,432,2,11,2,8,1,3,1,,
158,M. Partaud,France,09.11.1994,https://api.api-tennis.com/logo-tennis/158_m-partaud.jpg,2017,doubles,469,0,0,1,,,0,1,,
158,M. Partaud,France,09.11.1994,https://api.api-tennis.com/logo-tennis/158_m-partaud.jpg,2016,doubles,470,0,0,1,,,0,1,,
158,M. Partaud,France,09.11.1994,https://api.api-tennis.com/logo-tennis/158_m-partaud.jpg,2012,doubles,,0,0,1,,,0,1,,
158,M. Partaud,France,09.11.1994,https://api.api-tennis.com/logo-tennis/158_m-partaud.jpg,2022,singles,419,0,16,26,5,12,11,14,,
158,M. Partaud,France,09.11.1994,https://api.api-tennis.com/logo-tennis/158_m-partaud.jpg,2021,singles,395,1,21,22,2,6,19,16,,
158,M. Partaud,France,09.11.1994,https://api.api-tennis.com/logo-tennis/158_m-partaud.jpg,2020,singles,506,0,9,8,4,5,5,3,,
158,M. Partaud,France,09.11.1994,https://api.api-tennis.com/logo-tennis/158_m-partaud.jpg,2019,singles,583,0,1,3,,,1,3,,
158,M. Partaud,France,09.11.1994,https://api.api-tennis.com/logo-tennis/158_m-partaud.jpg,2018,singles,417,0,1,5,0,1,1,4,,
158,M. Partaud,France,09.11.1994,https://api.api-tennis.com/logo-tennis/158_m-partaud.jpg,2017,singles,498,0,0,1,,,0,1,,
158,M. Partaud,France,09.11.1994,https://api.api-tennis.com/logo-tennis/158_m-partaud.jpg,2016,singles,625,0,0,1,,,0,1,,
158,M. Partaud,France,09.11.1994,https://api.api-tennis.com/logo-tennis/158_m-partaud.jpg,2013,singles,659,0,4,5,0,1,4,4,,
158,M. Partaud,France,09.11.1994,https://api.api-tennis.com/logo-tennis/158_m-partaud.jpg,2012,singles,844,1,7,6,0,1,7,5,,
158,M. Partaud,France,09.11.1994,https://api.api-tennis.com/logo-tennis/158_m-partaud.jpg,2023,doubles,412,0,14,19,5,6,9,12,,
