player_key,player_name,player_country,player_bday,player_logo,season,type,rank,titles,matches_won,matches_lost,hard_won,hard_lost,clay_won,clay_lost,grass_won,grass_lost
1023,Y. Y. Yang,Taiwan,30.05.2004,,2022,doubles,409,3,26,13,18,8,7,4,,
1023,Y. Y. Yang,Taiwan,30.05.2004,,2021,doubles,,0,3,6,2,4,1,2,,
1023,Y. Y. Yang,Taiwan,30.05.2004,,2020,doubles,,0,2,2,2,2,,,,
1023,Y. Y. Yang,Taiwan,30.05.2004,,2019,doubles,,0,0,1,0,1,,,,
1023,Y. Y. Yang,Taiwan,30.05.2004,,2022,singles,523,2,34,16,21,10,11,5,,
1023,Y. Y. Yang,Taiwan,30.05.2004,,2021,singles,,0,5,5,2,3,3,2,,
1023,Y. Y. Yang,Taiwan,30.05.2004,,2020,singles,893,0,2,5,1,5,,,,
1023,Y. Y. Yang,Taiwan,30.05.2004,,2019,singles,842,0,1,1,1,1,,,,
1023,Y. Y. Yang,Taiwan,30.05.2004,,2023,doubles,408,1,16,15,5,8,8,5,3,2
1023,Y. Y. Yang,Taiwan,30.05.2004,,2023,singles,210,4,36,16,21,9,13,5,2,2
1023,Y. Y. Yang,Taiwan,30.05.2004,,2024,doubles,557,0,0,4,0,3,,,,
1023,Y. Y. Yang,Taiwan,30.05.2004,,2024,singles,217,0,2,11,1,7,0,1,,
1055,K. Weedon,Guatemala,18.02.1989,,2022,doubles,853,0,14,12,11,8,3,2,,
1055,K. Weedon,Guatemala,18.02.1989,,2021,doubles,974,0,5,4,4,4,,,,
1055,K. Weedon,Guatemala,18.02.1989,,2020,doubles,790,0,0,1,0,1,,,,
1055,K. Weedon,Guatemala,18.02.1989,,2019,doubles,740,0,0,1,0,1,,,,
1055,K. Weedon,Guatemala,18.02.1989,,2018,doubles,,0,0,1,,,0,1,,
1055,K. Weedon,Guatemala,18.02.1989,,2017,doubles,849,0,0,0,,,0,0,,
1055,K. Weedon,Guatemala,18.02.1989,,2022,singles,1156,0,6,14,5,8,1,2,,
1055,K. Weedon,Guatemala,18.02.1989,,2021,singles,1034,0,5,4,3,4,,,,
1055,K. Weedon,Guatemala,18.02.1989,,2020,singles,757,0,0,1,0,1,,,,
1055,K. Weedon,Guatemala,18.02.1989,,2019,singles,730,0,3,1,3,1,,,,
1055,K. Weedon,Guatemala,18.02.1989,,2018,singles,,0,0,3,,,0,2,,
1055,K. Weedon,Guatemala,18.02.1989,,2017,singles,782,0,2,1,,,2,0,,
1055,K. Weedon,Guatemala,18.02.1989,,2023,singles,1318,0,0,6,0,1,,,,
1055,K. Weedon,Guatemala,18.02.1989,,2023,doubles,1103,0,2,3,1,2,,,,
1057,R. Safiullin,World,07.08.1997,https://api.api-tennis.com/logo-tennis/1057_r-safiullin.jpg,2022,doubles,323,0,6,3,4,2,2,1,,
1057,R. Safiullin,World,07.08.1997,https://api.api-tennis.com/logo-tennis/1057_r-safiullin.jpg,2021,doubles,377,0,5,6,5,4,0,2,,
1057,R. Safiullin,World,07.08.1997,https://api.api-tennis.com/logo-tennis/1057_r-safiullin.jpg,2020,doubles,306,1,5,4,5,4,,,,
1057,R. Safiullin,World,07.08.1997,https://api.api-tennis.com/logo-tennis/1057_r-safiullin.jpg,2019,doubles,607,0,2,9,2,5,0,4,,
1057,R. Safiullin,World,07.08.1997,https://api.api-tennis.com/logo-tennis/1057_r-safiullin.jpg,2018,doubles,390,0,4,4,4,3,0,1,,
1057,R. Safiullin,World,07.08.1997,https://api.api-tennis.com/logo-tennis/1057_r-safiullin.jpg,2017,doubles,1258,0,1,1,1,1,,,,
1057,R. Safiullin,World,07.08.1997,https://api.api-tennis.com/logo-tennis/1057_r-safiullin.jpg,2022,singles,88,2,37,18,30,15,6,2,1,1
1057,R. Safiullin,World,07.08.1997,https://api.api-tennis.com/logo-tennis/1057_r-safiullin.jpg,2021,singles,167,0,18,21,12,13,5,7,1,1
1057,R. Safiullin,World,07.08.1997,https://api.api-tennis.com/logo-tennis/1057_r-safiullin.jpg,2020,singles,182,1,21,12,19,7,2,5,,
1057,R. Safiullin,World,07.08.1997,https://api.api-tennis.com/logo-tennis/1057_r-safiullin.jpg,2019,singles,255,0,21,24,20,17,1,7,,
1057,R. Safiullin,World,07.08.1997,https://api.api-tennis.com/logo-tennis/1057_r-safiullin.jpg,2018,singles,332,0,7,11,6,10,1,1,,
1057,R. Safiullin,World,07.08.1997,https://api.api-tennis.com/logo-tennis/1057_r-safiullin.jpg,2017,singles,498,0,4,6,1,4,3,2,,
1057,R. Safiullin,World,07.08.1997,https://api.api-tennis.com/logo-tennis/1057_r-safiullin.jpg,2016,singles,334,0,0,2,0,1,0,1,,
1057,R. Safiullin,World,07.08.1997,https://api.api-tennis.com/logo-tennis/1057_r-safiullin.jpg,2015,singles,884,0,1,1,1,1,,,,
1057,R. Safiullin,World,07.08.1997,https://api.api-tennis.com/logo-tennis/1057_r-safiullin.jpg,2023,singles,39,1,41,25,24,17,8,4,9,4
1057,R. Safiullin,World,07.08.1997,https://api.api-tennis.com/logo-tennis/1057_r-safiullin.jpg,2023,doubles,419,0,2,2,2,2,0,0,,
1057,R. Safiullin,World,07.08.1997,https://api.api-tennis.com/logo-tennis/1057_r-safiullin.jpg,2024,doubles,335,0,2,4,2,2,0,2,,
1057,R. Safiullin,World,07.08.1997,https://api.api-tennis.com/logo-tennis/1057_r-safiullin.jpg,2024,singles,40,0,8,13,5,8,3,5,,
1059,C. Eubanks,USA,05.05.1996,https://api.api-tennis.com/logo-tennis/1059_c-eubanks.jpg,2021,doubles,259,1,9,5,9,5,,,,
1059,C. Eubanks,USA,05.05.1996,https://api.api-tennis.com/logo-tennis/1059_c-eubanks.jpg,2020,doubles,201,0,5,4,5,4,,,,
1059,C. Eubanks,USA,05.05.1996,https://api.api-tennis.com/logo-tennis/1059_c-eubanks.jpg,2019,doubles,284,1,8,7,8,7,,,,
1059,C. Eubanks,USA,05.05.1996,https://api.api-tennis.com/logo-tennis/1059_c-eubanks.jpg,2018,doubles,380,0,4,8,4,8,,,,
1059,C. Eubanks,USA,05.05.1996,https://api.api-tennis.com/logo-tennis/1059_c-eubanks.jpg,2017,doubles,240,1,5,4,5,4,,,,
1059,C. Eubanks,USA,05.05.1996,https://api.api-tennis.com/logo-tennis/1059_c-eubanks.jpg,2016,doubles,849,0,1,1,1,1,,,,
1059,C. Eubanks,USA,05.05.1996,https://api.api-tennis.com/logo-tennis/1059_c-eubanks.jpg,2015,doubles,599,0,2,1,2,1,,,,
1059,C. Eubanks,USA,05.05.1996,https://api.api-tennis.com/logo-tennis/1059_c-eubanks.jpg,2021,mixed_doubles,,0,2,5,,,,,,
1059,C. Eubanks,USA,05.05.1996,https://api.api-tennis.com/logo-tennis/1059_c-eubanks.jpg,2018,mixed_doubles,,0,1,1,1,1,,,,
1059,C. Eubanks,USA,05.05.1996,https://api.api-tennis.com/logo-tennis/1059_c-eubanks.jpg,2022,singles,123,0,43,26,38,22,1,2,4,2
1059,C. Eubanks,USA,05.05.1996,https://api.api-tennis.com/logo-tennis/1059_c-eubanks.jpg,2021,singles,160,2,30,21,30,18,0,1,0,2
1059,C. Eubanks,USA,05.05.1996,https://api.api-tennis.com/logo-tennis/1059_c-eubanks.jpg,2020,singles,235,0,13,8,12,7,1,1,,
1059,C. Eubanks,USA,05.05.1996,https://api.api-tennis.com/logo-tennis/1059_c-eubanks.jpg,2019,singles,228,0,27,29,21,23,3,3,3,3
1059,C. Eubanks,USA,05.05.1996,https://api.api-tennis.com/logo-tennis/1059_c-eubanks.jpg,2018,singles,170,1,32,24,31,20,0,2,1,2
1059,C. Eubanks,USA,05.05.1996,https://api.api-tennis.com/logo-tennis/1059_c-eubanks.jpg,2017,singles,347,1,16,10,16,9,,,0,1
1059,C. Eubanks,USA,05.05.1996,https://api.api-tennis.com/logo-tennis/1059_c-eubanks.jpg,2016,singles,649,0,5,6,5,6,,,,
1059,C. Eubanks,USA,05.05.1996,https://api.api-tennis.com/logo-tennis/1059_c-eubanks.jpg,2015,singles,,0,0,1,0,1,,,,
1059,C. Eubanks,USA,05.05.1996,https://api.api-tennis.com/logo-tennis/1059_c-eubanks.jpg,2013,singles,,0,0,1,0,1,,,,
1059,C. Eubanks,USA,05.05.1996,https://api.api-tennis.com/logo-tennis/1059_c-eubanks.jpg,2012,singles,,0,0,1,0,1,,,,
1059,C. Eubanks,USA,05.05.1996,https://api.api-tennis.com/logo-tennis/1059_c-eubanks.jpg,2022,doubles,298,0,5,6,5,6,,,,
1059,C. Eubanks,USA,05.05.1996,https://api.api-tennis.com/logo-tennis/1059_c-eubanks.jpg,2022,mixed_doubles,,0,0,1,0,1,,,,
1059,C. Eubanks,USA,05.05.1996,https://api.api-tennis.com/logo-tennis/1059_c-eubanks.jpg,2023,singles,34,1,39,26,24,20,1,2,14,4
1059,C. Eubanks,USA,05.05.1996,https://api.api-tennis.com/logo-tennis/1059_c-eubanks.jpg,2023,doubles,345,0,2,9,2,6,0,1,0,2
1059,C. Eubanks,USA,05.05.1996,https://api.api-tennis.com/logo-tennis/1059_c-eubanks.jpg,2024,doubles,194,0,2,5,1,3,1,2,0,0
1059,C. Eubanks,USA,05.05.1996,https://api.api-tennis.com/logo-tennis/1059_c-eubanks.jpg,2024,singles,45,0,4,13,3,7,0,6,0,0
1062,Wu Tung-Lin,Taiwan,12.05.1998,https://api.api-tennis.com/logo-tennis/1062_wu-tung-lin.jpg,2022,doubles,254,1,16,9,12,8,3,1,,
1062,Wu Tung-Lin,Taiwan,12.05.1998,https://api.api-tennis.com/logo-tennis/1062_wu-tung-lin.jpg,2021,doubles,701,0,3,9,2,5,1,4,,
1062,Wu Tung-Lin,Taiwan,12.05.1998,https://api.api-tennis.com/logo-tennis/1062_wu-tung-lin.jpg,2020,doubles,575,0,0,1,0,1,,,,
1062,Wu Tung-Lin,Taiwan,12.05.1998,https://api.api-tennis.com/logo-tennis/1062_wu-tung-lin.jpg,2019,doubles,604,0,3,7,3,7,0,0,,
1062,Wu Tung-Lin,Taiwan,12.05.1998,https://api.api-tennis.com/logo-tennis/1062_wu-tung-lin.jpg,2018,doubles,371,1,4,1,4,1,,,,
1062,Wu Tung-Lin,Taiwan,12.05.1998,https://api.api-tennis.com/logo-tennis/1062_wu-tung-lin.jpg,2017,doubles,1008,0,1,2,1,2,,,,
1062,Wu Tung-Lin,Taiwan,12.05.1998,https://api.api-tennis.com/logo-tennis/1062_wu-tung-lin.jpg,2016,doubles,1049,0,2,5,1,3,0,1,1,1
1062,Wu Tung-Lin,Taiwan,12.05.1998,https://api.api-tennis.com/logo-tennis/1062_wu-tung-lin.jpg,2015,doubles,1091,0,1,2,1,2,,,,
1062,Wu Tung-Lin,Taiwan,12.05.1998,https://api.api-tennis.com/logo-tennis/1062_wu-tung-lin.jpg,2014,doubles,1053,0,1,1,1,1,,,,
1062,Wu Tung-Lin,Taiwan,12.05.1998,https://api.api-tennis.com/logo-tennis/1062_wu-tung-lin.jpg,2022,singles,184,2,35,25,26,20,6,3,0,2
1062,Wu Tung-Lin,Taiwan,12.05.1998,https://api.api-tennis.com/logo-tennis/1062_wu-tung-lin.jpg,2021,singles,270,0,20,27,18,19,2,8,,
1062,Wu Tung-Lin,Taiwan,12.05.1998,https://api.api-tennis.com/logo-tennis/1062_wu-tung-lin.jpg,2020,singles,244,0,4,6,4,6,,,,
1062,Wu Tung-Lin,Taiwan,12.05.1998,https://api.api-tennis.com/logo-tennis/1062_wu-tung-lin.jpg,2019,singles,235,0,29,21,19,14,10,7,,
1062,Wu Tung-Lin,Taiwan,12.05.1998,https://api.api-tennis.com/logo-tennis/1062_wu-tung-lin.jpg,2018,singles,365,0,5,8,4,7,1,1,,
1062,Wu Tung-Lin,Taiwan,12.05.1998,https://api.api-tennis.com/logo-tennis/1062_wu-tung-lin.jpg,2017,singles,530,0,1,3,1,3,,,,
1062,Wu Tung-Lin,Taiwan,12.05.1998,https://api.api-tennis.com/logo-tennis/1062_wu-tung-lin.jpg,2016,singles,910,0,2,5,1,3,0,1,1,1
1062,Wu Tung-Lin,Taiwan,12.05.1998,https://api.api-tennis.com/logo-tennis/1062_wu-tung-lin.jpg,2023,singles,204,0,29,28,24,22,4,4,1,1
1062,Wu Tung-Lin,Taiwan,12.05.1998,https://api.api-tennis.com/logo-tennis/1062_wu-tung-lin.jpg,2023,doubles,1026,0,2,3,2,2,0,1,,
1062,Wu Tung-Lin,Taiwan,12.05.1998,https://api.api-tennis.com/logo-tennis/1062_wu-tung-lin.jpg,2024,singles,273,0,12,14,12,13,,,,
1062,Wu Tung-Lin,Taiwan,12.05.1998,https://api.api-tennis.com/logo-tennis/1062_wu-tung-lin.jpg,2024,doubles,900,0,2,5,2,5,,,,
1064,Z. Bergs,Belgium,03.06.1999,https://api.api-tennis.com/logo-tennis/1064_z-bergs.jpg,2022,doubles,998,0,2,6,2,5,0,1,,
1064,Z. Bergs,Belgium,03.06.1999,https://api.api-tennis.com/logo-tennis/1064_z-bergs.jpg,2021,doubles,507,0,8,6,6,4,2,2,,
1064,Z. Bergs,Belgium,03.06.1999,https://api.api-tennis.com/logo-tennis/1064_z-bergs.jpg,2020,doubles,723,0,3,4,3,4,,,,
1064,Z. Bergs,Belgium,03.06.1999,https://api.api-tennis.com/logo-tennis/1064_z-bergs.jpg,2017,doubles,1138,0,4,4,3,2,1,1,0,1
1064,Z. Bergs,Belgium,03.06.1999,https://api.api-tennis.com/logo-tennis/1064_z-bergs.jpg,2016,doubles,,0,3,1,3,1,,,,
1064,Z. Bergs,Belgium,03.06.1999,https://api.api-tennis.com/logo-tennis/1064_z-bergs.jpg,2022,singles,129,1,39,30,24,19,7,7,8,2
1064,Z. Bergs,Belgium,03.06.1999,https://api.api-tennis.com/logo-tennis/1064_z-bergs.jpg,2021,singles,192,3,38,21,23,11,15,9,,
1064,Z. Bergs,Belgium,03.06.1999,https://api.api-tennis.com/logo-tennis/1064_z-bergs.jpg,2020,singles,437,1,18,6,18,6,,,,
1064,Z. Bergs,Belgium,03.06.1999,https://api.api-tennis.com/logo-tennis/1064_z-bergs.jpg,2019,singles,558,0,6,8,5,4,1,4,,
1064,Z. Bergs,Belgium,03.06.1999,https://api.api-tennis.com/logo-tennis/1064_z-bergs.jpg,2018,singles,418,0,7,9,4,4,3,5,,
1064,Z. Bergs,Belgium,03.06.1999,https://api.api-tennis.com/logo-tennis/1064_z-bergs.jpg,2017,singles,961,0,0,5,0,3,0,1,0,1
1064,Z. Bergs,Belgium,03.06.1999,https://api.api-tennis.com/logo-tennis/1064_z-bergs.jpg,2016,singles,1759,0,1,3,1,3,,,,
1064,Z. Bergs,Belgium,03.06.1999,https://api.api-tennis.com/logo-tennis/1064_z-bergs.jpg,2023,singles,129,3,38,27,16,16,16,7,5,3
1064,Z. Bergs,Belgium,03.06.1999,https://api.api-tennis.com/logo-tennis/1064_z-bergs.jpg,2023,doubles,269,1,10,6,7,1,1,3,2,2
1064,Z. Bergs,Belgium,03.06.1999,https://api.api-tennis.com/logo-tennis/1064_z-bergs.jpg,2024,doubles,474,0,0,1,0,1,,,0,0
1064,Z. Bergs,Belgium,03.06.1999,https://api.api-tennis.com/logo-tennis/1064_z-bergs.jpg,2024,singles,81,1,28,14,8,8,17,5,1,1
1066,L. van Assche,France,11.05.2004,https://api.api-tennis.com/logo-tennis/1066_l-van-assche.jpg,2022,doubles,363,1,12,6,1,1,11,5,,
1066,L. van Assche,France,11.05.2004,https://api.api-tennis.com/logo-tennis/1066_l-van-assche.jpg,2021,doubles,1440,0,3,7,2,3,1,3,0,1
1066,L. van Assche,France,11.05.2004,https://api.api-tennis.com/logo-tennis/1066_l-van-assche.jpg,2020,doubles,,0,1,3,0,2,1,1,,
1066,L. van Assche,France,11.05.2004,https://api.api-tennis.com/logo-tennis/1066_l-van-assche.jpg,2022,singles,139,2,55,31,15,11,40,20,,
1066,L. van Assche,France,11.05.2004,https://api.api-tennis.com/logo-tennis/1066_l-van-assche.jpg,2021,singles,502,1,27,23,16,15,11,7,0,1
1066,L. van Assche,France,11.05.2004,https://api.api-tennis.com/logo-tennis/1066_l-van-assche.jpg,2020,singles,1519,0,2,5,1,2,1,3,,
1066,L. van Assche,France,11.05.2004,https://api.api-tennis.com/logo-tennis/1066_l-van-assche.jpg,2019,singles,,0,0,1,,,0,1,,
1066,L. van Assche,France,11.05.2004,https://api.api-tennis.com/logo-tennis/1066_l-van-assche.jpg,2023,doubles,494,0,2,7,1,4,0,1,1,2
1066,L. van Assche,France,11.05.2004,https://api.api-tennis.com/logo-tennis/1066_l-van-assche.jpg,2023,singles,90,2,34,30,16,16,15,11,3,3
1066,L. van Assche,France,11.05.2004,https://api.api-tennis.com/logo-tennis/1066_l-van-assche.jpg,2024,singles,103,0,13,16,10,11,2,5,,
1066,L. van Assche,France,11.05.2004,https://api.api-tennis.com/logo-tennis/1066_l-van-assche.jpg,2024,doubles,576,0,0,1,,,0,1,,
1068,A. Escoffier,France,29.02.1992,https://api.api-tennis.com/logo-tennis/1068_a-escoffier.jpg,2022,doubles,477,0,5,4,5,4,,,,
1068,A. Escoffier,France,29.02.1992,https://api.api-tennis.com/logo-tennis/1068_a-escoffier.jpg,2021,doubles,681,1,12,7,8,7,4,0,,
1068,A. Escoffier,France,29.02.1992,https://api.api-tennis.com/logo-tennis/1068_a-escoffier.jpg,2020,doubles,519,0,2,4,2,4,,,,
1068,A. Escoffier,France,29.02.1992,https://api.api-tennis.com/logo-tennis/1068_a-escoffier.jpg,2019,doubles,418,0,2,3,2,3,,,,
1068,A. Escoffier,France,29.02.1992,https://api.api-tennis.com/logo-tennis/1068_a-escoffier.jpg,2018,doubles,644,0,1,7,1,6,0,1,,
1068,A. Escoffier,France,29.02.1992,https://api.api-tennis.com/logo-tennis/1068_a-escoffier.jpg,2017,doubles,636,0,0,1,0,1,,,,
1068,A. Escoffier,France,29.02.1992,https://api.api-tennis.com/logo-tennis/1068_a-escoffier.jpg,2012,doubles,830,0,1,4,1,4,,,,
1068,A. Escoffier,France,29.02.1992,https://api.api-tennis.com/logo-tennis/1068_a-escoffier.jpg,2011,doubles,764,0,2,1,,,,,,
1068,A. Escoffier,France,29.02.1992,https://api.api-tennis.com/logo-tennis/1068_a-escoffier.jpg,2022,singles,205,1,44,33,43,29,0,2,1,2
1068,A. Escoffier,France,29.02.1992,https://api.api-tennis.com/logo-tennis/1068_a-escoffier.jpg,2021,singles,315,3,54,26,43,18,11,8,,
1068,A. Escoffier,France,29.02.1992,https://api.api-tennis.com/logo-tennis/1068_a-escoffier.jpg,2020,singles,390,1,16,6,16,6,,,,
1068,A. Escoffier,France,29.02.1992,https://api.api-tennis.com/logo-tennis/1068_a-escoffier.jpg,2019,singles,370,1,22,18,20,12,2,6,,
1068,A. Escoffier,France,29.02.1992,https://api.api-tennis.com/logo-tennis/1068_a-escoffier.jpg,2018,singles,355,0,8,11,4,7,4,4,,
1068,A. Escoffier,France,29.02.1992,https://api.api-tennis.com/logo-tennis/1068_a-escoffier.jpg,2017,singles,386,0,5,5,5,5,,,,
1068,A. Escoffier,France,29.02.1992,https://api.api-tennis.com/logo-tennis/1068_a-escoffier.jpg,2016,singles,506,1,11,6,11,6,,,,
1068,A. Escoffier,France,29.02.1992,https://api.api-tennis.com/logo-tennis/1068_a-escoffier.jpg,2015,singles,476,0,2,3,2,2,0,1,,
1068,A. Escoffier,France,29.02.1992,https://api.api-tennis.com/logo-tennis/1068_a-escoffier.jpg,2014,singles,686,0,8,5,8,5,,,,
1068,A. Escoffier,France,29.02.1992,https://api.api-tennis.com/logo-tennis/1068_a-escoffier.jpg,2013,singles,1900,0,1,1,1,1,,,,
1068,A. Escoffier,France,29.02.1992,https://api.api-tennis.com/logo-tennis/1068_a-escoffier.jpg,2012,singles,472,0,33,24,33,23,0,1,,
1068,A. Escoffier,France,29.02.1992,https://api.api-tennis.com/logo-tennis/1068_a-escoffier.jpg,2011,singles,918,0,0,2,0,2,,,,
1068,A. Escoffier,France,29.02.1992,https://api.api-tennis.com/logo-tennis/1068_a-escoffier.jpg,2023,singles,159,0,40,30,38,26,1,2,1,2
1068,A. Escoffier,France,29.02.1992,https://api.api-tennis.com/logo-tennis/1068_a-escoffier.jpg,2023,doubles,311,1,9,9,9,9,,,,
1068,A. Escoffier,France,29.02.1992,https://api.api-tennis.com/logo-tennis/1068_a-escoffier.jpg,2024,doubles,221,0,11,8,11,8,,,,
1068,A. Escoffier,France,29.02.1992,https://api.api-tennis.com/logo-tennis/1068_a-escoffier.jpg,2024,singles,252,1,15,18,15,17,0,1,,
1070,M. Marterer,Germany,15.06.1995,https://api.api-tennis.com/logo-tennis/1070_m-marterer.jpg,2022,doubles,473,0,6,6,5,4,1,2,,
1070,M. Marterer,Germany,15.06.1995,https://api.api-tennis.com/logo-tennis/1070_m-marterer.jpg,2021,doubles,667,0,4,4,1,3,3,1,,
1070,M. Marterer,Germany,15.06.1995,https://api.api-tennis.com/logo-tennis/1070_m-marterer.jpg,2020,doubles,886,0,2,2,0,1,2,1,,
1070,M. Marterer,Germany,15.06.1995,https://api.api-tennis.com/logo-tennis/1070_m-marterer.jpg,2019,doubles,452,0,2,5,0,1,2,4,,
1070,M. Marterer,Germany,15.06.1995,https://api.api-tennis.com/logo-tennis/1070_m-marterer.jpg,2018,doubles,286,0,4,10,1,4,3,4,0,2
1070,M. Marterer,Germany,15.06.1995,https://api.api-tennis.com/logo-tennis/1070_m-marterer.jpg,2017,doubles,611,0,4,7,3,3,1,4,,
1070,M. Marterer,Germany,15.06.1995,https://api.api-tennis.com/logo-tennis/1070_m-marterer.jpg,2016,doubles,482,1,5,4,1,2,4,2,,
1070,M. Marterer,Germany,15.06.1995,https://api.api-tennis.com/logo-tennis/1070_m-marterer.jpg,2015,doubles,366,1,7,5,0,2,7,3,,
1070,M. Marterer,Germany,15.06.1995,https://api.api-tennis.com/logo-tennis/1070_m-marterer.jpg,2014,doubles,670,0,0,2,0,1,0,1,,
1070,M. Marterer,Germany,15.06.1995,https://api.api-tennis.com/logo-tennis/1070_m-marterer.jpg,2013,doubles,1086,0,1,2,1,1,0,1,,
1070,M. Marterer,Germany,15.06.1995,https://api.api-tennis.com/logo-tennis/1070_m-marterer.jpg,2012,doubles,,0,0,1,0,1,,,,
1070,M. Marterer,Germany,15.06.1995,https://api.api-tennis.com/logo-tennis/1070_m-marterer.jpg,2022,singles,159,0,39,28,18,12,17,15,4,1
1070,M. Marterer,Germany,15.06.1995,https://api.api-tennis.com/logo-tennis/1070_m-marterer.jpg,2021,singles,229,0,29,28,14,11,15,16,0,1
1070,M. Marterer,Germany,15.06.1995,https://api.api-tennis.com/logo-tennis/1070_m-marterer.jpg,2020,singles,209,1,19,14,10,8,9,6,,
1070,M. Marterer,Germany,15.06.1995,https://api.api-tennis.com/logo-tennis/1070_m-marterer.jpg,2019,singles,239,0,12,13,8,4,4,9,,
1070,M. Marterer,Germany,15.06.1995,https://api.api-tennis.com/logo-tennis/1070_m-marterer.jpg,2018,singles,74,1,24,27,12,15,11,9,1,3
1070,M. Marterer,Germany,15.06.1995,https://api.api-tennis.com/logo-tennis/1070_m-marterer.jpg,2017,singles,90,3,55,27,33,13,20,11,2,3
1070,M. Marterer,Germany,15.06.1995,https://api.api-tennis.com/logo-tennis/1070_m-marterer.jpg,2016,singles,176,3,30,14,8,6,22,8,,
1070,M. Marterer,Germany,15.06.1995,https://api.api-tennis.com/logo-tennis/1070_m-marterer.jpg,2015,singles,264,4,39,17,23,7,16,9,0,1
1070,M. Marterer,Germany,15.06.1995,https://api.api-tennis.com/logo-tennis/1070_m-marterer.jpg,2014,singles,463,0,15,14,8,7,7,7,,
1070,M. Marterer,Germany,15.06.1995,https://api.api-tennis.com/logo-tennis/1070_m-marterer.jpg,2013,singles,894,0,7,8,6,3,0,4,1,1
1070,M. Marterer,Germany,15.06.1995,https://api.api-tennis.com/logo-tennis/1070_m-marterer.jpg,2012,singles,1226,0,4,4,4,3,0,1,,
1070,M. Marterer,Germany,15.06.1995,https://api.api-tennis.com/logo-tennis/1070_m-marterer.jpg,2011,singles,,0,0,1,,,0,1,,
1070,M. Marterer,Germany,15.06.1995,https://api.api-tennis.com/logo-tennis/1070_m-marterer.jpg,2023,singles,91,2,46,27,28,15,12,10,5,2
1070,M. Marterer,Germany,15.06.1995,https://api.api-tennis.com/logo-tennis/1070_m-marterer.jpg,2023,doubles,724,0,2,2,1,1,1,1,,
1070,M. Marterer,Germany,15.06.1995,https://api.api-tennis.com/logo-tennis/1070_m-marterer.jpg,2024,doubles,983,0,0,0,0,0,0,0,,
1070,M. Marterer,Germany,15.06.1995,https://api.api-tennis.com/logo-tennis/1070_m-marterer.jpg,2024,singles,101,0,7,15,3,8,4,7,,
1072,R. Peniston,United Kingdom,10.11.1995,https://api.api-tennis.com/logo-tennis/1072_r-peniston.jpg,2022,doubles,580,0,5,8,1,3,3,2,1,3
1072,R. Peniston,United Kingdom,10.11.1995,https://api.api-tennis.com/logo-tennis/1072_r-peniston.jpg,2021,doubles,520,0,3,8,1,4,1,1,1,3
1072,R. Peniston,United Kingdom,10.11.1995,https://api.api-tennis.com/logo-tennis/1072_r-peniston.jpg,2020,doubles,615,0,12,8,12,8,,,,
1072,R. Peniston,United Kingdom,10.11.1995,https://api.api-tennis.com/logo-tennis/1072_r-peniston.jpg,2019,doubles,841,0,0,1,,,,,0,1
1072,R. Peniston,United Kingdom,10.11.1995,https://api.api-tennis.com/logo-tennis/1072_r-peniston.jpg,,mixed_doubles,,,,,,,,,,
1072,R. Peniston,United Kingdom,10.11.1995,https://api.api-tennis.com/logo-tennis/1072_r-peniston.jpg,1,mixed_doubles,1,1,1,1,1,1,1,1,1,1
1072,R. Peniston,United Kingdom,10.11.1995,https://api.api-tennis.com/logo-tennis/1072_r-peniston.jpg,0,mixed_doubles,0,0,0,0,0,0,0,0,0,0
1072,R. Peniston,United Kingdom,10.11.1995,https://api.api-tennis.com/logo-tennis/1072_r-peniston.jpg,2,mixed_doubles,2,2,2,2,2,2,2,2,2,2
1072,R. Peniston,United Kingdom,10.11.1995,https://api.api-tennis.com/logo-tennis/1072_r-peniston.jpg,2022,singles,167,0,31,26,17,17,5,4,9,5
1072,R. Peniston,United Kingdom,10.11.1995,https://api.api-tennis.com/logo-tennis/1072_r-peniston.jpg,2021,singles,268,2,46,22,33,15,12,4,1,3
1072,R. Peniston,United Kingdom,10.11.1995,https://api.api-tennis.com/logo-tennis/1072_r-peniston.jpg,2020,singles,378,0,14,12,14,12,,,,
1072,R. Peniston,United Kingdom,10.11.1995,https://api.api-tennis.com/logo-tennis/1072_r-peniston.jpg,2019,singles,389,0,20,22,18,18,,,2,4
1072,R. Peniston,United Kingdom,10.11.1995,https://api.api-tennis.com/logo-tennis/1072_r-peniston.jpg,2018,singles,676,0,26,14,25,12,1,2,,
1072,R. Peniston,United Kingdom,10.11.1995,https://api.api-tennis.com/logo-tennis/1072_r-peniston.jpg,2017,singles,944,0,4,7,4,7,,,,
1072,R. Peniston,United Kingdom,10.11.1995,https://api.api-tennis.com/logo-tennis/1072_r-peniston.jpg,2015,singles,1637,0,2,4,,,2,2,0,2
1072,R. Peniston,United Kingdom,10.11.1995,https://api.api-tennis.com/logo-tennis/1072_r-peniston.jpg,2014,singles,2144,0,1,7,0,1,0,3,1,3
1072,R. Peniston,United Kingdom,10.11.1995,https://api.api-tennis.com/logo-tennis/1072_r-peniston.jpg,2013,singles,1985,0,0,3,0,3,,,,
1072,R. Peniston,United Kingdom,10.11.1995,https://api.api-tennis.com/logo-tennis/1072_r-peniston.jpg,2023,singles,179,1,31,29,27,16,1,8,3,5
