event_key,score_first,score_second,score_set
5614747,1,6,1
5614747,4,6,2
5614748,7.7,6.2,1
5614748,6,3,2
5614749,6,3,1
5614749,3,6,2
5614749,7.7,6.5,3
5614750,3,6,1
5614750,5,7,2
4544428,3,6,1
4544428,4,6,2
3440571,6.2,7.7,1
3440571,6,3,2
3440571,1,6,3
3440572,6,4,1
3440572,6,4,2
3440573,6,3,1
3440573,6,3,2
5669313,2,6,1
5669313,4,6,2
5669314,6,2,1
5669314,6,4,2
5669315,7.7,6.3,1
5669315,6.6,7.8,2
5669315,1,6,3
5669316,6,2,1
5669316,6,3,2
5669317,3,6,1
5669317,2,6,2
5669318,7.7,6.5,1
5669318,6,3,2
5669319,6,3,1
5669319,6,4,2
4701949,3,6,1
4701949,6,4,2
4701949,3,6,3
4701950,6.4,7.7,1
4701950,6.5,7.7,2
5644337,3,6,1
5644337,2,6,2
5644338,7.7,6.3,1
5644338,4,6,2
5644338,3,6,3
5644339,4,6,1
5644339,6,4,2
5644339,6,2,3
5644340,6,1,1
5644340,7.7,6.2,3
5614712,6,4,1
5614712,7.7,6.3,2
5614713,6.4,7.7,1
5614713,6,2,2
5614713,6,4,3
5614714,3,6,1
5614714,6.5,7.7,2
5614715,6.4,7.7,1
5614715,6,3,2
5614715,7,5,3
5614716,6,3,1
5614716,6,3,2
5669285,6,4,1
5669285,4,6,2
5669285,5,7,3
5669286,6,3,1
5669287,4,6,1
5669287,6,3,2
5669287,4,6,3
5644305,4,6,1
5644305,5,1,2
5644306,6,3,1
5644306,6,4,2
5644307,6,2,1
5644307,4,6,3
5644308,6.3,7.7,1
5644309,7.7,6.5,1
5644309,6,2,2
5644310,6,3,1
5644310,6,2,2
5644312,3,6,1
5644312,7.9,6.7,2
5644312,6,2,3
5644313,6.7,7.9,1
5644313,6.4,7.7,2
5614728,5,7,1
5614728,2,6,2
5614729,6,3,1
5614729,6,2,2
5614730,6,4,1
5614730,7.9,6.7,2
5614731,6,4,1
5614731,3,6,3
5614732,4,6,1
5614732,6.7,7.9,2
5614733,6,3,1
5614733,7.7,6.2,2
5614734,6,2,1
5614734,6,4,2
5614735,4,6,1
5614735,3,6,2
5669295,4,6,1
5669295,4,6,2
5669296,1,6,1
5669296,3,6,2
5669297,6,3,1
5669297,6,3,2
5669298,6,2,1
5669298,6,2,2
5669299,3,6,1
5669299,6,4,2
5669299,6,1,3
5644314,6.2,7.7,1
5644314,6,3,2
5644314,6,4,3
5644315,6,1,1
5644315,6,2,2
5644316,6.6,7.8,1
5644316,6,2,2
5644316,5,7,3
5644317,7.9,6.7,1
5644317,4,6,2
5644317,6.4,7.7,3
5644318,6,3,2
5644319,3,6,1
5644319,6,4,2
5644319,6,2,3
5644321,1,6,1
5614736,6,2,1
5614736,3,6,2
5614736,1,6,3
5614737,6,3,1
5614737,6,3,2
5614738,4,6,1
5614738,6.4,7.7,2
5614739,6.4,7.7,1
5614739,3,6,2
5669300,2,6,1
5669300,6.4,7.7,2
5669301,6,4,1
5669301,5,7,2
5669301,7,5,3
5669302,1,6,1
5669302,3,6,2
5669303,2,6,1
5644322,6,2,1
5644322,6,3,2
5644323,3,6,1
5644323,4,6,2
5644324,7.7,6.5,2
5644325,6,1,1
5614740,6,3,1
5614740,5,7,2
5614740,6.5,7.7,3
5614741,6.7,7.9,1
5614741,7.7,6.2,2
5614741,7.7,6.3,3
5669304,3,6,1
5669304,3,6,2
5669305,7,5,1
5669305,3,6,2
5669305,6,4,3
5669306,5,7,1
5669306,2,6,2
5669307,6,2,1
5669307,6,2,2
5644326,4,6,1
5644326,4,6,2
5644327,3,6,1
5644327,3,6,2
5614742,3,6,1
5614742,4,6,2
5669308,6,1,1
5669308,6,4,2
5669309,6,4,1
5669309,4,6,2
5669309,6,2,3
5669310,7,5,1
5669310,4,6,2
5669310,4,6,3
5644328,6,4,1
5644328,6,4,2
5669311,4,6,1
5669311,6,4,2
5669311,6,4,3
6859224,6,1,1
6859224,3,6,2
6859224,6,4,3
6859225,4,5,1
6859226,6,2,1
6859226,6,4,2
6859227,6.4,7.7,1
6859227,4,6,2
6859228,6,4,1
6859228,7,5,2
6859229,6,3,1
6859229,6,4,2
6859230,2,6,1
6859230,2,6,2
6859231,6,1,1
6859231,6,4,2
6859232,6,2,1
6859232,4,6,2
6859232,4,6,3
6859233,1,6,1
6859233,2,6,2
6859234,6,4,1
6859234,4,6,2
6859234,4,6,3
6859264,6,2,1
6859264,3,6,2
6859264,4,6,3
6859265,7.7,6.5,1
6859265,5,7,3
6859266,3,6,1
6859266,5,7,2
6859267,6,1,1
6859267,6,4,2
6859268,1,6,1
6859268,1,6,2
6859257,6.7,7.9,1
6859258,6,4,1
6859258,6,2,2
6859259,7.7,6.3,1
6859259,6.8,7.10,2
6859259,6.5,7.7,3
6859260,7.13,6.11,1
6859260,7,5,2
6859261,7,5,1
6859261,4,6,2
6859261,6,1,3
6859262,3,6,1
6859262,6,3,2
6859262,6,3,3
6859263,6,3,1
6859263,7,5,2
6859283,4,6,1
6859283,4,6,2
6859284,3,6,1
6859284,2,6,2
6859285,7.8,6.6,1
6859285,6,4,2
6859286,6,3,1
6859286,7.7,6.4,2
6859287,6,3,1
6859287,7.7,6.3,2
6859288,6,1,1
6859288,7,5,2
6859289,4,6,1
6859289,2,6,2
6859290,7.7,6.3,1
6859290,2,6,2
6859290,4,6,3
6859291,2,6,1
6859291,6.4,7.7,2
6859292,3,6,1
6859292,7.7,6.3,2
6859292,6.5,7.7,3
6859293,6,3,1
6859293,6,2,2
6859294,2,6,1
6859295,6,3,1
6859295,6,3,2
6859296,6,2,1
6859296,1,6,2
6859296,7.7,6.3,3
6859297,6,1,1
6859297,6,4,2
6859298,6,3,1
6859298,6,3,2
6859299,6.5,7.7,1
6859299,2,6,2
6859300,3,6,1
6859300,4,6,2
6859301,6,4,1
6859301,4,6,2
6859301,2,6,3
6859302,6,3,1
6859302,6,4,2
6859303,6,3,1
6859303,6,3,2
6859304,6.5,7.7,1
6859304,6,3,2
6859304,6.5,7.7,3
6859307,2,6,1
6859307,2,6,2
6859308,7,5,1
6859308,6,4,2
6859309,6.6,7.8,1
6859309,6.2,7.7,2
6859310,6.5,7.7,1
6859310,4,6,2
6859311,7.9,6.7,1
6859311,3,6,2
6859311,6.6,7.8,3
6859312,7.11,6.9,1
6859312,6,3,2
6859313,7.7,6.4,1
6859313,6.4,7.7,2
6859313,6,3,3
6859314,1,6,1
6859314,1,6,2
6859315,3,6,1
6859315,6,3,2
6859315,3,6,3
6859316,5,7,1
6859316,6,3,2
6859316,6,3,3
6859317,3,6,1
6859317,6,4,2
6859317,3,6,3
6859318,6,3,1
6859318,4,6,2
6859318,6,4,3
6859319,4,6,1
6859319,4,6,2
6859320,7.7,6.4,1
6859320,6,3,2
6859321,6.3,7.7,1
6859321,2,6,2
6859322,6,4,1
6859322,4,6,2
6859322,6.4,7.7,3
6859323,6,2,1
6859323,4,6,2
6859323,7.7,6.2,3
6859324,6,4,1
6859324,3,6,2
6859324,1,6,3
6859325,6,2,1
6859326,7,5,1
6859326,6,3,2
6859327,6.4,7.7,1
6859327,6,4,2
6859327,6,4,3
6859337,6.7,7.9,1
6859337,3,6,2
6859338,3,6,1
6859338,4,6,2
6859339,6,3,1
6859339,6,4,2
6859340,3,6,1
6859340,6,4,2
6859340,7.7,6.5,3
6859341,3,6,1
6859341,7.7,6.5,2
6859341,4,6,3
6859343,7.7,6.3,1
6859343,7.7,6.5,2
6859344,3,6,1
6859344,6.6,7.8,2
6859345,7.7,6.5,1
6859345,6,4,2
6859346,5,7,1
6859346,1,6,2
6859347,6,2,1
6859347,6,4,2
6859348,7.7,6.0,1
6859348,5,7,2
6859348,6,4,3
6859352,7,5,1
6859352,6,4,2
6859353,4,6,1
6859353,6,4,2
6859353,3,6,3
9204960,5,7,1
9204960,6,4,2
9204960,3,6,3
9204961,2,6,1
9204961,1,6,2
9204962,1,6,1
9204962,5,7,2
9204963,5,7,1
9204963,1,6,2
9204964,6,3,1
9204964,7,5,2
9204965,6.8,7.10,1
9204965,6,4,2
9204965,6,4,3
9204966,7.10,6.8,1
9204966,1,6,2
9204966,6,4,3
9204967,6,4,1
9204967,6,2,2
9204968,2,6,1
9204968,3,6,2
9204969,6,4,1
9204969,7,5,2
9204970,3,6,1
9204970,4,6,2
9204971,7.7,6.3,1
9204971,5,7,2
9204971,4,6,3
9204972,6,3,1
9204972,6,4,2
9204973,3,6,1
9204973,2,6,2
9204974,7.7,6.3,1
9204974,6,3,2
9204975,6,4,1
9204975,6,2,2
9204976,3,6,1
9204976,6,3,2
9204976,3,6,3
9204977,6,3,1
9204977,6,3,2
9204978,2,6,1
9204978,7.7,6.2,2
9204978,1,6,3
9204979,6,1,1
9204979,6,1,2
9204980,6,3,1
9204981,3,6,1
9204981,6,2,2
9204981,6,3,3
9204982,4,6,1
9204982,4,6,2
9204983,5,7,1
9204983,6.5,7.7,2
9204984,7.7,6.1,1
9204984,4,6,2
9204984,4,6,3
9204985,4,6,1
9204985,3,6,2
9204986,6,3,1
9204986,6,4,2
9204987,6,4,1
9204987,6,4,2
9204988,2,6,1
9204988,6.6,7.8,2
9204992,7.7,6.1,1
9204992,2,6,2
9204992,6.5,7.7,3
9204993,7.9,6.7,1
9204993,3,6,2
9204993,6,3,3
9204994,6.5,7.7,1
9204994,4,6,2
9204995,6,3,1
9204995,6,2,2
9204996,4,6,1
9204996,6,3,2
9204996,3,6,3
9204997,6.5,7.7,1
9204997,4,6,2
9204998,4,6,1
9204998,6,3,2
9204998,6.8,7.10,3
9204999,6,4,1
9204999,6.3,7.7,2
9204999,4,6,3
9205000,3,6,1
9205001,1,6,1
9205001,1,3,2
9205002,3,6,1
9205002,7.7,6.5,2
9205002,6,4,3
9205003,7.9,6.7,1
9205003,3,6,2
9205003,4,6,3
9205004,6.9,7.11,1
9205004,1,6,2
9204989,6,4,1
9204989,6,4,2
9204990,6.4,7.7,1
9204990,1,6,2
9204991,6.3,7.7,1
9204991,4,6,2
9205020,3,6,1
9205020,4,6,2
9205021,6,4,1
9205021,6.5,7.7,2
9205021,6,1,3
9205022,6,3,2
9205023,3,6,1
9205023,2,6,2
9205024,3,6,1
9205024,5,7,2
9205025,6,3,1
9205025,6,2,2
9205026,6,2,1
9205026,6,4,2
9205027,6,3,1
9205027,6,2,2
9205028,7,5,1
9205028,5,7,2
9205028,5,7,3
9205029,6,2,1
9205029,6,3,2
9205030,7.7,6.5,1
9205030,4,6,2
9205030,7.7,6.4,3
9205031,2,6,1
9205031,2,6,2
9205032,6,3,1
9205032,5,7,2
9205032,6,4,3
9205033,6,3,1
9205033,6,4,2
9205034,5,7,1
9205034,6,4,2
9205034,3,6,3
9205035,7.7,6.5,1
9205035,4,6,2
9205035,7,5,3
9205036,4,6,1
9205036,4,6,2
9205037,7.7,6.2,1
9205037,6,4,2
9205038,6.4,7.7,1
9205038,3,6,2
9205039,6,4,1
9205039,6,3,2
9205040,6,3,1
9205040,6,4,2
9205041,4,6,1
9205041,4,6,2
9205042,6.3,7.7,1
9205042,3,6,2
9205043,7,5,1
9205043,6,1,2
9205044,6.2,7.7,1
9205044,7.7,6.3,2
9205044,6,2,3
9205051,6.5,7.7,1
9205051,6,3,2
9205051,7.7,6.5,3
9205052,4,6,1
9205052,1,6,2
9205053,6.5,7.7,1
9205053,6.2,7.7,2
11210874,3,6,1
11210874,2,6,2
11210875,4,6,1
11210875,2,6,2
11210876,6,3,1
11210876,4,6,2
11210876,7.7,6.5,3
11210877,6,2,1
11210877,6,2,2
11210878,4,6,1
11210878,3,6,2
11210880,7,5,1
11210880,6,1,2
11210881,2,6,1
11210881,7.7,6.2,2
11210881,1,4,3
11388968,6,2,1
11388968,6,4,2
11388969,5,7,1
11388969,7,5,2
11388969,6.5,7.7,3
11388970,6,3,1
11388971,4,6,1
11388971,3,6,2
11388972,6,3,1
11388972,6,4,2
11388973,4,6,1
11388973,1,6,2
11388974,6,4,1
11388974,6,2,2
11388975,6.2,7.7,1
11388975,2,6,2
9205054,7,5,1
9205054,6,4,2
11210882,7,5,1
11210882,4,6,2
11210882,4,6,3
11210883,4,6,1
11210883,7,5,2
11210883,6,2,3
11210884,6,3,1
11210884,6,3,2
11210885,4,6,1
11210885,6,3,2
11210885,6,3,3
11388976,1,6,2
11388976,5,7,3
11388977,5,7,1
11388977,3,6,2
11388978,4,6,1
11388978,7,5,2
11388978,6,4,3
11388979,6,4,1
11388979,6,4,2
11388980,4,6,1
11388980,4,6,2
11388981,6,2,1
11388982,7.8,6.6,1
11388982,3,6,2
11388983,6.5,7.7,1
11388983,1,6,2
11388984,2,6,1
11388984,7,5,2
11388984,3,6,3
11388985,3,6,1
11388985,6,3,2
11388985,4,6,3
11388986,5,7,1
11388986,6,4,2
11388986,4,6,3
11388987,6,3,1
11388987,6,3,2
11388988,6,4,2
11388989,5,7,1
11388989,6,3,2
11388989,4,6,3
11388990,6,4,1
11388990,6,2,2
11388991,5,7,1
11388991,6.1,7.7,2
11210886,6,4,1
11210886,6,4,2
11210887,6,3,1
11210887,6,2,2
11210888,6.0,7.7,1
11210888,6,3,2
11210888,6.6,7.8,3
11210889,5,1,1
11210890,6,3,1
11210890,4,6,2
11210890,6,4,3
11210891,6,4,1
11210891,6,2,2
11210892,6,4,1
11210892,3,6,2
11210892,4,6,3
11210893,7.7,6.4,1
11210893,6.5,7.7,2
11210893,2,3,3
11388992,1,6,1
11388992,4,6,2
11388993,6,4,1
11388993,4,6,2
11388993,1,6,3
11388995,6,2,1
11388995,7.7,6.3,2
11388996,6,1,1
11388996,6.3,7.7,2
11388996,6,3,3
11388997,4,6,1
11388997,2,6,2
11210894,4,6,1
11210894,6,3,2
11210894,7,5,3
11210895,6.7,7.9,1
11210895,3,6,2
11210896,1,6,1
11210896,4,6,2
11210897,6,4,1
11210897,6,4,2
11210898,6,2,1
11210898,6,4,2
11210899,6,4,1
11210899,6,2,2
11388998,2,6,1
11388998,6.4,7.7,2
11388999,5,7,1
11388999,7.7,6.4,2
11388999,6,3,3
11389000,6,4,1
11389000,6,2,2
11389001,6,3,1
11389001,3,6,2
11389001,6,3,3
11389002,2,6,1
11389002,4,6,2
11389003,4,6,1
11389003,6,2,2
11389003,6.7,7.9,3
11210900,3,6,1
11210900,6,2,2
11210900,6,4,3
11210901,6,1,1
11210901,6,1,2
11210902,3,6,1
11210902,6,3,2
11210902,6,3,3
11210903,5,7,1
11210903,7,5,2
11210903,7.7,6.4,3
11389008,3,6,1
11389008,3,6,2
11389009,6,1,1
11389009,7,5,2
11210909,4,6,1
11210909,6,2,2
11210909,3,6,3
11210910,3,6,1
11210910,5,7,2
11210911,4,6,1
11210911,6,3,2
11210911,6,4,3
11712716,1,6,1
11712716,1,6,2
11712717,6,4,1
11712717,7.7,6.3,2
11712718,4,6,1
11712718,2,6,2
11712719,6.4,7.7,1
11712719,6,1,2
11712719,7.8,6.6,3
11712720,6.0,7.7,1
11712720,6,4,2
11712720,6,2,3
11712721,6,3,1
11712721,6,3,2
11712722,7.7,6.5,1
11712722,4,6,2
11712722,2,6,3
11712723,3,6,1
11712723,5,7,2
11712724,2,6,1
11712724,6,4,2
11712724,4,6,3
11712725,2,6,1
11712725,2,6,2
11712726,1,6,1
11712726,6,4,2
11712726,5,7,3
11712727,6,2,1
11712727,6,3,2
11712728,6,3,1
11712728,6,4,2
11712729,2,6,1
11712729,3,6,2
11712768,7.7,6.5,1
11712768,6,2,2
11712769,6,3,1
11712769,4,6,2
11712769,6,4,3
11712770,7.7,6.5,1
11712770,7,5,2
11712771,4,6,1
11712771,7.7,6.3,2
11712771,4,3,3
11712773,5,7,1
11712773,3,6,2
11712774,2,6,1
11712774,6.2,7.7,2
11712775,2,6,1
11712775,6,1,2
11712775,6,4,3
11712776,1,6,1
11712776,5,7,2
11712764,4,6,1
11712764,4,6,2
11712765,6,4,1
11712765,2,6,2
11712765,6,4,3
11712766,7.7,6.2,1
11712766,6.5,7.7,2
11712766,6,3,3
11712767,6,3,1
11712767,4,6,2
11712767,6,4,3
11712777,3,6,1
11712777,5,7,2
11712778,7.7,6.4,1
11712778,7,5,2
11712779,6,4,1
11712779,6,1,2
11712780,6,2,1
11712780,4,6,2
11712780,3,6,3
11712781,5,7,1
11712781,6.1,7.7,2
11712782,2,6,1
11712782,5,7,2
11712783,7.7,6.2,1
11712783,6,2,2
11712784,7,5,1
11712784,1,6,2
11712784,3,6,3
11712785,2,6,1
11712785,6,4,2
11712785,6,3,3
11712786,6,4,1
11712786,3,6,2
11712786,7.7,6.2,3
11712787,7,5,1
11712787,3,6,2
11712787,6.5,7.7,3
11712788,2,6,1
11712788,7.7,6.3,2
11712788,4,6,3
11712789,6,4,1
11712789,6.2,7.7,2
11712789,6,3,3
11712790,6,4,1
11712790,6,2,2
11713053,6,3,1
11713053,6,1,2
11713054,2,6,1
11713054,6,2,2
11713054,3,6,3
11713055,6,3,1
11713056,3,6,1
11713056,7,5,2
11713056,7.7,6.3,3
11713057,7,5,1
11713057,6.5,7.7,2
11713057,3,6,3
11713058,3,6,1
11713059,4,6,1
11713059,2,6,2
11713060,2,6,1
11713060,2,6,2
11713061,6,2,1
11713062,3,6,1
11713062,2,6,2
11713063,3,6,1
11713063,3,6,2
11713064,6,1,1
11713064,6,1,2
11712791,3,6,1
11712791,6.3,7.7,2
11713065,3,6,1
11713065,2,6,2
11713066,7,5,1
11713066,6,2,2
11713067,4,6,1
11713067,3,6,2
11713068,6,2,1
11713068,6,1,2
11713069,2,6,1
11713069,3,6,2
11713070,6,4,1
11733310,2,6,1
11733310,1,6,2
11733311,7,5,1
11733311,6,1,2
11733312,1,6,1
11733312,2,6,2
11733313,6,4,2
11733314,6,4,1
11733314,6,3,2
11733315,7.7,6.3,1
11733315,4,6,2
11733315,4,6,3
11733316,6,3,1
11733316,5,7,2
11733316,2,6,3
11733317,7.7,6.4,1
11733317,4,6,2
11733317,6,4,3
11713071,6,4,1
11713071,6,4,2
11713072,2,6,1
11713072,6,3,2
11713072,1,6,3
11713073,7,5,1
11713073,7,5,2
11713074,6,2,1
11713074,3,6,2
11713074,4,6,3
11713075,6.6,7.8,1
11713075,3,6,2
11713076,7.7,6.2,1
11713076,1,6,2
11713076,6.2,7.7,3
11713077,3,6,1
11713078,6,2,1
11713078,6,4,2
11713079,6,1,1
11713079,6,1,2
11733318,6,4,1
11733318,7.7,6.3,2
11733319,6.4,7.7,1
11733319,6,4,2
11733319,3,6,3
11733320,6,1,1
11733320,6,3,2
11733321,2,6,1
11733321,7.7,6.2,2
11733322,6,3,1
11733322,3,6,2
11733322,6,4,3
11733323,3,6,1
11733323,1,6,2
11733325,6.5,7.7,1
11733325,6,2,2
11733325,6,2,3
11713080,6,4,1
11713080,7.7,6.0,2
11713081,6,3,1
11713082,6,4,1
11713082,6,2,2
11713084,6,4,1
11713084,7,5,2
11713085,4,6,1
11713085,3,6,2
11713086,3,6,1
11713086,2,6,2
11713087,4,6,1
11713087,2,6,2
11713088,6,4,1
11713088,7.7,6.4,2
11713089,6,2,1
11713089,6,2,2
11713090,5,7,1
11713090,6,4,2
11713090,6,4,3
11713091,6,4,1
11713091,7.10,6.8,2
11733326,4,6,1
11733326,5,7,2
11733327,2,6,1
11733327,5,7,2
11733328,5,7,1
11733329,3,6,1
11733329,6,3,2
11733329,4,6,3
11733330,6,4,1
11733330,6,3,2
11733331,3,6,1
11733331,6.4,7.7,2
11733333,6,2,1
11733333,1,6,2
11733333,6.2,7.7,3
11713092,6,2,1
11713092,6,1,2
11713093,7.7,6.3,1
11713093,6,1,2
11713094,6,3,1
11713094,6,3,2
11713095,3,6,1
11713095,1,6,2
11713096,6,3,1
11713096,6,4,2
11713097,1,6,1
11713097,6,3,2
11713097,4,6,3
11713098,6,3,1
11713098,4,6,2
11713098,6,3,3
11713099,1,6,1
11713099,4,6,2
11713100,1,6,1
11713100,6,2,2
11713100,2,6,3
11733334,4,6,1
11733334,6.5,7.7,2
11733336,2,6,1
11733336,7.8,6.6,2
11733336,7.7,6.4,3
11733337,6,4,1
11733337,6,1,2
11713101,6,4,1
11713101,3,6,2
11713101,4,6,3
11713102,6,1,1
11713102,4,6,2
11713102,6,2,3
11733338,6.4,7.7,1
11733338,6,1,2
11733338,6,3,3
11733339,6,2,1
11733339,6,3,2
11733340,6,4,1
11733340,6.1,7.7,2
11733340,2,6,3
11733341,3,6,1
11733341,7.7,6.1,2
11733341,3,6,3
11733342,4,6,1
11733342,6,3,2
11733342,6,3,3
11733343,7,5,1
11733343,6,4,2
11689523,6,2,1
11689523,6,3,2
11689524,1,6,1
11689524,6,3,2
11689524,6.7,7.9,3
11689525,6.5,7.7,1
11689525,6,3,2
11689525,1,6,3
11689526,6.5,7.7,1
11689526,5,7,2
11689527,6.4,7.7,1
11689527,3,6,2
11219856,6,4,1
11219856,7,5,2
11219857,4,6,1
11219858,6,2,1
11219858,5,7,2
11219859,4,6,1
11219859,3,6,2
11689528,4,6,1
11689528,6,3,2
11689528,3,6,3
11689529,6,4,1
11689529,6,4,2
11689530,6,4,1
11689530,6.4,7.7,2
11689530,7,5,3
11689531,6,1,1
11689531,6,2,2
11219860,3,6,1
11219860,4,6,2
11219861,6,3,1
11219861,3,6,2
11219861,7.7,6.4,3
11219862,5,7,1
11219862,2,6,2
11219863,3,6,1
11219863,3,6,2
11219864,1,6,1
11219864,3,6,2
11219865,6,4,1
11219865,3,6,2
11219865,6,4,3
11219866,6,3,1
11219866,7.11,6.9,2
11219867,2,6,1
11219867,4,6,2
11689532,7.7,6.3,1
11689532,6,3,2
11689533,6,2,1
11689533,6,4,2
11689534,4,6,1
11689534,6,2,2
11689534,6,2,3
11689535,6,3,1
11689535,6,4,2
11689536,3,6,1
11689536,2,6,2
11689537,6,3,1
11689537,2,6,2
11689537,4,6,3
11689538,6,3,1
11689538,6,3,2
11219868,6,3,1
11219868,7.7,6.5,2
11219869,6.4,7.7,1
11219869,6,4,2
11219870,2,6,1
11219870,3,6,2
11219871,5,7,1
11219871,6,1,2
11219871,6,2,3
11689539,6,2,1
11689539,6,3,2
11689540,6,3,1
11689540,4,6,2
11689540,4,6,3
11689541,6.4,7.7,1
11689541,2,6,2
11689542,2,6,1
11689542,6,2,2
11689542,1,4,3
11219872,7.7,6.5,1
11219872,6,2,2
11219873,1,6,1
11219873,6,1,2
11219873,6,4,3
11219874,1,6,1
11219874,6,2,2
11219874,6,2,3
11219875,3,6,1
11219875,3,6,2
11689543,7.7,6.5,1
11689543,6,2,2
11689544,7,5,1
11689544,6,1,2
11689545,6,1,1
11689545,7.7,6.1,2
11689546,6,2,2
11219876,6,2,1
11219876,6,2,2
11219877,6,3,1
11219877,1,6,2
11219877,4,6,3
11219878,6.5,7.7,1
11219878,7,5,2
11219878,5,7,3
11219879,2,6,1
11219879,2,6,2
11689547,6,2,1
11689547,6.4,7.7,2
11689547,4,6,3
11689548,6,4,1
11689548,6,4,2
11219880,6,3,1
11219880,6.7,7.9,2
11219881,6,4,1
11219881,6.2,7.7,2
11219881,4,6,3
11713964,6,4,1
11713964,6,3,2
11713966,3,6,1
11713966,4,6,2
11713967,5,7,1
11713967,3,6,2
11713968,6,4,1
11713968,6,2,2
11713969,6,2,1
11713969,6,2,2
11713970,7,5,1
11713970,3,6,2
11713970,4,6,3
11713972,6,2,1
11713972,3,6,2
11713972,6,4,3
11713973,5,7,1
11713973,4,6,2
11713974,6,4,1
11713974,6,2,2
11713975,6,1,1
11713975,6,2,2
11713976,3,6,1
11713976,6.3,7.7,2
11713977,3,6,1
11713977,5,7,2
11714002,2,6,1
11714002,6,4,2
11714002,7,5,3
11714003,7,5,1
11714003,6.11,7.13,2
11714003,6,3,3
11714004,6,3,1
11714004,3,6,2
11714004,6,4,3
11714006,6,4,1
11714006,7,5,2
11714007,1,6,1
11714007,3,6,2
11714008,6,3,1
11714008,6,2,2
11714009,6.6,7.8,1
11714009,7.7,6.1,2
11714009,6,3,3
11714010,3,6,1
11714010,5,7,2
11714011,6,1,1
11714011,3,6,2
11714011,6,2,3
11714012,3,6,1
11714012,5,7,2
11714026,7.9,6.7,1
11714026,7,5,2
11714027,7,5,1
11714027,6,3,2
11714028,3,6,1
11714029,6,3,1
11714029,5,7,2
11714029,7.11,6.9,3
11714030,3,6,1
11714030,4,6,2
11714031,6,1,1
11714031,6,2,2
11714032,4,6,1
11714032,7.7,6.4,2
11714032,3,6,3
11714033,6,3,1
11714033,6,4,2
11714034,2,6,1
11714034,6,1,2
11714034,3,6,3
11714035,3,6,1
11714035,6,2,2
11714035,4,6,3
11714036,3,6,1
11714036,5,7,2
11714274,4,6,1
11714274,4,6,2
11714275,6,4,1
11714275,6,2,2
11714276,6.7,7.9,1
11714276,6,3,2
11714276,6,2,3
11714277,3,6,1
11714277,3,6,2
11714278,1,6,1
11714278,6,1,2
11714278,3,6,3
11714279,4,6,1
11714279,4,6,2
11714280,7.7,6.5,1
11714280,6,3,2
11714281,6,2,1
11714281,6,4,2
11714282,4,6,1
11714282,7.9,6.7,2
11714282,3,6,3
11714283,4,6,1
11714283,6,1,2
11714283,6,4,3
11714284,6,2,1
11714284,7,5,2
11714285,7.7,6.3,1
11714285,3,6,2
11714285,2,6,3
11714286,6,4,1
11714286,6,4,2
11714287,1,6,1
11714287,3,6,2
11714037,7.7,6.5,1
11714037,5,7,2
11714037,6.5,7.7,3
11714038,4,6,1
11714038,6,3,2
11714038,2,6,3
11714288,6,4,1
11714288,7.7,6.5,2
11714289,6.7,7.9,1
11714289,2,6,2
11714290,7.9,6.7,1
11714290,7.7,6.4,2
11714292,4,6,1
11714292,2,6,2
11714293,6,2,1
11714293,7.7,6.4,2
11714294,3,6,1
11714294,2,6,2
11714039,6,3,1
11714039,6,1,2
11714295,4,6,1
11714295,6,4,2
11714295,7.7,6.5,3
11714296,6,3,1
11714296,3,6,2
11714296,6.7,7.9,3
11714297,6,1,1
11714297,6,4,2
11714298,6.3,7.7,1
11714298,6,4,2
11714298,7,5,3
11714343,5,7,1
11714343,2,6,2
11714344,6.5,7.7,1
11714344,2,6,2
11714345,6.7,7.9,1
11714345,5,7,2
11714346,7,5,1
11714346,7.7,6.1,2
11721472,6,3,1
11721472,6,1,2
11721473,3,6,1
11721473,4,6,2
11721474,7,5,1
11721474,5,7,2
11721474,6,4,3
11741006,3,6,1
11741006,4,6,2
11741007,4,6,1
11741007,7.7,6.4,2
11741008,3,6,1
11741008,1,6,2
11741009,7.7,6.2,1
11741009,4,6,2
11741009,2,6,3
11741010,6,4,1
11741010,6,4,2
11741011,2,6,1
11741011,1,6,2
11741012,6,1,1
11741012,6,4,2
11719287,5,7,1
11719287,4,6,2
11719288,6,1,2
11719289,5,7,1
11719289,6,3,2
11719289,3,6,3
11719290,1,6,1
11719290,6.7,7.9,2
11719291,3,6,1
11719291,6,1,2
11719291,2,6,3
11719292,4,6,1
11719292,4,6,2
11719293,6,3,1
11719293,7,5,2
11719294,6,3,1
11719294,6,3,2
11719295,3,6,1
11719295,4,6,2
11719296,2,6,1
11719296,2,6,2
11719297,3,6,1
11719297,6,3,2
11719297,6,3,3
11719298,5,7,1
11719298,6,2,2
11719298,2,6,3
11719299,5,7,1
11719299,3,6,2
11719300,6,4,1
11719300,3,6,2
11719300,6,3,3
11719301,6.5,7.7,1
11719301,6,4,2
11719301,7.10,6.8,3
11719302,4,6,1
11719302,6,1,2
11719302,2,6,3
11719303,6,1,1
11719304,6.6,7.8,1
11719305,4,6,1
11719305,6,2,2
11719305,6,3,3
11719306,7,5,1
11719306,7.7,6.4,2
11719307,3,6,1
11719307,6,3,2
11719307,3,6,3
11719308,3,6,1
11719308,6,2,2
11719308,7,5,3
11719309,6,4,1
11719309,6.5,7.7,2
11719309,7,5,3
