event_key,event_date,event_time,event_first_player,first_player_key,event_first_player_logo,event_second_player,second_player_key,event_second_player_logo,event_final_result,event_game_result,event_winner,event_status,event_type_type,tournament_name,tournament_key,tournament_round,tournament_season,event_live
11756822,2022-01-01,00:05,A. Tabilo,2982,https://api.api-tennis.com/logo-tennis/2982_a-tabilo.jpg,P. Carreno-Busta,434,https://api.api-tennis.com/logo-tennis/434_p-carreno-busta.jpg,0 - 2,-,Second Player,Finished,Atp Singles,ATP ATP Cup,3234,,2022,0
11756823,2022-01-01,00:05,F. Delbonis,425,https://api.api-tennis.com/logo-tennis/425_f-delbonis.jpg,A. Metreveli,11179,https://api.api-tennis.com/logo-tennis/11179_a-metreveli.jpg,2 - 0,-,First Player,Finished,Atp Singles,ATP ATP Cup,3234,,2022,0
11756824,2022-01-01,01:30,D. Schwartzman,67,https://api.api-tennis.com/logo-tennis/67_d-schwartzman.jpg,N. Basilashvili,424,https://api.api-tennis.com/logo-tennis/424_n-basilashvili.jpg,2 - 0,-,First Player,Finished,Atp Singles,ATP ATP Cup,3234,,2022,0
11756825,2022-01-01,02:25,C. Garin,2071,https://api.api-tennis.com/logo-tennis/2071_c-garin.jpg,R. Bautista-Agut,2734,https://api.api-tennis.com/logo-tennis/2734_r-bautista-agut.jpg,0 - 2,-,Second Player,Finished,Atp Singles,ATP ATP Cup,3234,,2022,0
11756826,2022-01-01,07:35,M. Pervolarakis,1246,https://api.api-tennis.com/logo-tennis/1246_m-pervolarakis.jpg,K. Majchrzak,1096,https://api.api-tennis.com/logo-tennis/1096_k-majchrzak.jpg,0 - 2,-,Second Player,Finished,Atp Singles,ATP ATP Cup,3234,,2022,0
11756827,2022-01-01,07:35,F. Krajinovic,2166,https://api.api-tennis.com/logo-tennis/2166_f-krajinovic.jpg,V. Durasovic,1201,https://api.api-tennis.com/logo-tennis/1201_v-durasovic.jpg,2 - 0,-,First Player,Finished,Atp Singles,ATP ATP Cup,3234,,2022,0
11756828,2022-01-01,09:10,A. Thanos,749,,H. Hurkacz,2841,https://api.api-tennis.com/logo-tennis/2841_h-hurkacz.jpg,0 - 2,-,Second Player,Finished,Atp Singles,ATP ATP Cup,3234,,2022,0
11756829,2022-01-01,09:10,D. Lajovic,2675,https://api.api-tennis.com/logo-tennis/2675_d-lajovic.jpg,C. Ruud,430,https://api.api-tennis.com/logo-tennis/430_c-ruud.jpg,0 - 2,-,Second Player,Finished,Atp Singles,ATP ATP Cup,3234,,2022,0
71945,2022-01-02,01:40,C. McNally,1127,https://api.api-tennis.com/logo-tennis/1127_c-mcnally.jpg,D. Saville,1153,,0 - 2,-,Second Player,Finished,Wta Singles,Adelaide,3224,Adelaide - Semi-finals,2022,0
71946,2022-01-02,01:40,U. Eikeri,1817,https://api.api-tennis.com/logo-tennis/1817_u-eikeri.jpg,S. Bandecchi,484,https://api.api-tennis.com/logo-tennis/484_s-bandecchi.jpg,2 - 0,-,First Player,Finished,Wta Singles,Adelaide,3224,Adelaide - Semi-finals,2022,0
71947,2022-01-02,01:40,I. Burillo Escorihuela,1907,https://api.api-tennis.com/logo-tennis/1907_i-burillo-escorihuela.jpg,R-L. Jani,442,https://api.api-tennis.com/logo-tennis/442_r-l-jani.jpg,2 - 0,-,First Player,Finished,Wta Singles,Adelaide,3224,Adelaide - Semi-finals,2022,0
71948,2022-01-02,03:10,R. Marino,479,,C. Kempenaers-Pocz,3320,,0 - 2,-,Second Player,Finished,Wta Singles,Adelaide,3224,Adelaide - Semi-finals,2022,0
71949,2022-01-02,03:30,M. Inglis,1788,https://api.api-tennis.com/logo-tennis/1788_m-inglis.jpg,A. Bozovic,3321,,2 - 0,-,First Player,Finished,Wta Singles,Adelaide,3224,Adelaide - Semi-finals,2022,0
71950,2022-01-02,03:35,L. Stefanini,1113,https://api.api-tennis.com/logo-tennis/1113_l-stefanini.jpg,K. Boulter,2993,https://api.api-tennis.com/logo-tennis/2993_k-boulter.jpg,0 - 2,-,Second Player,Finished,Wta Singles,Adelaide,3224,Adelaide - Semi-finals,2022,0
71951,2022-01-02,04:35,A. Myers,3322,,L. Bronzetti,516,https://api.api-tennis.com/logo-tennis/516_l-bronzetti.jpg,0 - 2,-,Second Player,Finished,Wta Singles,Adelaide,3224,Adelaide - Semi-finals,2022,0
71952,2022-01-02,05:30,A-L. Friedsam,522,https://api.api-tennis.com/logo-tennis/522_a-l-friedsam.jpg,K. Volodko,2691,,1 - 2,-,Second Player,Finished,Wta Singles,Adelaide,3224,Adelaide - Semi-finals,2022,0
71953,2022-01-02,06:05,M. Bouzkova,2820,https://api.api-tennis.com/logo-tennis/2820_m-bouzkova.jpg,F. Di Lorenzo,1808,https://api.api-tennis.com/logo-tennis/1808_f-di-lorenzo.jpg,2 - 1,-,First Player,Finished,Wta Singles,Adelaide,3224,Adelaide - Semi-finals,2022,0
71954,2022-01-02,07:40,I. Fetecau,3000,,A. Blinkova,1779,https://api.api-tennis.com/logo-tennis/1779_a-blinkova.jpg,1 - 2,-,Second Player,Finished,Wta Singles,Adelaide,3224,Adelaide - Semi-finals,2022,0
71955,2022-01-02,09:00,D. Papamichail,1111,https://api.api-tennis.com/logo-tennis/1111_d-papamichail.jpg,F. Jones,2991,https://api.api-tennis.com/logo-tennis/2991_f-jones.jpg,2 - 1,-,First Player,Finished,Wta Singles,Adelaide,3224,Adelaide - Semi-finals,2022,0
71956,2022-01-02,10:45,S. Voegele,1804,https://api.api-tennis.com/logo-tennis/1804_s-voegele.jpg,T. Maria,2414,https://api.api-tennis.com/logo-tennis/2414_t-maria.jpg,2 - 1,-,First Player,Finished,Wta Singles,Adelaide,3224,Adelaide - Semi-finals,2022,0
11756830,2022-01-02,00:10,B. Schnur,2966,https://api.api-tennis.com/logo-tennis/2966_b-schnur.jpg,J. Isner,2383,https://api.api-tennis.com/logo-tennis/2383_j-isner.jpg,0 - 2,-,Second Player,Finished,Atp Singles,ATP ATP Cup,3234,,2022,0
11756831,2022-01-02,00:10,R. Safiullin,1057,https://api.api-tennis.com/logo-tennis/1057_r-safiullin.jpg,A. Rinderknech,1902,https://api.api-tennis.com/logo-tennis/1902_a-rinderknech.jpg,2 - 1,-,First Player,Finished,Atp Singles,ATP ATP Cup,3234,,2022,0
11756832,2022-01-02,01:35,F. Auger-Aliassime,2073,https://api.api-tennis.com/logo-tennis/2073_f-auger-aliassime.jpg,T. Fritz,2832,https://api.api-tennis.com/logo-tennis/2832_t-fritz.jpg,1 - 2,-,Second Player,Finished,Atp Singles,ATP ATP Cup,3234,,2022,0
11756833,2022-01-02,02:55,D. Medvedev,1093,https://api.api-tennis.com/logo-tennis/1093_d-medvedev.jpg,U. Humbert,1105,https://api.api-tennis.com/logo-tennis/1105_u-humbert.jpg,1 - 2,-,Second Player,Finished,Atp Singles,ATP ATP Cup,3234,,2022,0
11756834,2022-01-02,07:35,J-L. Struff,2831,https://api.api-tennis.com/logo-tennis/2831_j-l-struff.jpg,D. Evans,2835,https://api.api-tennis.com/logo-tennis/2835_d-evans.jpg,0 - 2,-,Second Player,Finished,Atp Singles,ATP ATP Cup,3234,,2022,0
11756835,2022-01-02,08:15,J. Sinner,2072,https://api.api-tennis.com/logo-tennis/2072_j-sinner.jpg,M. Purcell,1749,https://api.api-tennis.com/logo-tennis/1749_m-purcell.jpg,2 - 0,-,First Player,Finished,Atp Singles,ATP ATP Cup,3234,,2022,0
11756836,2022-01-02,09:10,A. Zverev,1980,https://api.api-tennis.com/logo-tennis/1980_a-zverev.jpg,C. Norrie,1103,https://api.api-tennis.com/logo-tennis/1103_c-norrie.jpg,2 - 0,-,First Player,Finished,Atp Singles,ATP ATP Cup,3234,,2022,0
11756837,2022-01-02,09:45,M. Berrettini,2844,https://api.api-tennis.com/logo-tennis/2844_m-berrettini.jpg,A. De Minaur,1106,https://api.api-tennis.com/logo-tennis/1106_a-de-minaur.jpg,0 - 2,-,Second Player,Finished,Atp Singles,ATP ATP Cup,3234,,2022,0
71902,2022-01-02,01:40,O. Otte,1100,https://api.api-tennis.com/logo-tennis/1100_o-otte.jpg,J. Rodionov,416,https://api.api-tennis.com/logo-tennis/416_j-rodionov.jpg,2 - 0,-,First Player,Finished,Atp Singles,Adelaide,3223,Adelaide - Semi-finals,2022,0
71903,2022-01-02,03:35,E. Winter,3318,,T. Daniel,2406,https://api.api-tennis.com/logo-tennis/2406_t-daniel.jpg,0 - 2,-,Second Player,Finished,Atp Singles,Adelaide,3223,Adelaide - Semi-finals,2022,0
71904,2022-01-02,05:10,M. Janvier,580,https://api.api-tennis.com/logo-tennis/580_m-janvier.jpg,J. P. Varillas,391,https://api.api-tennis.com/logo-tennis/391_j-p-varillas.jpg,0 - 2,-,Second Player,Finished,Atp Singles,Adelaide,3223,Adelaide - Semi-finals,2022,0
71905,2022-01-02,05:30,H. Rune,437,https://api.api-tennis.com/logo-tennis/437_h-rune.jpg,R. Ramanathan,381,https://api.api-tennis.com/logo-tennis/381_r-ramanathan.jpg,2 - 0,-,First Player,Finished,Atp Singles,Adelaide,3223,Adelaide - Semi-finals,2022,0
71906,2022-01-02,06:55,H. Heliovaara,6767,https://api.api-tennis.com/logo-tennis/6767_h-heliovaara.jpg,F. Cerundolo,1104,https://api.api-tennis.com/logo-tennis/1104_f-cerundolo.jpg,0 - 2,-,Second Player,Finished,Atp Singles,Adelaide,3223,Adelaide - Semi-finals,2022,0
71907,2022-01-02,07:15,D. E. Galan Riveros,1735,https://api.api-tennis.com/logo-tennis/1735_d-e-galan-riveros.jpg,M. Ebden,2954,https://api.api-tennis.com/logo-tennis/2954_m-ebden.jpg,2 - 1,-,First Player,Finished,Atp Singles,Adelaide,3223,Adelaide - Semi-finals,2022,0
71908,2022-01-02,08:15,E. Gerasimov,368,https://api.api-tennis.com/logo-tennis/368_e-gerasimov.jpg,H. Lamchinniah,10852,,2 - 0,-,First Player,Finished,Atp Singles,Adelaide,3223,Adelaide - Semi-finals,2022,0
71909,2022-01-02,10:00,J. P. Smith,2922,https://api.api-tennis.com/logo-tennis/2922_j-p-smith.jpg,R. Albot,363,https://api.api-tennis.com/logo-tennis/363_r-albot.jpg,1 - 2,-,Second Player,Finished,Atp Singles,Adelaide,3223,Adelaide - Semi-finals,2022,0
71936,2022-01-03,08:10,S. Voegele,1804,https://api.api-tennis.com/logo-tennis/1804_s-voegele.jpg,D. Papamichail,1111,https://api.api-tennis.com/logo-tennis/1111_d-papamichail.jpg,0 - 2,-,Second Player,Finished,Wta Singles,Adelaide,3224,Adelaide - Final,2022,0
11806208,2022-01-03,01:10,Xin. Wang,1812,https://api.api-tennis.com/logo-tennis/1812_xin-wang.jpg,A. Smith,6292,,2 - 0,-,First Player,Finished,Wta Singles,Melbourne (Summer Set 2),5158,Melbourne (Summer Set 2) - Semi-finals,2022,0
71937,2022-01-03,07:25,H. Watson,1155,https://api.api-tennis.com/logo-tennis/1155_h-watson.jpg,A. Tomljanovic,1146,https://api.api-tennis.com/logo-tennis/1146_a-tomljanovic.jpg,0 - 2,-,Second Player,Finished,Wta Singles,Adelaide,3224,Adelaide - 1/16-finals,2022,0
11806209,2022-01-03,02:35,G. da Silva Fick,1366,,L. Zhu,451,https://api.api-tennis.com/logo-tennis/451_l-zhu.jpg,0 - 2,-,Second Player,Finished,Wta Singles,Melbourne (Summer Set 2),5158,Melbourne (Summer Set 2) - Semi-finals,2022,0
71938,2022-01-03,06:25,M. Bouzkova,2820,https://api.api-tennis.com/logo-tennis/2820_m-bouzkova.jpg,A. Blinkova,1779,https://api.api-tennis.com/logo-tennis/1779_a-blinkova.jpg,2 - 0,-,First Player,Finished,Wta Singles,Adelaide,3224,Adelaide - Final,2022,0
11806210,2022-01-03,02:40,F. Ferro,526,https://api.api-tennis.com/logo-tennis/526_f-ferro.jpg,A. Bolsova Zadoinov,1107,https://api.api-tennis.com/logo-tennis/1107_a-bolsova-zadoinov.jpg,0 - 2,-,Second Player,Finished,Wta Singles,Melbourne (Summer Set 2),5158,Melbourne (Summer Set 2) - Semi-finals,2022,0
71939,2022-01-03,05:45,K. Juvan,519,https://api.api-tennis.com/logo-tennis/519_k-juvan.jpg,C. Paquet,1142,https://api.api-tennis.com/logo-tennis/1142_c-paquet.jpg,2 - 0,-,First Player,Finished,Wta Singles,Adelaide,3224,Adelaide - 1/16-finals,2022,0
11806211,2022-01-03,03:40,T. N. Smith,12994,,L. Tsurenko,473,https://api.api-tennis.com/logo-tennis/473_l-tsurenko.jpg,0 - 2,-,Second Player,Finished,Wta Singles,Melbourne (Summer Set 2),5158,Melbourne (Summer Set 2) - Semi-finals,2022,0
71940,2022-01-03,04:05,M. Inglis,1788,https://api.api-tennis.com/logo-tennis/1788_m-inglis.jpg,I. Burillo Escorihuela,1907,https://api.api-tennis.com/logo-tennis/1907_i-burillo-escorihuela.jpg,2 - 0,-,First Player,Finished,Wta Singles,Adelaide,3224,Adelaide - Final,2022,0
11806212,2022-01-03,03:55,C. Liu,509,https://api.api-tennis.com/logo-tennis/509_c-liu.jpg,A. Hesse,2990,,2 - 0,-,First Player,Finished,Wta Singles,Melbourne (Summer Set 2),5158,Melbourne (Summer Set 2) - Semi-finals,2022,0
71941,2022-01-03,04:05,E. Rybakina,2172,https://api.api-tennis.com/logo-tennis/2172_e-rybakina.jpg,S. Sanders,1783,https://api.api-tennis.com/logo-tennis/1783_s-sanders.jpg,2 - 1,-,First Player,Finished,Wta Singles,Adelaide,3224,Adelaide - 1/16-finals,2022,0
11806213,2022-01-03,04:40,E. Gorgodze,491,https://api.api-tennis.com/logo-tennis/491_e-gorgodze.jpg,N. Stojanovic,3004,https://api.api-tennis.com/logo-tennis/3004_n-stojanovic.jpg,0 - 2,-,Second Player,Finished,Wta Singles,Melbourne (Summer Set 2),5158,Melbourne (Summer Set 2) - Semi-finals,2022,0
71942,2022-01-03,01:40,D. Saville,1153,,K. Boulter,2993,https://api.api-tennis.com/logo-tennis/2993_k-boulter.jpg,2 - 1,-,First Player,Finished,Wta Singles,Adelaide,3224,Adelaide - Final,2022,0
11806214,2022-01-03,04:50,A. Sasnovich,527,https://api.api-tennis.com/logo-tennis/527_a-sasnovich.jpg,O. Tjandramulia,64,,2 - 0,-,First Player,Finished,Wta Singles,Melbourne (Summer Set 2),5158,Melbourne (Summer Set 2) - Semi-finals,2022,0
71943,2022-01-03,04:05,K. Volodko,2691,,L. Bronzetti,516,https://api.api-tennis.com/logo-tennis/516_l-bronzetti.jpg,1 - 2,-,Second Player,Finished,Wta Singles,Adelaide,3224,Adelaide - Final,2022,0
11806215,2022-01-03,05:25,P. Udvardy,1141,https://api.api-tennis.com/logo-tennis/1141_p-udvardy.jpg,H. Baptiste,490,https://api.api-tennis.com/logo-tennis/490_h-baptiste.jpg,0 - 2,-,Second Player,Finished,Wta Singles,Melbourne (Summer Set 2),5158,Melbourne (Summer Set 2) - Semi-finals,2022,0
71944,2022-01-03,01:40,T. Zidansek,2803,https://api.api-tennis.com/logo-tennis/2803_t-zidansek.jpg,M. Sakkari,2076,https://api.api-tennis.com/logo-tennis/2076_m-sakkari.jpg,1 - 2,-,Second Player,Finished,Wta Singles,Adelaide,3224,Adelaide - 1/16-finals,2022,0
11806216,2022-01-03,05:45,O. Dodin,523,https://api.api-tennis.com/logo-tennis/523_o-dodin.jpg,I. Bara,28497,,1 - 2,-,Second Player,Finished,Wta Singles,Melbourne (Summer Set 2),5158,Melbourne (Summer Set 2) - Semi-finals,2022,0
11806217,2022-01-03,06:10,C. McHale,496,https://api.api-tennis.com/logo-tennis/496_c-mchale.jpg,A. Kalinskaya,1820,https://api.api-tennis.com/logo-tennis/1820_a-kalinskaya.jpg,0 - 2,-,Second Player,Finished,Wta Singles,Melbourne (Summer Set 2),5158,Melbourne (Summer Set 2) - Semi-finals,2022,0
11806218,2022-01-03,06:15,A. Krunic,443,https://api.api-tennis.com/logo-tennis/443_a-krunic.jpg,K. Rakhimova,1140,https://api.api-tennis.com/logo-tennis/1140_k-rakhimova.jpg,0 - 2,-,Second Player,Finished,Wta Singles,Melbourne (Summer Set 2),5158,Melbourne (Summer Set 2) - Semi-finals,2022,0
71957,2022-01-03,01:35,C. Kempenaers-Pocz,3320,,U. Eikeri,1817,https://api.api-tennis.com/logo-tennis/1817_u-eikeri.jpg,1 - 2,-,Second Player,Finished,Wta Singles,Adelaide,3224,Adelaide - Final,2022,0
11806158,2022-01-03,01:05,A. Bondar,505,https://api.api-tennis.com/logo-tennis/505_a-bondar.jpg,L. Kung,139,https://api.api-tennis.com/logo-tennis/139_l-kung.jpg,2 - 0,-,First Player,Finished,Wta Singles,Melbourne (Summer Set 1),5157,Melbourne (Summer Set 1) - Semi-finals,2022,0
11806159,2022-01-03,01:05,K. Birrell,92,,M. Trevisan,512,https://api.api-tennis.com/logo-tennis/512_m-trevisan.jpg,2 - 1,-,First Player,Finished,Wta Singles,Melbourne (Summer Set 1),5157,Melbourne (Summer Set 1) - Semi-finals,2022,0
11806160,2022-01-03,01:10,D. Yastremska,2813,https://api.api-tennis.com/logo-tennis/2813_d-yastremska.jpg,L. Pattinama Kerkhove,1130,https://api.api-tennis.com/logo-tennis/1130_l-pattinama-kerkhove.jpg,0 - 2,-,Second Player,Finished,Wta Singles,Melbourne (Summer Set 1),5157,Melbourne (Summer Set 1) - Semi-finals,2022,0
11806161,2022-01-03,01:10,M. Hontama,1787,https://api.api-tennis.com/logo-tennis/1787_m-hontama.jpg,V. Tomova,499,https://api.api-tennis.com/logo-tennis/499_v-tomova.jpg,2 - 0,-,First Player,Finished,Wta Singles,Melbourne (Summer Set 1),5157,Melbourne (Summer Set 1) - Semi-finals,2022,0
11806162,2022-01-03,02:30,K. Kawa,1780,https://api.api-tennis.com/logo-tennis/1780_k-kawa.jpg,N. Hibino,465,https://api.api-tennis.com/logo-tennis/465_n-hibino.jpg,0 - 2,-,Second Player,Finished,Wta Singles,Melbourne (Summer Set 1),5157,Melbourne (Summer Set 1) - Semi-finals,2022,0
11806163,2022-01-03,02:45,B. Pera,518,https://api.api-tennis.com/logo-tennis/518_b-pera.jpg,R. Sramkova,449,https://api.api-tennis.com/logo-tennis/449_r-sramkova.jpg,2 - 0,-,First Player,Finished,Wta Singles,Melbourne (Summer Set 1),5157,Melbourne (Summer Set 1) - Semi-finals,2022,0
11806164,2022-01-03,03:05,J. Niemeier,471,https://api.api-tennis.com/logo-tennis/471_j-niemeier.jpg,Q. Zheng,1813,,0 - 2,-,Second Player,Finished,Wta Singles,Melbourne (Summer Set 1),5157,Melbourne (Summer Set 1) - Semi-finals,2022,0
11806165,2022-01-03,03:45,D. Kovinic,2524,https://api.api-tennis.com/logo-tennis/2524_d-kovinic.jpg,A. Osborne,71,,2 - 0,-,First Player,Finished,Wta Singles,Melbourne (Summer Set 1),5157,Melbourne (Summer Set 1) - Semi-finals,2022,0
11806166,2022-01-03,03:55,E. S. Liang,2574,https://api.api-tennis.com/logo-tennis/2574_e-s-liang.jpg,O. Govortsova,1797,https://api.api-tennis.com/logo-tennis/1797_o-govortsova.jpg,0 - 2,-,Second Player,Finished,Wta Singles,Melbourne (Summer Set 1),5157,Melbourne (Summer Set 1) - Semi-finals,2022,0
11806167,2022-01-03,04:35,V. Kuzmova,445,https://api.api-tennis.com/logo-tennis/445_v-kuzmova.jpg,M. Frech,2089,https://api.api-tennis.com/logo-tennis/2089_m-frech.jpg,2 - 0,-,First Player,Finished,Wta Singles,Melbourne (Summer Set 1),5157,Melbourne (Summer Set 1) - Semi-finals,2022,0
11806168,2022-01-03,05:05,T. Preston,3324,,S. Errani,474,https://api.api-tennis.com/logo-tennis/474_s-errani.jpg,2 - 1,-,First Player,Finished,Wta Singles,Melbourne (Summer Set 1),5157,Melbourne (Summer Set 1) - Semi-finals,2022,0
11806169,2022-01-03,07:05,Q. Wang,3323,https://api.api-tennis.com/logo-tennis/3323_q-wang.jpg,D. Aiava,3134,https://api.api-tennis.com/logo-tennis/3134_d-aiava.jpg,0 - 2,-,Second Player,Finished,Wta Singles,Melbourne (Summer Set 1),5157,Melbourne (Summer Set 1) - Semi-finals,2022,0
71911,2022-01-03,09:35,E. Alexandrova,2392,https://api.api-tennis.com/logo-tennis/2392_e-alexandrova.jpg,L. A. Fernandez,2394,https://api.api-tennis.com/logo-tennis/2394_l-a-fernandez.jpg,0 - 2,-,Second Player,Finished,Wta Singles,Adelaide,3224,Adelaide - 1/16-finals,2022,0
71912,2022-01-03,09:40,P. Hon,467,https://api.api-tennis.com/logo-tennis/467_p-hon.jpg,P. Kvitova,2693,https://api.api-tennis.com/logo-tennis/2693_p-kvitova.jpg,2 - 1,-,First Player,Finished,Wta Singles,Adelaide,3224,Adelaide - 1/16-finals,2022,0
11806207,2022-01-03,01:05,D. Snigur,1131,,H. Dart,2998,https://api.api-tennis.com/logo-tennis/2998_h-dart.jpg,0 - 2,-,Second Player,Finished,Wta Singles,Melbourne (Summer Set 2),5158,Melbourne (Summer Set 2) - Semi-finals,2022,0
11756838,2022-01-03,00:05,K. Majchrzak,1096,https://api.api-tennis.com/logo-tennis/1096_k-majchrzak.jpg,A. Bakshi,1303,,2 - 0,-,First Player,Finished,Atp Singles,ATP ATP Cup,3234,,2022,0
11756839,2022-01-03,00:05,V. Durasovic,1201,https://api.api-tennis.com/logo-tennis/1201_v-durasovic.jpg,P. Carreno-Busta,434,https://api.api-tennis.com/logo-tennis/434_p-carreno-busta.jpg,0 - 2,-,Second Player,Finished,Atp Singles,ATP ATP Cup,3234,,2022,0
11756840,2022-01-03,01:25,H. Hurkacz,2841,https://api.api-tennis.com/logo-tennis/2841_h-hurkacz.jpg,A. Metreveli,11179,https://api.api-tennis.com/logo-tennis/11179_a-metreveli.jpg,2 - 1,-,First Player,Finished,Atp Singles,ATP ATP Cup,3234,,2022,0
11756841,2022-01-03,01:40,C. Ruud,430,https://api.api-tennis.com/logo-tennis/430_c-ruud.jpg,R. Bautista-Agut,2734,https://api.api-tennis.com/logo-tennis/2734_r-bautista-agut.jpg,0 - 2,-,Second Player,Finished,Atp Singles,ATP ATP Cup,3234,,2022,0
11756842,2022-01-03,07:40,M. Pervolarakis,1246,https://api.api-tennis.com/logo-tennis/1246_m-pervolarakis.jpg,F. Delbonis,425,https://api.api-tennis.com/logo-tennis/425_f-delbonis.jpg,0 - 2,-,Second Player,Finished,Atp Singles,ATP ATP Cup,3234,,2022,0
11756843,2022-01-03,07:40,F. Krajinovic,2166,https://api.api-tennis.com/logo-tennis/2166_f-krajinovic.jpg,A. Tabilo,2982,https://api.api-tennis.com/logo-tennis/2982_a-tabilo.jpg,2 - 1,-,First Player,Finished,Atp Singles,ATP ATP Cup,3234,,2022,0
11756844,2022-01-03,09:35,S. Tsitsipas,1906,https://api.api-tennis.com/logo-tennis/1906_s-tsitsipas.jpg,D. Schwartzman,67,https://api.api-tennis.com/logo-tennis/67_d-schwartzman.jpg,1 - 2,-,Second Player,Finished,Atp Singles,ATP ATP Cup,3234,,2022,0
11756845,2022-01-03,10:25,D. Lajovic,2675,https://api.api-tennis.com/logo-tennis/2675_d-lajovic.jpg,C. Garin,2071,https://api.api-tennis.com/logo-tennis/2071_c-garin.jpg,1 - 1,0 - 0,Second Player,Retired,Atp Singles,ATP ATP Cup,3234,,2022,0
11806119,2022-01-03,01:05,S. Baez,1101,https://api.api-tennis.com/logo-tennis/1101_s-baez.jpg,M. Polmans,2735,https://api.api-tennis.com/logo-tennis/2735_m-polmans.jpg,2 - 0,-,First Player,Finished,Atp Singles,Melbourne (Summer Set),5156,Melbourne (Summer Set) - Semi-finals,2022,0
11806120,2022-01-03,01:10,B. Zapata Miralles,403,https://api.api-tennis.com/logo-tennis/403_b-zapata-miralles.jpg,A. Seppi,1760,https://api.api-tennis.com/logo-tennis/1760_a-seppi.jpg,0 - 2,-,Second Player,Finished,Atp Singles,Melbourne (Summer Set),5156,Melbourne (Summer Set) - Semi-finals,2022,0
11806121,2022-01-03,02:50,R. Hijikata,3317,https://api.api-tennis.com/logo-tennis/3317_r-hijikata.jpg,D. Kudla,2919,https://api.api-tennis.com/logo-tennis/2919_d-kudla.jpg,2 - 0,-,First Player,Finished,Atp Singles,Melbourne (Summer Set),5156,Melbourne (Summer Set) - Semi-finals,2022,0
11806122,2022-01-03,03:05,H. Laaksonen,1967,https://api.api-tennis.com/logo-tennis/1967_h-laaksonen.jpg,J. Kovalik,1065,https://api.api-tennis.com/logo-tennis/1065_j-kovalik.jpg,2 - 0,-,First Player,Finished,Atp Singles,Melbourne (Summer Set),5156,Melbourne (Summer Set) - Semi-finals,2022,0
11806123,2022-01-03,04:25,A. Celikbilek,383,https://api.api-tennis.com/logo-tennis/383_a-celikbilek.jpg,N. Gombos,397,https://api.api-tennis.com/logo-tennis/397_n-gombos.jpg,2 - 0,-,First Player,Finished,Atp Singles,Melbourne (Summer Set),5156,Melbourne (Summer Set) - Semi-finals,2022,0
11806124,2022-01-03,04:35,T. M. Etcheverry,1777,https://api.api-tennis.com/logo-tennis/1777_t-m-etcheverry.jpg,R. Berankis,1767,https://api.api-tennis.com/logo-tennis/1767_r-berankis.jpg,0 - 2,-,Second Player,Finished,Atp Singles,Melbourne (Summer Set),5156,Melbourne (Summer Set) - Semi-finals,2022,0
11806125,2022-01-03,06:05,A. Vavassori,418,https://api.api-tennis.com/logo-tennis/418_a-vavassori.jpg,L. Pouille,1774,https://api.api-tennis.com/logo-tennis/1774_l-pouille.jpg,2 - 1,-,First Player,Finished,Atp Singles,Melbourne (Summer Set),5156,Melbourne (Summer Set) - Semi-finals,2022,0
11806126,2022-01-03,06:20,J. Sousa,423,https://api.api-tennis.com/logo-tennis/423_j-sousa.jpg,M. Cressy,2961,https://api.api-tennis.com/logo-tennis/2961_m-cressy.jpg,0 - 2,-,Second Player,Finished,Atp Singles,Melbourne (Summer Set),5156,Melbourne (Summer Set) - Semi-finals,2022,0
71872,2022-01-03,06:20,L. Djere,2386,https://api.api-tennis.com/logo-tennis/2386_l-djere.jpg,R. Carballes Baena,593,https://api.api-tennis.com/logo-tennis/593_r-carballes-baena.jpg,2 - 0,-,First Player,Finished,Atp Singles,Adelaide,3223,Adelaide - 1/16-finals,2022,0
71873,2022-01-03,12:20,S. Johnson,2851,https://api.api-tennis.com/logo-tennis/2851_s-johnson.jpg,A. Vukic,360,https://api.api-tennis.com/logo-tennis/360_a-vukic.jpg,2 - 1,-,First Player,Finished,Atp Singles,Adelaide,3223,Adelaide - 1/16-finals,2022,0
71897,2022-01-03,03:25,H. Rune,437,https://api.api-tennis.com/logo-tennis/437_h-rune.jpg,J. P. Varillas,391,https://api.api-tennis.com/logo-tennis/391_j-p-varillas.jpg,2 - 0,-,First Player,Finished,Atp Singles,Adelaide,3223,Adelaide - Final,2022,0
71898,2022-01-03,05:05,E. Gerasimov,368,https://api.api-tennis.com/logo-tennis/368_e-gerasimov.jpg,R. Albot,363,https://api.api-tennis.com/logo-tennis/363_r-albot.jpg,2 - 1,-,First Player,Finished,Atp Singles,Adelaide,3223,Adelaide - Final,2022,0
71899,2022-01-03,05:55,D. E. Galan Riveros,1735,https://api.api-tennis.com/logo-tennis/1735_d-e-galan-riveros.jpg,F. Cerundolo,1104,https://api.api-tennis.com/logo-tennis/1104_f-cerundolo.jpg,0 - 2,-,Second Player,Finished,Atp Singles,Adelaide,3223,Adelaide - Final,2022,0
71900,2022-01-03,01:40,Y. Nishioka,1972,https://api.api-tennis.com/logo-tennis/1972_y-nishioka.jpg,S. Kwon,1098,https://api.api-tennis.com/logo-tennis/1098_s-kwon.jpg,0 - 2,-,Second Player,Finished,Atp Singles,Adelaide,3223,Adelaide - 1/16-finals,2022,0
