id_match,bookmaker,cote_Home,cote_Away
11950174,10Bet,1.18,4.50
11950174,bet365,1.20,4.50
11950174,Marathon,1.19,4.70
11950174,Unibet,1.19,4.80
11950174,Betsson,1.19,4.80
11950174,Pncl,1.21,5.06
11950174,Sbo,1.19,3.56
11950174,1xbet,1.20,4.62
11950174,Betano,1.19,4.75
11950174,Betway,1.15,5.25
11950174,Tipico,1.18,4.60
11950174,Betcris,1.18,4.30
11950176,NordicBet,1.12,6.00
11950176,10Bet,1.12,5.50
11950176,bet365,1.12,6.00
11950176,Marathon,1.12,6.20
11950176,Unibet,1.13,6.40
11950176,Betfair,1.16,7.00
11950176,Betsson,1.12,6.00
11950176,Pncl,1.14,6.74
11950176,Sbo,1.11,4.22
11950176,1xbet,1.12,6.30
11950176,Betano,1.12,6.30
11950176,Betway,1.12,6.00
11950176,Tipico,1.11,6.20
11950176,Betcris,1.11,5.60
11950177,NordicBet,1.40,3.00
11950177,10Bet,1.38,2.90
11950177,bet365,1.36,3.20
11950177,Marathon,1.36,3.16
11950177,Unibet,1.36,3.20
11950177,Betfair,1.41,3.35
11950177,Betsson,1.40,3.00
11950177,Pncl,1.41,3.16
11950177,Sbo,1.39,2.69
11950177,1xbet,1.37,3.13
11950177,Betano,1.38,3.10
11950177,Betway,1.38,3.00
11950177,Tipico,1.33,3.20
11950177,Betcris,1.34,3.00
11950178,NordicBet,1.65,2.25
11950178,10Bet,1.60,2.25
11950178,bet365,1.57,2.37
11950178,Marathon,1.63,2.28
11950178,Unibet,1.61,2.32
11950178,Betfair,1.65,2.42
11950178,Betsson,1.65,2.25
11950178,Pncl,1.68,2.34
11950178,Sbo,1.63,2.20
11950178,1xbet,1.65,2.26
11950178,Betano,1.60,2.37
11950178,Betway,1.65,2.25
11950178,Tipico,1.55,2.40
11950178,Betcris,1.56,2.27
11950180,NordicBet,2.40,1.58
11950180,10Bet,2.30,1.57
11950180,bet365,2.20,1.66
11950180,Marathon,2.28,1.63
11950180,Unibet,2.25,1.64
11950180,Betfair,2.50,1.63
11950180,Betsson,2.40,1.58
11950180,Pncl,2.49,1.61
11950180,Sbo,2.13,1.68
11950180,1xbet,2.26,1.65
11950180,Betano,2.32,1.62
11950180,Betway,2.30,1.60
11950180,Tipico,2.25,1.62
11950180,Betcris,2.18,1.61
11950183,NordicBet,1.25,4.00
11950183,10Bet,1.25,3.75
11950183,bet365,1.25,4.00
11950183,Marathon,1.25,3.96
11950183,Unibet,1.26,3.90
11950183,Betfair,1.31,4.00
11950183,Betsson,1.25,4.00
11950183,Pncl,1.28,4.13
11950183,Sbo,1.26,3.17
11950183,1xbet,1.26,3.90
11950183,Betano,1.26,3.95
11950183,Betway,1.25,4.00
11950183,Tipico,1.25,3.80
11950183,Betcris,1.23,3.70
11950445,NordicBet,8.50,1.07
11950445,10Bet,9.00,1.05
11950445,bet365,10.00,1.06
11950445,Marathon,11.25,1.04
11950445,Unibet,9.50,1.07
11950445,Betfair,13.50,1.07
11950445,Betsson,8.50,1.07
11950445,1xbet,11.50,1.04
11950445,Betano,8.75,1.07
11950445,Betway,9.50,1.05
11950445,Tipico,10.00,1.04
11950445,Betcris,8.00,1.05
11950459,NordicBet,1.95,1.85
11950459,10Bet,1.95,1.80
11950459,bet365,1.90,1.90
11950459,Marathon,1.94,1.87
11950459,Unibet,2.02,1.79
11950459,Betfair,2.08,1.91
11950459,Betsson,1.95,1.85
11950459,Pncl,2.01,1.88
11950459,Sbo,2.00,1.80
11950459,1xbet,1.94,1.87
11950459,Betano,1.95,1.85
11950459,Betway,1.95,1.85
11950459,Tipico,1.97,1.80
11950459,Betcris,1.88,1.82
11950461,NordicBet,6.00,1.13
11950461,10Bet,5.50,1.12
11950461,bet365,5.50,1.14
11950461,Marathon,5.45,1.15
11950461,Unibet,5.75,1.15
11950461,Betfair,7.00,1.16
11950461,Betsson,6.00,1.13
11950461,Pncl,6.36,1.15
11950461,Sbo,4.03,1.13
11950461,1xbet,5.35,1.16
11950461,Betano,5.60,1.15
11950461,Betway,6.00,1.12
11950461,Tipico,6.00,1.12
11950461,Betcris,5.20,1.13
11950462,NordicBet,2.70,1.48
11950462,10Bet,2.50,1.50
11950462,bet365,2.62,1.50
11950462,Marathon,2.57,1.51
11950462,Unibet,2.65,1.48
11950462,Betfair,2.84,1.52
11950462,Betsson,2.70,1.48
11950462,1xbet,2.53,1.53
11950462,Betano,2.62,1.50
11950462,Betway,2.60,1.50
11950462,Tipico,2.55,1.50
11950462,Betcris,2.50,1.47
11950464,NordicBet,4.80,1.19
11950464,10Bet,4.50,1.18
11950464,bet365,5.00,1.16
11950464,Marathon,4.75,1.19
11950464,Unibet,4.75,1.20
11950464,Betfair,5.50,1.21
11950464,Betsson,4.80,1.19
11950464,Pncl,4.97,1.21
11950464,Sbo,3.63,1.18
11950464,1xbet,4.65,1.20
11950464,Betano,5.00,1.18
11950464,Betway,4.75,1.18
11950464,Tipico,5.00,1.16
11950464,Betcris,4.60,1.16
11950466,NordicBet,2.20,1.68
11950466,10Bet,2.15,1.67
11950466,bet365,2.10,1.72
11950466,Marathon,2.18,1.69
11950466,Unibet,2.15,1.70
11950466,Betfair,2.20,1.77
11950466,Betsson,2.20,1.68
11950466,Pncl,2.24,1.71
11950466,Sbo,2.13,1.68
11950466,1xbet,2.16,1.71
11950466,Betano,2.15,1.72
11950466,Betway,2.20,1.65
11950466,Tipico,2.10,1.70
11950466,Betcris,2.06,1.68
11950468,NordicBet,1.62,2.30
11950468,10Bet,1.65,2.20
11950468,bet365,1.66,2.20
11950468,Marathon,1.64,2.26
11950468,Unibet,1.62,2.30
11950468,Betfair,1.71,2.36
11950468,Betsson,1.62,2.30
11950468,Pncl,1.66,2.34
11950468,Sbo,1.63,2.20
11950468,1xbet,1.66,2.24
11950468,Betano,1.65,2.25
11950468,Betway,1.65,2.25
11950468,Tipico,1.62,2.25
11950468,Betcris,1.62,2.16
11950469,NordicBet,2.20,1.68
11950469,10Bet,2.15,1.65
11950469,bet365,2.20,1.66
11950469,Marathon,2.16,1.70
11950469,Unibet,2.14,1.71
11950469,Betfair,2.22,1.77
11950469,Betsson,2.20,1.68
11950469,1xbet,2.14,1.72
11950469,Betano,2.25,1.65
11950469,Betway,2.25,1.65
11950469,Tipico,2.25,1.62
11950469,Betcris,2.13,1.64
11950471,NordicBet,2.70,1.48
11950471,10Bet,2.55,1.48
11950471,bet365,2.62,1.50
11950471,Marathon,2.62,1.49
11950471,Unibet,2.50,1.53
11950471,Betfair,2.66,1.55
11950471,Betsson,2.70,1.48
11950471,Pncl,2.73,1.51
11950471,Sbo,2.47,1.48
11950471,1xbet,2.61,1.50
11950471,Betano,2.62,1.50
11950471,Betway,2.60,1.50
11950471,Tipico,2.55,1.50
11950471,Betcris,2.46,1.48
11950473,NordicBet,6.30,1.12
11950473,10Bet,5.50,1.12
11950473,bet365,6.00,1.12
11950473,Marathon,6.15,1.12
11950473,Unibet,6.25,1.13
11950473,Betfair,6.20,1.17
11950473,Betsson,6.30,1.12
11950473,1xbet,6.25,1.12
11950473,Betano,5.90,1.14
11950473,Betway,6.00,1.12
11950473,Tipico,6.20,1.11
11950473,Betcris,5.60,1.11
11950475,NordicBet,1.28,3.80
11950475,10Bet,1.25,3.75
11950475,bet365,1.25,4.00
11950475,Marathon,1.25,3.96
11950475,Unibet,1.28,3.70
11950475,Betsson,1.28,3.80
11950475,Pncl,1.29,3.94
11950475,Sbo,1.27,3.12
11950475,1xbet,1.26,3.90
11950475,Betano,1.25,4.05
11950475,Betway,1.25,4.00
11950475,Tipico,1.27,3.70
11950475,Betcris,1.24,3.65
