point_id,number_point,score,break_point,set_point,match_point
70583,4,30 - 30,,,
70584,5,40 - 30,,,
70585,1,15 - 0,,,
70586,2,15 - 15,,,
70587,3,30 - 15,,,
70588,4,30 - 30,,,
70589,5,30 - 40,,,
70590,1,15 - 0,,,
70591,2,30 - 0,,,
70592,3,40 - 0,,,
70593,1,0 - 15,,,
70594,2,15 - 15,,,
70595,3,15 - 30,,,
70596,4,30 - 30,,,
70597,5,40 - 30,First Play,,
70598,1,15 - 0,,,
70599,2,15 - 15,,,
70600,3,30 - 15,,,
70601,4,30 - 30,,,
70602,5,40 - 30,,,
70603,1,15 - 0,,,
70604,2,15 - 15,,,
70605,3,15 - 30,,,
70606,4,30 - 30,,,
70607,5,30 - 40,,,
70608,1,0 - 15,,,
70609,2,15 - 15,,,
70610,3,15 - 30,,,
70611,4,30 - 30,,,
70612,5,30 - 40,First Play,,
70613,6,40 - 40,,,
70614,7,A - 40,,,
70615,1,0 - 15,,,
70616,2,0 - 30,,,
70617,3,15 - 30,,,
70618,4,30 - 30,,,
70619,5,30 - 40,,,
70620,1,0 - 15,,,
70621,2,0 - 30,,,
70622,3,15 - 30,,,
70623,4,30 - 30,,,
70624,5,40 - 30,,First Play,First Play
70625,6,40 - 40,,,
70626,7,A - 40,,First Play,First Play
70627,1,0 - 15,,,
70628,2,0 - 30,,,
70629,3,0 - 40,First Play,,
70630,4,15 - 40,First Play,,
70631,5,30 - 40,First Play,,
70632,6,40 - 40,,,
70633,7,A - 40,,,
70634,1,0 - 15,,,
70635,2,0 - 30,,,
70636,3,0 - 40,,,
70637,1,0 - 15,,,
70638,2,0 - 30,,,
70639,3,15 - 30,,,
70640,4,15 - 40,First Play,,
70641,1,0 - 15,,,
70642,2,15 - 15,,,
70643,3,30 - 15,,,
70644,4,40 - 15,First Play,,
70645,5,40 - 30,First Play,,
70646,1,15 - 0,,,
70647,2,30 - 0,,,
70648,3,40 - 0,,,
70649,4,40 - 15,,,
70650,1,15 - 0,,,
70651,2,30 - 0,,,
70652,3,30 - 15,,,
70653,4,30 - 30,,,
70654,5,30 - 40,,,
70655,6,40 - 40,,,
70656,7,40 - A,,,
70657,1,15 - 0,,,
70658,2,30 - 0,,,
70659,3,30 - 15,,,
70660,4,30 - 30,,,
70661,5,40 - 30,,,
70662,1,0 - 15,,,
70663,2,15 - 15,,,
70664,3,15 - 30,,,
70665,4,15 - 40,,,
70666,5,30 - 40,,,
70667,6,40 - 40,,,
70668,7,A - 40,First Play,,
70669,8,40 - 40,,,
70670,9,A - 40,First Play,,
70671,10,40 - 40,,,
70672,11,40 - A,,,
70673,1,0 - 15,,,
70674,2,0 - 30,,,
70675,3,15 - 30,,,
70676,4,30 - 30,,,
70677,5,40 - 30,,,
70678,1,0 - 15,,,
70679,2,0 - 30,,,
70680,3,15 - 30,,,
70681,4,15 - 40,,,
70682,1,15 - 0,,,
70683,2,30 - 0,,,
70684,3,30 - 15,,,
70685,4,40 - 15,,,
70686,5,40 - 30,,,
70687,6,40 - 40,,,
70688,7,A - 40,,,
70689,1,15 - 0,,,
70690,2,15 - 15,,,
70691,3,30 - 15,,,
70692,4,30 - 30,,,
70693,5,30 - 40,,,
70694,1, - ,,,
70695,1,0 - 15,,,
70696,2,15 - 15,,,
70697,3,15 - 30,,,
70698,4,30 - 30,,,
70699,5,30 - 40,,,
70700,6,40 - 40,,,
70701,7,40 - A,,,
70702,1,0 - 15,,,
70703,2,0 - 30,,,
70704,3,15 - 30,,,
70705,4,15 - 40,First Play,,
70706,5,30 - 40,First Play,,
70707,1,15 - 0,,,
70708,2,30 - 0,,,
70709,3,30 - 15,,,
70710,4,40 - 15,First Play,,
70711,5,40 - 30,First Play,,
70712,6,40 - 40,,,
70713,7,40 - A,,,
70714,1,0 - 15,,,
70715,2,0 - 30,,,
70716,3,0 - 40,First Play,,
70717,1,15 - 0,,,
70718,2,30 - 0,,,
70719,3,30 - 15,,,
70720,4,40 - 15,First Play,,
70721,5,40 - 30,First Play,,
70722,1,15 - 0,,,
70723,2,15 - 15,,,
70724,3,15 - 30,,,
70725,4,15 - 40,First Play,,
70726,5,30 - 40,First Play,,
70727,1,0 - 15,,,
70728,2,15 - 15,,,
70729,3,30 - 15,,,
70730,4,30 - 30,,,
70731,5,30 - 40,,First Play,First Play
70732,1,0 - 15,,,
70733,2,15 - 15,,,
70734,3,30 - 15,,,
70735,4,40 - 15,,,
70736,5,40 - 30,,,
70737,1,15 - 0,,,
70738,2,30 - 0,,,
70739,3,30 - 15,,,
70740,4,30 - 30,,,
70741,5,30 - 40,,,
70742,1,15 - 0,,,
70743,2,30 - 0,,,
70744,3,40 - 0,,,
70745,1,15 - 0,,,
70746,2,15 - 15,,,
70747,3,15 - 30,,,
70748,4,15 - 40,,,
70749,5,30 - 40,,,
70750,6,40 - 40,,,
70751,7,A - 40,First Play,,
70752,1,15 - 0,,,
70753,2,15 - 15,,,
70754,3,15 - 30,,,
70755,4,15 - 40,First Play,,
70756,5,30 - 40,First Play,,
70757,6,40 - 40,,,
70758,7,40 - A,First Play,,
70759,8,40 - 40,,,
70760,9,40 - A,First Play,,
70761,10,40 - 40,,,
70762,11,A - 40,,,
70763,1,0 - 15,,,
70764,2,0 - 30,,,
70765,3,15 - 30,,,
70766,4,15 - 40,,,
70767,1,0 - 15,,,
70768,2,0 - 30,,,
70769,3,0 - 40,First Play,,
70770,4,15 - 40,First Play,,
70771,1,15 - 0,,,
70772,2,30 - 0,,,
70773,3,30 - 15,,,
70774,4,30 - 30,,,
70775,5,30 - 40,,,
70776,1,15 - 0,,,
70777,2,15 - 15,,,
70778,3,15 - 30,,,
70779,4,30 - 30,,,
70780,5,40 - 30,,,
70781,6,40 - 40,,,
70782,7,A - 40,,,
70783,1,0 - 15,,,
70784,2,0 - 30,,,
70785,3,15 - 30,,,
70786,4,15 - 40,,,
70787,1,0 - 15,,,
70788,2,15 - 15,,,
70789,3,30 - 15,,,
70790,4,40 - 15,,,
70791,1,0 - 15,,,
70792,2,15 - 15,,,
70793,3,30 - 15,,,
70794,4,30 - 30,,,
70795,5,30 - 40,,,
70796,1, - ,,,
70797,1,0 - 15,,,
70798,2,0 - 30,,,
70799,3,0 - 40,,,
70800,4,15 - 40,,,
70801,1,0 - 15,,,
70802,2,15 - 15,,,
70803,3,30 - 15,,,
70804,4,40 - 15,,,
70805,1,0 - 15,,,
70806,2,0 - 30,,,
70807,3,0 - 40,,,
70808,4,15 - 40,,,
70809,5,30 - 40,,,
70810,6,40 - 40,,,
70811,7,A - 40,First Play,,
70812,1,15 - 0,,,
70813,2,30 - 0,,,
70814,3,30 - 15,,,
70815,4,30 - 30,,,
70816,5,30 - 40,First Play,,
70817,6,40 - 40,,,
70818,7,40 - A,First Play,,
70819,8,40 - 40,,,
70820,9,A - 40,,,
70821,1,0 - 15,,,
70822,2,15 - 15,,,
70823,3,15 - 30,,,
70824,4,15 - 40,,,
70825,1,15 - 0,,,
70826,2,30 - 0,,,
70827,3,40 - 0,,,
70828,4,40 - 15,,,
70829,5,40 - 30,,,
70830,6,40 - 40,,,
70831,7,A - 40,,,
70832,1,0 - 15,,,
70833,2,0 - 30,,,
70834,3,0 - 40,,,
70835,1,0 - 15,,,
70836,2,15 - 15,,,
70837,3,30 - 15,,,
70838,4,30 - 30,,,
70839,5,30 - 40,First Play,,
70840,6,40 - 40,,,
70841,7,40 - A,First Play,,
70842,1,15 - 0,,,
70843,2,15 - 15,,,
70844,3,30 - 15,,,
70845,4,30 - 30,,,
70846,5,40 - 30,First Play,,
70847,6,40 - 40,,,
70848,7,40 - A,,,
70849,1,0 - 15,,,
70850,2,0 - 30,,,
70851,3,0 - 40,First Play,,
70852,1,15 - 0,,,
70853,2,15 - 15,,,
70854,3,15 - 30,,,
70855,4,15 - 40,,,
70856,1,0 - 15,,,
70857,2,0 - 30,,,
70858,3,15 - 30,,,
70859,4,15 - 40,First Play,,
70860,1,15 - 0,,,
70861,2,30 - 0,,,
70862,3,30 - 15,,,
70863,4,40 - 15,First Play,,
70864,1,15 - 0,,,
70865,2,30 - 0,,,
70866,3,30 - 15,,,
70867,4,30 - 30,,,
70868,5,30 - 40,First Play,,
70869,1,15 - 0,,,
70870,2,15 - 15,,,
70871,3,30 - 15,,,
70872,4,30 - 30,,,
70873,5,30 - 40,,,
70874,1,0 - 15,,,
70875,2,15 - 15,,,
70876,3,15 - 30,,,
70877,4,30 - 30,,,
70878,5,30 - 40,First Play,,
70879,6,40 - 40,,,
70880,7,A - 40,,,
70881,1,15 - 0,,,
70882,2,15 - 15,,,
70883,3,30 - 15,,,
70884,4,30 - 30,,,
70885,5,40 - 30,First Play,,
70886,6,40 - 40,,,
70887,7,40 - A,,,
70888,1,15 - 0,,,
70889,2,15 - 15,,,
70890,3,30 - 15,,,
70891,4,40 - 15,,,
70892,5,40 - 30,,,
70893,1,0 - 15,,,
70894,2,15 - 15,,,
70895,3,30 - 15,,,
70896,4,40 - 15,First Play,,
70897,5,40 - 30,First Play,,
70898,6,40 - 40,,,
70899,7,40 - A,,First Play,First Play
70900,1,0 - 15,,,
70901,2,0 - 30,,,
70902,3,0 - 40,,,
70903,4,15 - 40,,,
70904,1,15 - 0,,,
70905,2,30 - 0,,,
70906,3,40 - 0,,,
70907,1,0 - 15,,,
70908,2,15 - 15,,,
70909,3,30 - 15,,,
70910,4,30 - 30,,,
70911,5,40 - 30,First Play,,
70912,6,40 - 40,,,
70913,7,A - 40,First Play,,
70914,8,40 - 40,,,
70915,9,40 - A,,,
70916,1,0 - 15,,,
70917,2,15 - 15,,,
70918,3,30 - 15,,,
70919,4,30 - 30,,,
70920,5,30 - 40,First Play,,
70921,1,0 - 15,,,
70922,2,0 - 30,,,
70923,3,15 - 30,,,
70924,4,15 - 40,,,
70925,1,15 - 0,,,
70926,2,30 - 0,,,
70927,3,30 - 15,,,
70928,4,30 - 30,,,
70929,5,30 - 40,First Play,,
70930,1,15 - 0,,,
70931,2,15 - 15,,,
70932,3,15 - 30,,,
70933,4,30 - 30,,,
70934,5,30 - 40,,,
70935,6,40 - 40,,,
70936,7,A - 40,First Play,,
70937,8,40 - 40,,,
70938,9,40 - A,,,
70939,10,40 - 40,,,
70940,11,40 - A,,,
70941,1,0 - 15,,,
70942,2,0 - 30,,,
70943,3,15 - 30,,,
70944,4,15 - 40,First Play,,
70945,1,0 - 15,,,
70946,2,15 - 15,,,
70947,3,15 - 30,,,
70948,4,15 - 40,,,
70949,5,30 - 40,,,
70950,1,0 - 15,,,
70951,2,0 - 30,,,
70952,3,0 - 40,First Play,,
70953,4,15 - 40,First Play,,
70954,1,0 - 15,,,
70955,2,0 - 30,,,
70956,3,0 - 40,,,
70957,1,0 - 15,,,
70958,2,0 - 30,,,
70959,3,15 - 30,,,
70960,4,15 - 40,First Play,,
70961,1,0 - 15,,,
70962,2,0 - 30,,,
70963,3,0 - 40,,First Play,First Play
70964,1,15 - 0,,,
70965,2,30 - 0,,,
70966,3,40 - 0,,,
70967,1,0 - 15,,,
70968,2,15 - 15,,,
70969,3,15 - 30,,,
70970,4,15 - 40,,,
70971,5,30 - 40,,,
70972,1,0 - 15,,,
70973,2,15 - 15,,,
70974,3,30 - 15,,,
70975,4,30 - 30,,,
70976,5,30 - 40,First Play,,
70977,1,15 - 0,,,
70978,2,30 - 0,,,
70979,3,30 - 15,,,
70980,4,40 - 15,First Play,,
70981,1,0 - 15,,,
70982,2,15 - 15,,,
70983,3,30 - 15,,,
70984,4,40 - 15,,,
70985,1,15 - 0,,,
70986,2,15 - 15,,,
70987,3,30 - 15,,,
70988,4,30 - 30,,,
70989,5,40 - 30,First Play,,
70990,1,15 - 0,,,
70991,2,30 - 0,,,
70992,3,30 - 15,,,
70993,4,30 - 30,,,
70994,5,30 - 40,First Play,,
70995,6,40 - 40,,,
70996,7,40 - A,First Play,,
70997,8,40 - 40,,,
70998,9,A - 40,,,
70999,1,0 - 15,,,
71000,2,0 - 30,,,
71001,3,0 - 40,,,
71002,1,0 - 15,,,
71003,2,15 - 15,,,
71004,3,15 - 30,,,
71005,4,30 - 30,,,
71006,5,40 - 30,,,
71007,1,0 - 15,,,
71008,2,15 - 15,,,
71009,3,15 - 30,,,
71010,4,15 - 40,,,
71011,5,30 - 40,,,
71012,1,0 - 15,,,
71013,2,0 - 30,,,
71014,3,0 - 40,First Play,,
71015,4,15 - 40,First Play,,
71016,5,30 - 40,First Play,,
71017,6,40 - 40,,,
71018,7,A - 40,,,
71019,1,0 - 15,,,
71020,2,0 - 30,,,
71021,3,0 - 40,,,
71022,1,0 - 15,,,
71023,2,15 - 15,,,
71024,3,15 - 30,,,
71025,4,15 - 40,First Play,,
71026,5,30 - 40,First Play,,
71027,6,40 - 40,,,
71028,7,A - 40,,,
71029,1,15 - 0,,,
71030,2,15 - 15,,,
71031,3,15 - 30,,,
71032,4,30 - 30,,,
71033,5,40 - 30,First Play,,
71034,6,40 - 40,,,
71035,7,40 - A,,,
71036,1,15 - 0,,,
71037,2,15 - 15,,,
71038,3,15 - 30,,,
71039,4,30 - 30,,,
71040,5,40 - 30,,,
71041,6,40 - 40,,,
71042,7,A - 40,,,
71043,1,0 - 15,,,
71044,2,0 - 30,,,
71045,3,15 - 30,,,
71046,4,30 - 30,,,
71047,5,30 - 40,,,
71048,6,40 - 40,,,
71049,7,40 - A,,,
71050,8,40 - 40,,,
71051,9,A - 40,First Play,,
71052,1,15 - 0,,,
71053,2,30 - 0,,,
71054,3,40 - 0,,,
71055,1,0 - 15,,,
71056,2,0 - 30,,,
71057,3,0 - 40,,,
71058,1,15 - 0,,,
71059,2,30 - 0,,,
71060,3,30 - 15,,,
71061,4,40 - 15,,First Play,First Play
71062,5,40 - 30,,First Play,First Play
71063,6,40 - 40,,,
71064,7,A - 40,,First Play,First Play
71065,1,0 - 15,,,
71066,2,0 - 30,,,
71067,3,15 - 30,,,
71068,4,30 - 30,,,
71069,5,30 - 40,,,
71070,1,0 - 15,,,
71071,2,15 - 15,,,
71072,3,15 - 30,,,
71073,4,30 - 30,,,
71074,5,40 - 30,,,
71075,1,0 - 15,,,
71076,2,0 - 30,,,
71077,3,0 - 40,,,
71078,4,15 - 40,,,
71079,1,15 - 0,,,
71080,2,30 - 0,,,
71081,3,40 - 0,,,
71082,1,15 - 0,,,
71083,2,15 - 15,,,
71084,3,30 - 15,,,
71085,4,30 - 30,,,
71086,5,30 - 40,,,
71087,6,40 - 40,,,
71088,7,A - 40,First Play,,
71089,1,15 - 0,,,
71090,2,15 - 15,,,
71091,3,30 - 15,,,
71092,4,40 - 15,,,
71093,1,0 - 15,,,
71094,2,0 - 30,,,
71095,3,15 - 30,,,
71096,4,30 - 30,,,
71097,5,40 - 30,First Play,,
71098,1,15 - 0,,,
71099,2,30 - 0,,,
71100,3,40 - 0,,,
71101,1,15 - 0,,,
71102,2,15 - 15,,,
71103,3,15 - 30,,,
71104,4,30 - 30,,,
71105,5,30 - 40,,,
71106,6,40 - 40,,,
71107,7,40 - A,,,
71108,1,15 - 0,,,
71109,2,30 - 0,,,
71110,3,30 - 15,,,
71111,4,40 - 15,,,
71112,5,40 - 30,,,
71113,1,15 - 0,,,
71114,2,15 - 15,,,
71115,3,15 - 30,,,
71116,4,30 - 30,,,
71117,5,40 - 30,First Play,,
71118,1,15 - 0,,,
71119,2,30 - 0,,,
71120,3,40 - 0,,,
71121,4,40 - 15,,,
71122,1,15 - 0,,,
71123,2,30 - 0,,,
71124,3,40 - 0,First Play,,
71125,4,40 - 15,First Play,,
71126,1,15 - 0,,,
71127,2,30 - 0,,,
71128,3,40 - 0,,,
71129,1,0 - 15,,,
71130,2,15 - 15,,,
71131,3,15 - 30,,,
71132,4,30 - 30,,,
71133,5,40 - 30,First Play,First Play,First Play
71134,1,15 - 0,,,
71135,2,30 - 0,,,
71136,3,40 - 0,,,
71137,1,0 - 15,,,
71138,2,0 - 30,,,
71139,3,0 - 40,,,
71140,1,15 - 0,,,
71141,2,30 - 0,,,
71142,3,40 - 0,,,
71143,1,0 - 15,,,
71144,2,15 - 15,,,
71145,3,30 - 15,,,
71146,4,30 - 30,,,
71147,5,40 - 30,First Play,,
71148,1,15 - 0,,,
71149,2,30 - 0,,,
71150,3,40 - 0,,,
71151,1,0 - 15,,,
71152,2,0 - 30,,,
71153,3,0 - 40,,,
71154,1,15 - 0,,,
71155,2,15 - 15,,,
71156,3,30 - 15,,,
71157,4,40 - 15,,,
71158,5,40 - 30,,,
71159,1,15 - 0,,,
71160,2,15 - 15,,,
71161,3,30 - 15,,,
71162,4,30 - 30,,,
71163,5,30 - 40,,,
71164,6,40 - 40,,,
71165,7,40 - A,,,
71166,1,15 - 0,,,
71167,2,30 - 0,,,
71168,3,30 - 15,,,
71169,4,40 - 15,,,
71170,1,0 - 15,,,
71171,2,15 - 15,,,
71172,3,15 - 30,,,
71173,4,15 - 40,,,
71174,1,15 - 0,,,
71175,2,30 - 0,,,
71176,3,40 - 0,,,
71177,1,0 - 15,,,
71178,2,0 - 30,,,
71179,3,0 - 40,,,
71180,1,15 - 0,,,
71181,2,30 - 0,,,
71182,3,30 - 15,,,
71183,4,40 - 15,,,
71184,1,15 - 0,,,
71185,2,15 - 15,,,
71186,3,30 - 15,,,
71187,4,40 - 15,First Play,,
71188,5,40 - 30,First Play,,
71189,6,40 - 40,,,
71190,7,40 - A,,,
71191,1,15 - 0,,,
71192,2,30 - 0,,,
71193,3,30 - 15,,,
71194,4,40 - 15,,,
71195,1,15 - 0,,,
71196,2,30 - 0,,,
71197,3,30 - 15,,,
71198,4,40 - 15,First Play,,
71199,5,40 - 30,First Play,,
71200,1,0 - 15,,,
71201,2,0 - 30,,,
71202,3,15 - 30,,,
71203,4,30 - 30,,,
71204,5,30 - 40,First Play,,
71205,6,40 - 40,,,
71206,7,A - 40,,,
71207,1,15 - 0,,,
71208,2,15 - 15,,,
71209,3,15 - 30,,,
71210,4,15 - 40,,,
71211,5,30 - 40,,,
71212,6,40 - 40,,,
71213,7,A - 40,First Play,First Play,First Play
71214,8,40 - 40,,,
71215,9,A - 40,First Play,First Play,First Play
71216,1,15 - 0,,,
71217,2,30 - 0,,,
71218,3,40 - 0,,,
71219,1,0 - 15,,,
71220,2,0 - 30,,,
71221,3,15 - 30,,,
71222,4,30 - 30,,,
71223,5,40 - 30,First Play,,
71224,6,40 - 40,,,
71225,7,A - 40,First Play,,
71226,8,40 - 40,,,
71227,9,A - 40,First Play,,
71228,1,15 - 0,,,
71229,2,15 - 15,,,
71230,3,15 - 30,,,
71231,4,30 - 30,,,
71232,5,40 - 30,,,
71233,1,15 - 0,,,
71234,2,30 - 0,,,
71235,3,30 - 15,,,
71236,4,30 - 30,,,
71237,5,30 - 40,,,
71238,1,15 - 0,,,
71239,2,15 - 15,,,
71240,3,30 - 15,,,
71241,4,40 - 15,,,
71242,1,15 - 0,,,
71243,2,15 - 15,,,
71244,3,30 - 15,,,
71245,4,30 - 30,,,
71246,5,30 - 40,,,
71247,1,0 - 15,,,
71248,2,15 - 15,,,
71249,3,30 - 15,,,
71250,4,30 - 30,,,
71251,5,30 - 40,First Play,,
71252,1,0 - 15,,,
71253,2,0 - 30,,,
71254,3,0 - 40,,,
71255,4,15 - 40,,,
71256,5,30 - 40,,,
71257,1,15 - 0,,,
71258,2,15 - 15,,,
71259,3,15 - 30,,,
71260,4,15 - 40,First Play,,
71261,1,15 - 0,,,
71262,2,30 - 0,,,
71263,3,40 - 0,First Play,,
71264,4,40 - 15,First Play,,
71265,1,15 - 0,,,
71266,2,30 - 0,,,
71267,3,30 - 15,,,
71268,4,40 - 15,,,
71269,1,15 - 0,,,
71270,2,15 - 15,,,
71271,3,30 - 15,,,
71272,4,30 - 30,,,
71273,5,40 - 30,First Play,,
71274,1,15 - 0,,,
71275,2,30 - 0,,,
71276,3,30 - 15,,,
71277,4,30 - 30,,,
71278,5,30 - 40,First Play,,
71279,1,0 - 15,,,
71280,2,15 - 15,,,
71281,3,30 - 15,,,
71282,4,30 - 30,,,
71283,5,40 - 30,First Play,,
71284,1,15 - 0,,,
71285,2,15 - 15,,,
71286,3,30 - 15,,,
71287,4,40 - 15,,,
71288,5,40 - 30,,,
71289,1,15 - 0,,,
71290,2,15 - 15,,,
71291,3,30 - 15,,,
71292,4,30 - 30,,,
71293,5,30 - 40,,,
71294,6,40 - 40,,,
71295,7,40 - A,,,
71296,8,40 - 40,,,
71297,9,A - 40,First Play,,
71298,1,0 - 15,,,
71299,2,0 - 30,,,
71300,3,0 - 40,First Play,,
71301,4,15 - 40,First Play,,
71302,5,30 - 40,First Play,,
71303,1,0 - 15,,,
71304,2,15 - 15,,,
71305,3,30 - 15,,,
71306,4,30 - 30,,,
71307,5,40 - 30,First Play,,
71308,1,0 - 15,,,
71309,2,15 - 15,,,
71310,3,15 - 30,,,
71311,4,30 - 30,,,
71312,5,40 - 30,,,
71313,6,40 - 40,,,
71314,7,A - 40,,,
71315,8,40 - 40,,,
71316,9,A - 40,,,
71317,1,0 - 15,,,
71318,2,15 - 15,,,
71319,3,15 - 30,,,
71320,4,30 - 30,,,
71321,5,30 - 40,,,
71322,6,40 - 40,,,
71323,7,A - 40,First Play,First Play,First Play
71324,8,40 - 40,,,
71325,9,A - 40,First Play,First Play,First Play
71326,10,40 - 40,,,
71327,11,A - 40,First Play,First Play,First Play
71328,12,40 - 40,,,
71329,13,A - 40,First Play,First Play,First Play
71330,14,40 - 40,,,
71331,15,40 - A,,,
71332,1,15 - 0,,,
71333,2,30 - 0,,,
71334,3,40 - 0,,First Play,First Play
71335,1,0 - 15,,,
71336,2,0 - 30,,,
71337,3,15 - 30,,,
71338,4,30 - 30,,,
71339,5,40 - 30,,,
71340,1,0 - 15,,,
71341,2,0 - 30,,,
71342,3,0 - 40,,,
71343,4,15 - 40,,,
71344,1,15 - 0,,,
71345,2,30 - 0,,,
71346,3,40 - 0,,,
71347,4,40 - 15,,,
71348,1,15 - 0,,,
71349,2,15 - 15,,,
71350,3,15 - 30,,,
71351,4,15 - 40,,,
71352,5,30 - 40,,,
71353,1,0 - 15,,,
71354,2,15 - 15,,,
71355,3,15 - 30,,,
71356,4,15 - 40,First Play,,
71357,5,30 - 40,First Play,,
71358,6,40 - 40,,,
71359,7,A - 40,,,
71360,8,40 - 40,,,
71361,9,40 - A,First Play,,
71362,1,15 - 0,,,
71363,2,30 - 0,,,
71364,3,30 - 15,,,
71365,4,30 - 30,,,
71366,5,30 - 40,,,
71367,6,40 - 40,,,
71368,7,A - 40,First Play,,
71369,1,15 - 0,,,
71370,2,15 - 15,,,
71371,3,30 - 15,,,
71372,4,40 - 15,,,
71373,1,0 - 15,,,
71374,2,0 - 30,,,
71375,3,0 - 40,,,
71376,1,15 - 0,,,
71377,2,30 - 0,,,
71378,3,40 - 0,,,
71379,4,40 - 15,,,
71380,5,40 - 30,,,
71381,6,40 - 40,,,
71382,7,A - 40,,,
71383,1,15 - 0,,,
71384,2,30 - 0,,,
71385,3,30 - 15,,,
71386,4,30 - 30,,,
71387,5,30 - 40,,,
71388,1,15 - 0,,,
71389,2,30 - 0,,,
71390,3,30 - 15,,,
71391,4,40 - 15,,,
71392,5,40 - 30,,,
71393,6,40 - 40,,,
71394,7,A - 40,,,
71395,1,0 - 15,,,
71396,2,15 - 15,,,
71397,3,30 - 15,,,
71398,4,30 - 30,,,
71399,5,30 - 40,,,
71400,1, - ,,,
71401,1,0 - 15,,,
71402,2,15 - 15,,,
71403,3,15 - 30,,,
71404,4,15 - 40,,,
71405,1,15 - 0,,,
71406,2,15 - 15,,,
71407,3,15 - 30,,,
71408,4,15 - 40,First Play,,
71409,1,0 - 15,,,
71410,2,15 - 15,,,
71411,3,15 - 30,,,
71412,4,30 - 30,,,
71413,5,30 - 40,,,
71414,6,40 - 40,,,
71415,7,A - 40,First Play,,
71416,8,40 - 40,,,
71417,9,A - 40,First Play,,
71418,10,40 - 40,,,
71419,11,A - 40,First Play,,
71420,1,15 - 0,,,
71421,2,30 - 0,,,
71422,3,40 - 0,,,
71423,4,40 - 15,,,
71424,5,40 - 30,,,
71425,1,0 - 15,,,
71426,2,15 - 15,,,
71427,3,15 - 30,,,
71428,4,15 - 40,,,
71429,5,30 - 40,,,
71430,1,15 - 0,,,
71431,2,30 - 0,,,
71432,3,40 - 0,,,
71433,1,0 - 15,,,
71434,2,0 - 30,,,
71435,3,0 - 40,,,
71436,1,15 - 0,,,
71437,2,15 - 15,,,
71438,3,30 - 15,,,
71439,4,30 - 30,,,
71440,5,40 - 30,,,
71441,1,15 - 0,,,
71442,2,15 - 15,,,
71443,3,15 - 30,,,
71444,4,15 - 40,,,
71445,5,30 - 40,,,
71446,1,15 - 0,,,
71447,2,15 - 15,,,
71448,3,15 - 30,,,
71449,4,30 - 30,,,
71450,5,30 - 40,First Play,,
71451,6,40 - 40,,,
71452,7,A - 40,,,
71453,1,0 - 15,,,
71454,2,15 - 15,,,
71455,3,30 - 15,,,
71456,4,30 - 30,,,
71457,5,30 - 40,,,
71458,6,40 - 40,,,
71459,7,40 - A,,,
71460,1,15 - 0,,,
71461,2,30 - 0,,,
71462,3,30 - 15,,,
71463,4,40 - 15,,,
71464,1, - ,,,
71465,1,15 - 0,,,
71466,2,30 - 0,,,
71467,3,40 - 0,,,
71468,1,15 - 0,,,
71469,2,30 - 0,,,
71470,3,40 - 0,First Play,,
71471,4,40 - 15,First Play,,
71472,1,15 - 0,,,
71473,2,15 - 15,,,
71474,3,15 - 30,,,
71475,4,15 - 40,First Play,,
71476,1,0 - 15,,,
71477,2,0 - 30,,,
71478,3,0 - 40,,,
71479,1,15 - 0,,,
71480,2,30 - 0,,,
71481,3,40 - 0,,,
71482,4,40 - 15,,,
71483,1,0 - 15,,,
71484,2,15 - 15,,,
71485,3,30 - 15,,,
71486,4,30 - 30,,,
71487,5,40 - 30,First Play,,
71488,6,40 - 40,,,
71489,7,A - 40,First Play,,
71490,1,15 - 0,,,
71491,2,15 - 15,,,
71492,3,30 - 15,,,
71493,4,40 - 15,,,
71494,1,0 - 15,,,
71495,2,15 - 15,,,
71496,3,15 - 30,,,
71497,4,15 - 40,,,
71498,5,30 - 40,,,
71499,1,15 - 0,,,
71500,2,30 - 0,,,
71501,3,40 - 0,,First Play,First Play
71502,1,15 - 0,,,
71503,2,30 - 0,,,
71504,3,30 - 15,,,
71505,4,40 - 15,,,
71506,1,0 - 15,,,
71507,2,0 - 30,,,
71508,3,15 - 30,,,
71509,4,15 - 40,,,
71510,1,0 - 15,,,
71511,2,0 - 30,,,
71512,3,15 - 30,,,
71513,4,15 - 40,First Play,,
71514,1,0 - 15,,,
71515,2,0 - 30,,,
71516,3,0 - 40,,,
71517,4,15 - 40,,,
71518,1,0 - 15,,,
71519,2,15 - 15,,,
71520,3,30 - 15,,,
71521,4,40 - 15,,,
71522,1,15 - 0,,,
71523,2,30 - 0,,,
71524,3,40 - 0,First Play,,
71525,1,0 - 15,,,
71526,2,0 - 30,,,
71527,3,0 - 40,First Play,,
71528,4,15 - 40,First Play,,
71529,5,30 - 40,First Play,,
71530,6,40 - 40,,,
71531,7,40 - A,First Play,,
71532,8,40 - 40,,,
71533,9,A - 40,,,
71534,1,0 - 15,,,
71535,2,0 - 30,,,
71536,3,0 - 40,,,
71537,1,15 - 0,,,
71538,2,30 - 0,,,
71539,3,30 - 15,,,
71540,4,40 - 15,,,
71541,5,40 - 30,,,
71542,6,40 - 40,,,
71543,7,A - 40,,,
71544,8,40 - 40,,,
71545,9,A - 40,,,
71546,1,0 - 15,,,
71547,2,15 - 15,,,
71548,3,15 - 30,,,
71549,4,15 - 40,,,
71550,1,15 - 0,,,
71551,2,30 - 0,,,
71552,3,30 - 15,,,
71553,4,30 - 30,,,
71554,5,40 - 30,,,
